id,sent,expected,tokens,logprobs,critical_token_idx,continuation_prob,type
9_letter_failed_failed_pref,Carolyn failed to write a letter to her parents and Jennifer failed to write a letter to her parents as well. The letters arrived three days after they were sent.,0,Carol|yn| failed| to| write| a| letter| to| her| parents| and| Jennifer| failed| to| write| a| letter| to| her| parents| as| well|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-7.592825, -10.852891, -0.3485931, -6.663581, -1.6084695, -2.9080806, -1.0371995, -1.920459, -2.713551, -2.7235959, -9.82976, -2.395329, -0.02645252, -0.8205447, -0.5381553, -0.12777026, -0.07830595, -0.2550908, -1.2187628, -4.0032215, -0.14342226, -0.45085052, -2.854395, -4.4460154, -6.3978686, -5.018191, -0.81213856, -1.1822315, -2.3315513, -0.31353602, -2.4433827, -1.073811]",22,2.1337906286981334e-12,failed_failed_pref
9_letter_failed_failed_nonref,Carolyn failed to write a letter to her parents and Jennifer failed to write a letter to her parents as well. It's not a big deal.,-1,Carol|yn| failed| to| write| a| letter| to| her| parents| and| Jennifer| failed| to| write| a| letter| to| her| parents| as| well|.| It|'s| not| a| big| deal|.,"[-7.592825, -10.852891, -0.3485931, -6.663581, -1.6084695, -2.9080806, -1.0371995, -1.920459, -2.713551, -2.7235959, -9.82976, -2.395329, -0.02645252, -0.8205447, -0.5381553, -0.12777026, -0.07830595, -0.2550908, -1.2187628, -4.0032215, -0.14342226, -0.45085052, -4.0058594, -2.7192225, -2.432486, -2.3970528, -1.1819217, -0.10880588, -1.5017297]",22,5.876830999467466e-07,failed_failed_nonref
10_hat_affirmative_negation_sref,Chris knitted a hat but George didn't knit a hat. The hat was very colorful.,1,Chris| kn|itted| a| hat| but| George| didn|'t| knit| a| hat|.| The| hat| was| very| colorful|.,"[-11.533878, -4.3683214, -1.7169989, -2.5253131, -6.1005287, -9.242259, -2.5066922, -0.66767424, -7.374358, -1.3322736, -0.511495, -1.1370145, -3.818111, -2.2335546, -1.2876852, -3.9786308, -6.1516476, -1.3943243]",12,6.419320923467197e-09,affirmative_negation_sref
10_hat_affirmative_negation_pref,Chris knitted a hat but George didn't knit a hat. The hats were very colorful.,0,Chris| kn|itted| a| hat| but| George| didn|'t| knit| a| hat|.| The| hats| were| very| colorful|.,"[-11.533878, -4.3683214, -1.7169989, -2.5253131, -6.1005287, -9.242259, -2.5066922, -0.66767424, -7.374358, -1.3322736, -0.511495, -1.1370145, -3.818111, -4.833391, -1.1161299, -4.0007772, -5.570031, -1.4300857]",12,9.557489901092333e-10,affirmative_negation_pref
10_hat_affirmative_negation_nonref,Chris knitted a hat but George didn't knit a hat. It's not a big deal.,-1,Chris| kn|itted| a| hat| but| George| didn|'t| knit| a| hat|.| It|'s| not| a| big| deal|.,"[-11.533878, -4.3683214, -1.7169989, -2.5253131, -6.1005287, -9.242259, -2.5066922, -0.66767424, -7.374358, -1.3322736, -0.511495, -1.1370145, -3.9005542, -1.2576902, -2.2963715, -2.2257626, -3.5107975, -0.5051315, -1.0962597]",12,3.764174010863417e-07,affirmative_negation_nonref
10_hat_affirmative_affirmative_sref,Chris knitted a hat and George knitted a different hat. The hat was very colorful.,0,Chris| kn|itted| a| hat| and| George| kn|itted| a| different| hat|.| The| hat| was| very| colorful|.,"[-11.533878, -4.3683214, -1.7169989, -2.5253131, -2.2300403, -9.373819, -2.6885552, -0.0053713103, -0.39805955, -7.7785187, -0.8831759, -1.2000394, -2.9139812, -2.5266292, -2.661539, -3.3153243, -5.386224, -1.7229116]",12,8.994889088231306e-09,affirmative_affirmative_sref
10_hat_affirmative_affirmative_pref,Chris knitted a hat and George knitted a different hat. The hats were very colorful.,1,Chris| kn|itted| a| hat| and| George| kn|itted| a| different| hat|.| The| hats| were| very| colorful|.,"[-11.533878, -4.3683214, -1.7169989, -2.5253131, -2.2300403, -9.373819, -2.6885552, -0.0053713103, -0.39805955, -7.7785187, -0.8831759, -1.2000394, -2.9139812, -2.4278018, -0.6765166, -2.6941433, -5.7192783, -1.6949127]",12,9.914980982855967e-08,affirmative_affirmative_pref
10_hat_affirmative_affirmative_nonref,Chris knitted a hat and George knitted a different hat. It's not a big deal.,-1,Chris| kn|itted| a| hat| and| George| kn|itted| a| different| hat|.| It|'s| not| a| big| deal|.,"[-11.533878, -4.3683214, -1.7169989, -2.5253131, -2.2300403, -9.373819, -2.6885552, -0.0053713103, -0.39805955, -7.7785187, -0.8831759, -1.2000394, -3.7082183, -3.1885846, -2.964716, -2.0834105, -3.6125753, -0.97989297, -1.2556682]",12,1.8731375778210638e-08,affirmative_affirmative_nonref
10_hat_negation_affirmative_sref,Chris didn't knit a hat but George knitted a hat. The hat was very colorful.,1,Chris| didn|'t| knit| a| hat| but| George| kn|itted| a| hat|.| The| hat| was| very| colorful|.,"[-7.453784, -0.64466727, -11.272572, -2.4256256, -2.8620586, -4.536562, -10.419365, -5.927369, -0.03450441, -0.80290073, -2.268387, -1.7847645, -3.6187925, -1.9078909, -1.2900544, -3.3088818, -4.9710493, -1.4097352]",12,6.78203119895992e-08,negation_affirmative_sref
10_hat_negation_affirmative_pref,Chris didn't knit a hat but George knitted a hat. The hats were very colorful.,0,Chris| didn|'t| knit| a| hat| but| George| kn|itted| a| hat|.| The| hats| were| very| colorful|.,"[-7.453784, -0.64466727, -11.272572, -2.4256256, -2.8620586, -4.536562, -10.419365, -5.927369, -0.03450441, -0.80290073, -2.268387, -1.7847645, -3.6187925, -3.9328265, -0.9189057, -3.5610094, -4.8235693, -1.4479382]",12,1.1248381334788836e-08,negation_affirmative_pref
10_hat_negation_affirmative_nonref,Chris didn't knit a hat but George knitted a hat. It's not a big deal.,-1,Chris| didn|'t| knit| a| hat| but| George| kn|itted| a| hat|.| It|'s| not| a| big| deal|.,"[-7.453784, -0.64466727, -11.272572, -2.4256256, -2.8620586, -4.536562, -10.419365, -5.927369, -0.03450441, -0.80290073, -2.268387, -1.7847645, -3.109064, -1.430054, -2.8173454, -1.708684, -3.3016222, -1.0775021, -1.146046]",12,4.607926399606057e-07,negation_affirmative_nonref
10_hat_negation_negation_sref,Chris didn't knit a hat and George didn't knit a hat either. The hat was very colorful.,0,Chris| didn|'t| knit| a| hat| and| George| didn|'t| knit| a| hat| either|.| The| hat| was| very| colorful|.,"[-7.453784, -0.64466727, -11.272572, -2.4256256, -2.8620586, -3.8292391, -9.420943, -1.7160946, -0.0063807913, -1.2579492, -0.3093605, -2.8821933, -2.9458346, -0.85037196, -3.8716033, -2.9491818, -1.886615, -5.0279436, -5.9799695, -1.6719757]",14,5.147761860091643e-10,negation_negation_sref
10_hat_negation_negation_pref,Chris didn't knit a hat and George didn't knit a hat either. The hats were very colorful.,0,Chris| didn|'t| knit| a| hat| and| George| didn|'t| knit| a| hat| either|.| The| hats| were| very| colorful|.,"[-7.453784, -0.64466727, -11.272572, -2.4256256, -2.8620586, -3.8292391, -9.420943, -1.7160946, -0.0063807913, -1.2579492, -0.3093605, -2.8821933, -2.9458346, -0.85037196, -3.8716033, -3.5537016, -0.9960669, -5.363637, -5.730502, -1.6795943]",14,6.238537812109237e-10,negation_negation_pref
10_hat_negation_negation_nonref,Chris didn't knit a hat and George didn't knit a hat either. It's not a big deal.,-1,Chris| didn|'t| knit| a| hat| and| George| didn|'t| knit| a| hat| either|.| It|'s| not| a| big| deal|.,"[-7.453784, -0.64466727, -11.272572, -2.4256256, -2.8620586, -3.8292391, -9.420943, -1.7160946, -0.0063807913, -1.2579492, -0.3093605, -2.8821933, -2.9458346, -0.85037196, -3.6258223, -1.1312772, -2.501097, -2.0997756, -2.8594139, -0.45887256, -0.8674896]",14,1.3122751650154638e-06,negation_negation_nonref
10_hat_know_doubt_sref,I know that Chris knitted a hat but I doubt that George knitted a hat. The hat was very colorful.,1,I| know| that| Chris| kn|itted| a| hat| but| I| doubt| that| George| kn|itted| a| hat|.| The| hat| was| very| colorful|.,"[-3.9173858, -2.4399443, -8.019583, -10.951673, -2.772643, -1.8491503, -2.7453134, -4.1362147, -0.95001787, -6.1406755, -1.6293784, -8.763657, -2.31984, -0.025048947, -0.76101166, -1.0227886, -1.0578086, -3.7523236, -3.0597088, -1.9235351, -4.2804995, -5.5375385, -1.7713661]",17,1.4892821672832589e-09,know_doubt_sref
10_hat_know_doubt_pref,I know that Chris knitted a hat but I doubt that George knitted a hat. The hats were very colorful.,0,I| know| that| Chris| kn|itted| a| hat| but| I| doubt| that| George| kn|itted| a| hat|.| The| hats| were| very| colorful|.,"[-3.9173858, -2.4399443, -8.019583, -10.951673, -2.772643, -1.8491503, -2.7453134, -4.1362147, -0.95001787, -6.1406755, -1.6293784, -8.763657, -2.31984, -0.025048947, -0.76101166, -1.0227886, -1.0578086, -3.7523236, -4.083026, -1.6226406, -4.248083, -4.9774523, -1.786384]",17,1.2883422790036905e-09,know_doubt_pref
10_hat_know_doubt_nonref,I know that Chris knitted a hat but I doubt that George knitted a hat. It's not a big deal.,-1,I| know| that| Chris| kn|itted| a| hat| but| I| doubt| that| George| kn|itted| a| hat|.| It|'s| not| a| big| deal|.,"[-3.9173858, -2.4399443, -8.019583, -10.951673, -2.772643, -1.8491503, -2.7453134, -4.1362147, -0.95001787, -6.1406755, -1.6293784, -8.763657, -2.31984, -0.025048947, -0.76101166, -1.0227886, -1.0578086, -3.6684756, -1.9268624, -2.2329073, -2.4486966, -3.5917246, -1.0977663, -1.5038705]",17,7.031341016939895e-08,know_doubt_nonref
10_hat_know_know_sref,I know that Chris knitted a hat and I know that George knitted a different hat. The hat was very colorful.,0,I| know| that| Chris| kn|itted| a| hat| and| I| know| that| George| kn|itted| a| different| hat|.| The| hat| was| very| colorful|.,"[-3.9173858, -2.4399443, -8.019583, -10.951673, -2.772643, -1.8491503, -2.7453134, -2.5588057, -2.8029208, -2.1267586, -0.53713685, -7.5231037, -2.0922935, -0.007115757, -0.2630926, -7.951272, -0.54107505, -1.2108599, -4.2392206, -2.487314, -3.2833152, -3.6285958, -4.275077, -1.4214451]",18,4.008023138907493e-09,know_know_sref
10_hat_know_know_pref,I know that Chris knitted a hat and I know that George knitted a different hat. The hats were very colorful.,1,I| know| that| Chris| kn|itted| a| hat| and| I| know| that| George| kn|itted| a| different| hat|.| The| hats| were| very| colorful|.,"[-3.9173858, -2.4399443, -8.019583, -10.951673, -2.772643, -1.8491503, -2.7453134, -2.5588057, -2.8029208, -2.1267586, -0.53713685, -7.5231037, -2.0922935, -0.007115757, -0.2630926, -7.951272, -0.54107505, -1.2108599, -4.2392206, -2.821143, -1.5335687, -3.0888343, -4.7909684, -1.3557394]",18,1.806165959082157e-08,know_know_pref
10_hat_know_know_nonref,I know that Chris knitted a hat and I know that George knitted a different hat. It's not a big deal.,-1,I| know| that| Chris| kn|itted| a| hat| and| I| know| that| George| kn|itted| a| different| hat|.| It|'s| not| a| big| deal|.,"[-3.9173858, -2.4399443, -8.019583, -10.951673, -2.772643, -1.8491503, -2.7453134, -2.5588057, -2.8029208, -2.1267586, -0.53713685, -7.5231037, -2.0922935, -0.007115757, -0.2630926, -7.951272, -0.54107505, -1.2108599, -3.9801254, -1.4563458, -2.1542501, -2.2978616, -3.4834175, -0.4786007, -0.9840345]",18,3.6091058365511266e-07,know_know_nonref
10_hat_doubt_know_sref,I doubt that Chris knitted a hat but I know that George knitted a hat. The hat was very colorful.,1,I| doubt| that| Chris| kn|itted| a| hat| but| I| know| that| George| kn|itted| a| hat|.| The| hat| was| very| colorful|.,"[-8.366251, -1.833771, -8.216192, -11.013254, -2.8678846, -2.4821727, -3.2252762, -5.051882, -1.675173, -3.018475, -1.5925066, -7.7773933, -2.855394, -0.024023563, -0.5381604, -2.3051486, -1.243284, -3.711476, -2.8272257, -1.459764, -3.5578701, -5.0205526, -1.7273023]",17,1.1235463243307913e-08,doubt_know_sref
10_hat_doubt_know_pref,I doubt that Chris knitted a hat but I know that George knitted a hat. The hats were very colorful.,0,I| doubt| that| Chris| kn|itted| a| hat| but| I| know| that| George| kn|itted| a| hat|.| The| hats| were| very| colorful|.,"[-8.366251, -1.833771, -8.216192, -11.013254, -2.8678846, -2.4821727, -3.2252762, -5.051882, -1.675173, -3.018475, -1.5925066, -7.7773933, -2.855394, -0.024023563, -0.5381604, -2.3051486, -1.243284, -3.711476, -3.9952898, -1.1765072, -3.4754763, -4.7102995, -1.7231148]",17,6.897108300973862e-09,doubt_know_pref
10_hat_doubt_know_nonref,I doubt that Chris knitted a hat but I know that George knitted a hat. It's not a big deal.,-1,I| doubt| that| Chris| kn|itted| a| hat| but| I| know| that| George| kn|itted| a| hat|.| It|'s| not| a| big| deal|.,"[-8.366251, -1.833771, -8.216192, -11.013254, -2.8678846, -2.4821727, -3.2252762, -5.051882, -1.675173, -3.018475, -1.5925066, -7.7773933, -2.855394, -0.024023563, -0.5381604, -2.3051486, -1.243284, -3.5938203, -2.2280612, -2.4604557, -1.8966395, -3.1503594, -0.8241417, -1.2937373]",17,1.955958884032323e-07,doubt_know_nonref
10_hat_doubt_doubt_sref,I doubt that Chris knitted a hat and I doubt that George knitted a hat as well. The hat was very colorful.,0,I| doubt| that| Chris| kn|itted| a| hat| and| I| doubt| that| George| kn|itted| a| hat| as| well|.| The| hat| was| very| colorful|.,"[-8.366251, -1.833771, -8.216192, -11.013254, -2.8678846, -2.4821727, -3.2252762, -3.560518, -3.9950821, -0.9867911, -0.47980753, -7.5454545, -2.1152294, -0.010322699, -0.21769512, -1.8198301, -4.578416, -0.43857452, -0.77944475, -3.7981238, -3.0418727, -2.1907954, -4.7241917, -6.2135983, -2.072383]",19,2.6775067114317624e-10,doubt_doubt_sref
10_hat_doubt_doubt_pref,I doubt that Chris knitted a hat and I doubt that George knitted a hat as well. The hats were very colorful.,0,I| doubt| that| Chris| kn|itted| a| hat| and| I| doubt| that| George| kn|itted| a| hat| as| well|.| The| hats| were| very| colorful|.,"[-8.366251, -1.833771, -8.216192, -11.013254, -2.8678846, -2.4821727, -3.2252762, -3.560518, -3.9950821, -0.9867911, -0.47980753, -7.5454545, -2.1152294, -0.010322699, -0.21769512, -1.8198301, -4.578416, -0.43857452, -0.77944475, -3.7981238, -3.4683654, -1.5097138, -4.64182, -5.7493677, -2.0718224]",19,5.969348723666539e-10,doubt_doubt_pref
10_hat_doubt_doubt_nonref,I doubt that Chris knitted a hat and I doubt that George knitted a hat as well. It's not a big deal.,-1,I| doubt| that| Chris| kn|itted| a| hat| and| I| doubt| that| George| kn|itted| a| hat| as| well|.| It|'s| not| a| big| deal|.,"[-8.366251, -1.833771, -8.216192, -11.013254, -2.8678846, -2.4821727, -3.2252762, -3.560518, -3.9950821, -0.9867911, -0.47980753, -7.5454545, -2.1152294, -0.010322699, -0.21769512, -1.8198301, -4.578416, -0.43857452, -0.77944475, -3.6616025, -1.5983703, -2.4709404, -2.2233841, -3.6648448, -1.1871899, -1.2246133]",19,1.0910607094102001e-07,doubt_doubt_nonref
10_hat_managed_failed_sref,Chris managed to knit a hat but George failed to knit a hat. The hat was very colorful.,1,Chris| managed| to| knit| a| hat| but| George| failed| to| knit| a| hat|.| The| hat| was| very| colorful|.,"[-10.721378, -0.2047591, -9.719507, -1.5277982, -2.6884706, -5.7837763, -9.529538, -5.408184, -0.749458, -2.3917172, -0.79122066, -1.9477617, -1.3003824, -3.1609728, -1.9171664, -1.6508323, -3.6978347, -6.2226543, -2.2532914]",13,6.175031211198774e-09,managed_failed_sref
10_hat_managed_failed_pref,Chris managed to knit a hat but George failed to knit a hat. The hats were very colorful.,0,Chris| managed| to| knit| a| hat| but| George| failed| to| knit| a| hat|.| The| hats| were| very| colorful|.,"[-10.721378, -0.2047591, -9.719507, -1.5277982, -2.6884706, -5.7837763, -9.529538, -5.408184, -0.749458, -2.3917172, -0.79122066, -1.9477617, -1.3003824, -3.1609728, -4.0906763, -1.127055, -3.7375014, -6.0236416, -2.253652]",13,1.3906437048301853e-09,managed_failed_pref
10_hat_managed_failed_nonref,Chris managed to knit a hat but George failed to knit a hat. It's not a big deal.,-1,Chris| managed| to| knit| a| hat| but| George| failed| to| knit| a| hat|.| It|'s| not| a| big| deal|.,"[-10.721378, -0.2047591, -9.719507, -1.5277982, -2.6884706, -5.7837763, -9.529538, -5.408184, -0.749458, -2.3917172, -0.79122066, -1.9477617, -1.3003824, -3.5668013, -2.8648112, -2.175148, -2.2827802, -2.628976, -0.5345551, -2.1118464]",13,9.542567163358379e-08,managed_failed_nonref
10_hat_managed_managed_sref,Chris managed to knit a hat and George managed to knit a different hat. The hat was very colorful.,0,Chris| managed| to| knit| a| hat| and| George| managed| to| knit| a| different| hat|.| The| hat| was| very| colorful|.,"[-10.721378, -0.2047591, -9.719507, -1.5277982, -2.6884706, -1.9582326, -11.926706, -2.8864193, -0.107769616, -0.74304366, -0.35112953, -8.081669, -1.5241437, -1.3653337, -2.9983163, -2.4015317, -2.9689894, -3.4282837, -5.866495, -2.4211435]",14,1.8936501010179868e-09,managed_managed_sref
10_hat_managed_managed_pref,Chris managed to knit a hat and George managed to knit a different hat. The hats were very colorful.,1,Chris| managed| to| knit| a| hat| and| George| managed| to| knit| a| different| hat|.| The| hats| were| very| colorful|.,"[-10.721378, -0.2047591, -9.719507, -1.5277982, -2.6884706, -1.9582326, -11.926706, -2.8864193, -0.107769616, -0.74304366, -0.35112953, -8.081669, -1.5241437, -1.3653337, -2.9983163, -2.35737, -0.9893582, -2.874758, -5.886898, -2.351255]",14,2.618823690734538e-08,managed_managed_pref
10_hat_managed_managed_nonref,Chris managed to knit a hat and George managed to knit a different hat. It's not a big deal.,-1,Chris| managed| to| knit| a| hat| and| George| managed| to| knit| a| different| hat|.| It|'s| not| a| big| deal|.,"[-10.721378, -0.2047591, -9.719507, -1.5277982, -2.6884706, -1.9582326, -11.926706, -2.8864193, -0.107769616, -0.74304366, -0.35112953, -8.081669, -1.5241437, -1.3653337, -3.4077115, -2.9909582, -2.6514752, -1.8856444, -3.5727031, -1.1735524, -1.9863105]",14,2.1219287099774795e-08,managed_managed_nonref
10_hat_failed_managed_sref,Chris failed to knit a hat but George managed to knit a hat. The hat was very colorful.,1,Chris| failed| to| knit| a| hat| but| George| managed| to| knit| a| hat|.| The| hat| was| very| colorful|.,"[-10.580864, -0.4090465, -11.426842, -1.8397077, -2.5784285, -5.1085095, -10.174448, -4.529813, -0.34219342, -1.2254246, -0.7790855, -1.9949441, -1.9138187, -3.006026, -2.0412524, -1.328793, -3.2467418, -5.483848, -1.9524649]",13,3.9022552059795094e-08,failed_managed_sref
10_hat_failed_managed_pref,Chris failed to knit a hat but George managed to knit a hat. The hats were very colorful.,0,Chris| failed| to| knit| a| hat| but| George| managed| to| knit| a| hat|.| The| hats| were| very| colorful|.,"[-10.580864, -0.4090465, -11.426842, -1.8397077, -2.5784285, -5.1085095, -10.174448, -4.529813, -0.34219342, -1.2254246, -0.7790855, -1.9949441, -1.9138187, -3.006026, -3.4635966, -0.8207464, -3.4868472, -5.216631, -2.0126095]",13,1.5131961113467558e-08,failed_managed_pref
10_hat_failed_managed_nonref,Chris failed to knit a hat but George managed to knit a hat. It's not a big deal.,-1,Chris| failed| to| knit| a| hat| but| George| managed| to| knit| a| hat|.| It|'s| not| a| big| deal|.,"[-10.580864, -0.4090465, -11.426842, -1.8397077, -2.5784285, -5.1085095, -10.174448, -4.529813, -0.34219342, -1.2254246, -0.7790855, -1.9949441, -1.9138187, -3.2984684, -2.823191, -2.4885955, -1.6939877, -3.7751427, -1.7645017, -1.8143494]",13,2.143509296157736e-08,failed_managed_nonref
10_hat_failed_failed_sref,Chris failed to knit a hat and George failed to knit a hat as well. The hat was very colorful.,0,Chris| failed| to| knit| a| hat| and| George| failed| to| knit| a| hat| as| well|.| The| hat| was| very| colorful|.,"[-10.580864, -0.4090465, -11.426842, -1.8397077, -2.5784285, -2.8855186, -9.443088, -1.9642321, -0.050760396, -0.8339432, -0.30858785, -3.6926131, -4.4285192, -0.120247096, -0.7525794, -3.396269, -2.8310237, -2.3301902, -4.3048286, -5.610018, -2.095867]",15,1.16773892574949e-09,failed_failed_sref
10_hat_failed_failed_pref,Chris failed to knit a hat and George failed to knit a hat as well. The hats were very colorful.,0,Chris| failed| to| knit| a| hat| and| George| failed| to| knit| a| hat| as| well|.| The| hats| were| very| colorful|.,"[-10.580864, -0.4090465, -11.426842, -1.8397077, -2.5784285, -2.8855186, -9.443088, -1.9642321, -0.050760396, -0.8339432, -0.30858785, -3.6926131, -4.4285192, -0.120247096, -0.7525794, -3.396269, -3.648583, -1.0237747, -4.011941, -5.4139833, -2.1226845]",15,3.0223368904724634e-09,failed_failed_pref
10_hat_failed_failed_nonref,Chris failed to knit a hat and George failed to knit a hat as well. It's not a big deal.,-1,Chris| failed| to| knit| a| hat| and| George| failed| to| knit| a| hat| as| well|.| It|'s| not| a| big| deal|.,"[-10.580864, -0.4090465, -11.426842, -1.8397077, -2.5784285, -2.8855186, -9.443088, -1.9642321, -0.050760396, -0.8339432, -0.30858785, -3.6926131, -4.4285192, -0.120247096, -0.7525794, -3.818433, -1.9537926, -2.533153, -2.1485465, -2.3410926, -0.37312657, -1.1518192]",15,6.038358363963916e-07,failed_failed_nonref
11_rabbit_affirmative_negation_sref,Sarah caught a rabbit but Alice didn't catch a rabbit. The rabbit made a fantastic dinner.,1,Sarah| caught| a| rabbit| but| Alice| didn|'t| catch| a| rabbit|.| The| rabbit| made| a| fantastic| dinner|.,"[-10.543994, -2.3142138, -7.340462, -5.022187, -9.281008, -2.665256, -0.67793787, -3.8118036, -1.2441357, -0.39376622, -0.8918648, -3.355744, -1.12675, -5.8364577, -1.0756782, -8.385688, -5.323046, -1.8235244]",11,2.022092398068871e-12,affirmative_negation_sref
11_rabbit_affirmative_negation_pref,Sarah caught a rabbit but Alice didn't catch a rabbit. The rabbits made a fantastic dinner.,0,Sarah| caught| a| rabbit| but| Alice| didn|'t| catch| a| rabbit|.| The| rabbits| made| a| fantastic| dinner|.,"[-10.543994, -2.3142138, -7.340462, -5.022187, -9.281008, -2.665256, -0.67793787, -3.8118036, -1.2441357, -0.39376622, -0.8918648, -3.355744, -2.7514677, -5.6844907, -1.3259481, -7.806485, -4.6203585, -1.5728277]",11,1.6714632091028644e-12,affirmative_negation_pref
11_rabbit_affirmative_negation_nonref,Sarah caught a rabbit but Alice didn't catch a rabbit. It's not a big deal.,-1,Sarah| caught| a| rabbit| but| Alice| didn|'t| catch| a| rabbit|.| It|'s| not| a| big| deal|.,"[-10.543994, -2.3142138, -7.340462, -5.022187, -9.281008, -2.665256, -0.67793787, -3.8118036, -1.2441357, -0.39376622, -0.8918648, -3.944038, -1.445401, -2.2229095, -2.1394694, -2.7024293, -0.63481814, -0.9742786]",11,7.804899760957857e-07,affirmative_negation_nonref
11_rabbit_affirmative_affirmative_sref,Sarah caught a rabbit and Alice caught a different rabbit. The rabbit made a fantastic dinner.,0,Sarah| caught| a| rabbit| and| Alice| caught| a| different| rabbit|.| The| rabbit| made| a| fantastic| dinner|.,"[-10.543994, -2.3142138, -7.340462, -2.0466888, -10.734587, -2.396463, -0.27741346, -8.297614, -0.8491239, -0.8549783, -2.523559, -1.7769074, -6.5586734, -1.0892771, -7.7505374, -4.390601, -1.720243]",10,6.1794101129107435e-12,affirmative_affirmative_sref
11_rabbit_affirmative_affirmative_pref,Sarah caught a rabbit and Alice caught a different rabbit. The rabbits made a fantastic dinner.,1,Sarah| caught| a| rabbit| and| Alice| caught| a| different| rabbit|.| The| rabbits| made| a| fantastic| dinner|.,"[-10.543994, -2.3142138, -7.340462, -2.0466888, -10.734587, -2.396463, -0.27741346, -8.297614, -0.8491239, -0.8549783, -2.523559, -1.5498986, -5.292515, -1.2833765, -7.0942435, -4.78538, -1.6044335]",10,3.3036566241234564e-11,affirmative_affirmative_pref
11_rabbit_affirmative_affirmative_nonref,Sarah caught a rabbit and Alice caught a different rabbit. It's not a big deal.,-1,Sarah| caught| a| rabbit| and| Alice| caught| a| different| rabbit|.| It|'s| not| a| big| deal|.,"[-10.543994, -2.3142138, -7.340462, -2.0466888, -10.734587, -2.396463, -0.27741346, -8.297614, -0.8491239, -0.8549783, -3.7697902, -2.9861774, -2.8679628, -1.9386005, -2.1016269, -0.6334515, -1.1334553]",10,1.9878050716924186e-07,affirmative_affirmative_nonref
11_rabbit_negation_affirmative_sref,Sarah didn't catch a rabbit but Alice caught a rabbit. The rabbit made a fantastic dinner.,1,Sarah| didn|'t| catch| a| rabbit| but| Alice| caught| a| rabbit|.| The| rabbit| made| a| fantastic| dinner|.,"[-7.526836, -0.6453943, -7.4036026, -2.930685, -8.377947, -3.9542046, -9.186007, -2.085547, -0.58371747, -2.6033223, -1.521327, -3.3525722, -0.9961866, -5.4140058, -1.045782, -7.5207033, -4.1653585, -1.3647854]",11,4.3450715376124106e-11,negation_affirmative_sref
11_rabbit_negation_affirmative_pref,Sarah didn't catch a rabbit but Alice caught a rabbit. The rabbits made a fantastic dinner.,0,Sarah| didn|'t| catch| a| rabbit| but| Alice| caught| a| rabbit|.| The| rabbits| made| a| fantastic| dinner|.,"[-7.526836, -0.6453943, -7.4036026, -2.930685, -8.377947, -3.9542046, -9.186007, -2.085547, -0.58371747, -2.6033223, -1.521327, -3.3525722, -3.0913377, -5.3123307, -1.2278117, -6.885778, -3.775099, -1.2502325]",11,1.5422990965009835e-11,negation_affirmative_pref
11_rabbit_negation_affirmative_nonref,Sarah didn't catch a rabbit but Alice caught a rabbit. It's not a big deal.,-1,Sarah| didn|'t| catch| a| rabbit| but| Alice| caught| a| rabbit|.| It|'s| not| a| big| deal|.,"[-7.526836, -0.6453943, -7.4036026, -2.930685, -8.377947, -3.9542046, -9.186007, -2.085547, -0.58371747, -2.6033223, -1.521327, -3.4803588, -1.7344286, -2.552101, -1.744889, -2.2477107, -0.9027287, -0.9608232]",11,1.2122408123447283e-06,negation_affirmative_nonref
11_rabbit_negation_negation_sref,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either. The rabbit made a fantastic dinner.,0,Sarah| didn|'t| catch| a| rabbit| and| Alice| didn|'t| catch| a| rabbit| either|.| The| rabbit| made| a| fantastic| dinner|.,"[-7.526836, -0.6453943, -7.4036026, -2.930685, -8.377947, -3.1304917, -9.1778, -2.1372378, -0.012072323, -0.62777084, -0.25659537, -2.1668298, -2.498392, -0.79444164, -3.2219062, -2.2803974, -6.005989, -1.1876764, -8.039254, -4.099519, -2.101316]",14,2.003635170355466e-12,negation_negation_sref
11_rabbit_negation_negation_pref,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either. The rabbits made a fantastic dinner.,0,Sarah| didn|'t| catch| a| rabbit| and| Alice| didn|'t| catch| a| rabbit| either|.| The| rabbits| made| a| fantastic| dinner|.,"[-7.526836, -0.6453943, -7.4036026, -2.930685, -8.377947, -3.1304917, -9.1778, -2.1372378, -0.012072323, -0.62777084, -0.25659537, -2.1668298, -2.498392, -0.79444164, -3.2219062, -2.4212818, -5.791742, -1.582123, -7.455214, -4.061493, -1.911969]",14,3.271642380744043e-12,negation_negation_pref
11_rabbit_negation_negation_nonref,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either. It's not a big deal.,-1,Sarah| didn|'t| catch| a| rabbit| and| Alice| didn|'t| catch| a| rabbit| either|.| It|'s| not| a| big| deal|.,"[-7.526836, -0.6453943, -7.4036026, -2.930685, -8.377947, -3.1304917, -9.1778, -2.1372378, -0.012072323, -0.62777084, -0.25659537, -2.1668298, -2.498392, -0.79444164, -3.6031404, -1.5270562, -2.324365, -2.1619048, -2.3453958, -0.42862076, -0.97576374]",14,1.5671581097992198e-06,negation_negation_nonref
