id,type,sample,order,model,prompt,generation,tokens,log_probs
9_letter_affirmative_modal_ref,affirmative_modal,1,2,GPT-3,Carolyn wrote a card to her parents but she wanted to write them a letter. The,Carolyn wrote a card to her parents but she wanted to write them a letter. The letter would be a little longer than the card.,Car|olyn| wrote| a| card| to| her| parents| but| she| wanted| to| write| them| a| letter|.| The| letter| would| be| a| little| longer| than| the| card|.| She| would| tell| them| about| her,-6.3661394|-8.0676155|-2.5106542|-8.123165|-0.9919915|-1.525535|-3.166593|-5.4211125|-2.5688336|-4.536447|-0.41000324|-2.046549|-3.3837545|-0.51670027|-0.32923526|-1.2032396|-3.4230263|-1.8708602|-1.8655113|-0.97908336|-2.4071126|-2.5138166|-1.141041|-1.0181388|-0.42823848|-0.18042849|-0.92496896|-0.9701644|-2.1394835|-1.2330403|-0.33434936|-0.94290495|-1.2045646
9_letter_affirmative_modal_ref,affirmative_modal,2,2,GPT-3,Carolyn wrote a card to her parents but she wanted to write them a letter. The,Carolyn wrote a card to her parents but she wanted to write them a letter. The card was just a postcard.,Car|olyn| wrote| a| card| to| her| parents| but| she| wanted| to| write| them| a| letter|.| The| card| was| just| a| post|card|.| She,-6.3661394|-8.0676155|-2.5106542|-8.123165|-0.9919915|-1.525535|-3.166593|-5.4211125|-2.5688336|-4.536447|-0.41000324|-2.046549|-3.3837545|-0.51670027|-0.32923526|-1.2032396|-3.4230263|-2.2723072|-0.97993016|-2.6955695|-0.8429936|-4.8415174|-0.12877555|-1.7192394|-1.1856513
9_letter_modal_affirmative_ref,modal_affirmative,1,1,GPT-3,Carolyn wanted to write a letter to her parents but she wrote them a card. The,Carolyn wanted to write a letter to her parents but she wrote them a card. The card showed a girl with long hair with a bow in it and a unicorn.,Car|olyn| wanted| to| write| a| letter| to| her| parents| but| she| wrote| them| a| card|.| The| card| showed| a| girl| with| long| hair| with| a| bow| in| it| and| a| unicorn|.,-6.365941|-7.6529226|-0.24892353|-6.8635087|-1.3550286|-2.865606|-0.5062346|-1.7875108|-2.9726002|-3.1206064|-1.4537022|-7.2081103|-4.3946285|-0.7708169|-2.8456802|-2.6133099|-3.281975|-0.64329636|-4.533635|-0.43692684|-3.9002175|-1.960157|-2.2204502|-1.3276817|-4.1305466|-0.6587251|-3.5314848|-0.90080947|-0.5479674|-1.7902483|-1.1950951|-6.289153|-0.9449334
9_letter_modal_affirmative_ref,modal_affirmative,2,1,GPT-3,Carolyn wanted to write a letter to her parents but she wrote them a card. The,Carolyn wanted to write a letter to her parents but she wrote them a card. The card was on the mantel.,Car|olyn| wanted| to| write| a| letter| to| her| parents| but| she| wrote| them| a| card|.| The| card| was| on| the| mant|el|.| She,-6.365941|-7.6529226|-0.24892353|-6.8635087|-1.3550286|-2.865606|-0.5062346|-1.7875108|-2.9726002|-3.1206064|-1.4537022|-7.2081103|-4.3946285|-0.7708169|-2.8456802|-2.6133099|-3.281975|-0.64329636|-1.29286|-4.4157166|-1.2080941|-3.0501692|-0.002718287|-2.3730667|-1.7543998
9_letter_modal_affirmative_ref,modal_affirmative,1,2,GPT-3,Carolyn wanted to write a card to her parents but she wrote them a letter. The,"Carolyn wanted to write a card to her parents but she wrote them a letter. The letter would take a little longer to reach them, but it would be easier for her to explain everything.","Car|olyn| wanted| to| write| a| card| to| her| parents| but| she| wrote| them| a| letter|.| The| letter| would| take| a| little| longer| to| reach| them|,| but| it| would| be| easier| for| her| to| explain| everything|.|
|
|Ty",-6.3662887|-7.642474|-0.24902454|-6.8738894|-1.3577843|-8.216065|-1.1147717|-1.7752678|-3.3358974|-2.8541622|-1.4256432|-7.249344|-3.7323|-0.46534747|-0.30503651|-2.2200842|-3.50004|-1.6287545|-3.0297177|-1.6862838|-1.4688417|-2.556785|-0.29915392|-0.35858914|-1.4091396|-0.3694945|-1.3665031|-0.23214127|-1.2918524|-0.5312345|-0.863754|-1.9526794|-1.3506804|-0.55307883|-0.24362072|-1.638461|-1.9953189|-1.0481548|-1.5540997|-0.0012271882|-10.114127
9_letter_modal_affirmative_ref,modal_affirmative,2,2,GPT-3,Carolyn wanted to write a card to her parents but she wrote them a letter. The,Carolyn wanted to write a card to her parents but she wrote them a letter. The card she bought was a Christmas card and it had a picture of a beautiful family on it.,Car|olyn| wanted| to| write| a| card| to| her| parents| but| she| wrote| them| a| letter|.| The| card| she| bought| was| a| Christmas| card| and| it| had| a| picture| of| a| beautiful| family| on| it|.| She| put| the| card| in,-6.3662887|-7.642474|-0.24902454|-6.8738894|-1.3577843|-8.216065|-1.1147717|-1.7752678|-3.3358974|-2.8541622|-1.4256432|-7.249344|-3.7323|-0.46534747|-0.30503651|-2.2200842|-3.50004|-1.9792746|-1.7864838|-2.3090343|-1.1111387|-1.7038851|-2.9621968|-0.2124263|-1.8923583|-1.5486994|-1.164054|-0.56484765|-1.1446409|-0.048654348|-0.69412|-4.4570003|-3.1524625|-1.0778012|-0.5268287|-0.29851586|-1.4255679|-3.4233959|-0.95341647|-0.7749463|-0.8787811
9_letter_managed_failed_ref,managed_failed,1,1,GPT-3,Carolyn managed to write a letter to her parents but failed to write them a card. The,"Carolyn managed to write a letter to her parents but failed to write them a card. The next day, the girls leave for the joust.","Car|olyn| managed| to| write| a| letter| to| her| parents| but| failed| to| write| them| a| card|.| The| next| day|,| the| girls| leave| for| the| j|oust|.| Before| she| leaves|,| the",-6.3659987|-9.551646|-0.48307896|-6.6991625|-1.4160261|-2.8010225|-0.54069114|-1.1490889|-2.151914|-4.7438545|-5.01238|-0.1671259|-5.869562|-5.846724|-1.2224859|-4.492542|-0.897243|-3.3947227|-2.8738267|-0.52968097|-0.83802533|-2.694952|-3.626223|-5.6212077|-1.3101914|-1.1526842|-7.6675935|-2.376237|-1.3065193|-3.9257498|-2.0508978|-0.6667129|-0.09260847|-3.9918408
9_letter_managed_failed_ref,managed_failed,2,1,GPT-3,Carolyn managed to write a letter to her parents but failed to write them a card. The,Carolyn managed to write a letter to her parents but failed to write them a card. The card was placed in an envelope and mailed to them.,Car|olyn| managed| to| write| a| letter| to| her| parents| but| failed| to| write| them| a| card|.| The| card| was| placed| in| an| envelope| and| mailed| to| them|.| The| card| was| not| stamped,-6.3659987|-9.551646|-0.48307896|-6.6991625|-1.4160261|-2.8010225|-0.54069114|-1.1490889|-2.151914|-4.7438545|-5.01238|-0.1671259|-5.869562|-5.846724|-1.2224859|-4.492542|-0.897243|-3.3947227|-2.6404438|-1.3632759|-5.5102596|-0.911959|-2.3768647|-0.095066175|-1.1587719|-2.4273908|-1.176252|-1.2148569|-1.1920897|-2.1559014|-1.6741018|-1.0018736|-2.880066|-4.068689
9_letter_managed_failed_ref,managed_failed,1,2,GPT-3,Carolyn managed to write a card to her parents but failed to write them a letter. The,"Carolyn managed to write a card to her parents but failed to write them a letter. The last letter she wrote was to her Aunt May, on May 12.","Car|olyn| managed| to| write| a| card| to| her| parents| but| failed| to| write| them| a| letter|.| The| last| letter| she| wrote| was| to| her| Aunt| May|,| on| May| 12|.| She| wrote",-6.364146|-9.558046|-0.48214456|-6.702968|-1.4142435|-6.450667|-1.108704|-1.3760133|-2.35847|-4.2222614|-5.033352|-0.1522712|-4.5591383|-6.1641145|-0.5206882|-0.38576567|-0.6877175|-3.2053356|-4.1915054|-1.9267229|-0.5832482|-0.6992238|-1.1325433|-0.55495435|-0.875648|-4.625698|-4.2031755|-1.4909995|-3.1059506|-2.282796|-3.4404378|-1.6031777|-1.6076735|-1.7583421
9_letter_managed_failed_ref,managed_failed,2,2,GPT-3,Carolyn managed to write a card to her parents but failed to write them a letter. The,Carolyn managed to write a card to her parents but failed to write them a letter. The card was placed in an envelope and mailed to them.,"Car|olyn| managed| to| write| a| card| to| her| parents| but| failed| to| write| them| a| letter|.| The| card| was| placed| in| an| envelope| and| mailed| to| them|.| She| wrote|:|

|
",-6.364146|-9.558046|-0.48214456|-6.702968|-1.4142435|-6.450667|-1.108704|-1.3760133|-2.35847|-4.2222614|-5.033352|-0.1522712|-4.5591383|-6.1641145|-0.5206882|-0.38576567|-0.6877175|-3.2053356|-1.3642385|-1.3584424|-5.3790846|-0.5042248|-1.8369174|-0.13136405|-0.97819966|-2.183034|-1.2838889|-1.6692863|-0.99277025|-2.286829|-2.8170273|-1.6721025|-1.2315888|-0.1590262
9_letter_failed_managed_ref,failed_managed,1,1,GPT-3,Carolyn failed to write a letter to her parents but managed to write them a card. The,Carolyn failed to write a letter to her parents but managed to write them a card. The next day was Christmas Day.,Car|olyn| failed| to| write| a| letter| to| her| parents| but| managed| to| write| them| a| card|.| The| next| day| was| Christmas| Day|.| The| whole,-6.364259|-12.242512|-0.22560292|-6.145415|-1.6937151|-2.9334266|-0.92105037|-1.2631834|-2.7822256|-5.0150766|-3.5223114|-0.1262464|-1.7668759|-6.1753945|-0.35386717|-2.9170835|-1.1765186|-3.1218047|-3.0136163|-0.39071628|-2.7394316|-2.9993541|-2.3286757|-1.0752048|-2.155643|-4.04888
9_letter_failed_managed_ref,failed_managed,2,1,GPT-3,Carolyn failed to write a letter to her parents but managed to write them a card. The,Carolyn failed to write a letter to her parents but managed to write them a card. The card was placed in an envelope and mailed to them.,Car|olyn| failed| to| write| a| letter| to| her| parents| but| managed| to| write| them| a| card|.| The| card| was| placed| in| an| envelope| and| mailed| to| them|.| She| wrote| to| her| brother,-6.364259|-12.242512|-0.22560292|-6.145415|-1.6937151|-2.9334266|-0.92105037|-1.2631834|-2.7822256|-5.0150766|-3.5223114|-0.1262464|-1.7668759|-6.1753945|-0.35386717|-2.9170835|-1.1765186|-3.1218047|-1.3247914|-1.2832235|-5.3508506|-0.5731386|-1.7614613|-0.1398899|-1.029557|-2.0205448|-1.4613034|-1.7019856|-0.9313393|-1.9927388|-2.9520447|-3.0551326|-1.0844016|-2.7967288
9_letter_failed_managed_ref,failed_managed,1,2,GPT-3,Carolyn failed to write a card to her parents but managed to write them a letter. The,Carolyn failed to write a card to her parents but managed to write them a letter. The letter was found by the police with a few other letters and a notebook.,Car|olyn| failed| to| write| a| card| to| her| parents| but| managed| to| write| them| a| letter|.| The| letter| was| found| by| the| police| with| a| few| other| letters| and| a| notebook|.| The,-6.364616|-12.235833|-0.22736713|-6.139277|-1.6927869|-6.840861|-1.4777055|-1.1173809|-3.1741147|-4.8948584|-3.705392|-0.12175304|-1.9819978|-5.6181307|-0.29727995|-0.44614574|-1.3235166|-3.1800709|-1.1252742|-1.0161121|-4.2544355|-2.1325676|-1.8586115|-1.6030653|-4.298265|-2.1001801|-3.2764342|-0.92142695|-1.7722257|-1.746456|-2.3400946|-3.6338336|-1.3611366|-1.4792061
9_letter_failed_managed_ref,failed_managed,2,2,GPT-3,Carolyn failed to write a card to her parents but managed to write them a letter. The,"Carolyn failed to write a card to her parents but managed to write them a letter. The card and letter are powerful evidence of another, more caring Carolyn.","Car|olyn| failed| to| write| a| card| to| her| parents| but| managed| to| write| them| a| letter|.| The| card| and| letter| are| powerful| evidence| of| another|,| more| caring| Carolyn|.| She| wrote|:",-6.364616|-12.235833|-0.22736713|-6.139277|-1.6927869|-6.840861|-1.4777055|-1.1173809|-3.1741147|-4.8948584|-3.705392|-0.12175304|-1.9819978|-5.6181307|-0.29727995|-0.44614574|-1.3235166|-3.1800709|-3.5517726|-2.8874447|-0.4173256|-1.9292871|-9.253552|-2.7340345|-0.7253633|-7.598976|-4.1216593|-1.3212287|-4.6554556|-1.7261171|-1.2001337|-1.916035|-2.171276|-1.4870915
10_hat_affirmative_negation_ref,affirmative_negation,1,1,GPT-3,Chris knitted a hat but he didn't knit a bag. The,Chris knitted a hat but he didn't knit a bag. The bag is not his.,"Chris| kn|itted| a| hat| but| he| didn|'t| knit| a| bag|.| The| bag| is| not| his|.|
|
|And",-11.727725|-3.9089143|-6.177863|-9.38431|-6.45162|-2.4315643|-2.133625|-0.38732225|-1.7014495|-0.96793854|-6.215911|-0.88369375|-4.1221743|-2.0391824|-1.7657379|-3.209493|-3.4847128|-1.5285888|-1.3268796|-0.0024681306|-5.732514
10_hat_affirmative_negation_ref,affirmative_negation,2,1,GPT-3,Chris knitted a hat but he didn't knit a bag. The,Chris knitted a hat but he didn't knit a bag. The bag is a complete mess.,Chris| kn|itted| a| hat| but| he| didn|'t| knit| a| bag|.| The| bag| is| a| complete| mess|.| I|'m,-11.727725|-3.9089143|-6.177863|-9.38431|-6.45162|-2.4315643|-2.133625|-0.38732225|-1.7014495|-0.96793854|-6.215911|-0.88369375|-4.1221743|-2.0391824|-1.7657379|-2.4161353|-6.6136236|-3.8369102|-0.8422897|-2.0225117|-2.200689
10_hat_affirmative_negation_ref,affirmative_negation,1,2,GPT-3,Chris knitted a bag but he didn't knit a hat. The,Chris knitted a bag but he didn't knit a hat. The bag is smaller than the hat.,"Chris| kn|itted| a| bag| but| he| didn|'t| knit| a| hat|.| The| bag| is| smaller| than| the| hat|.|
",-11.727453|-3.8965213|-6.173031|-9.644661|-6.757055|-2.514799|-1.997256|-0.4247886|-2.4408102|-1.0981187|-1.8675593|-0.8656772|-4.0906553|-2.0664291|-1.4912412|-4.8171635|-0.28511658|-0.19284303|-0.23902823|-0.34384447|-1.3490863
10_hat_affirmative_negation_ref,affirmative_negation,2,2,GPT-3,Chris knitted a bag but he didn't knit a hat. The,Chris knitted a bag but he didn't knit a hat. The girls knitted a hat but she didn't knit a bag.,Chris| kn|itted| a| bag| but| he| didn|'t| knit| a| hat|.| The| girls| kn|itted| a| hat| but| she| didn|'t| knit| a| bag|.| I| kn|itted,-11.727453|-3.8965213|-6.173031|-9.644661|-6.757055|-2.514799|-1.997256|-0.4247886|-2.4408102|-1.0981187|-1.8675593|-0.8656772|-4.0906553|-4.8282814|-1.8415649|-0.00076556916|-0.53827107|-0.5363|-0.5001789|-4.466915|-0.10115529|-0.0027111731|-0.051640123|-0.056356587|-0.21907334|-0.102499336|-3.0510077|-0.77207345|-0.0010988323
10_hat_negation_affirmative_ref,negation_affirmative,1,1,GPT-3,Chris didn't knit a hat but he knitted a bag. The,Chris didn't knit a hat but he knitted a bag. The bag is extremely roomy and has a nice big opening.,Chris| didn|'t| knit| a| hat| but| he| kn|itted| a| bag|.| The| bag| is| extremely| room|y| and| has| a| nice| big| opening|.| He| got| the| pattern,-6.5024285|-0.28556192|-12.944162|-3.3746543|-3.0132864|-3.8014739|-0.94284767|-4.777566|-0.21838623|-0.67143726|-5.1248803|-1.4944857|-3.4613938|-1.378032|-0.97634476|-6.8022013|-3.6476903|-0.010933428|-0.6235411|-2.3720632|-0.85094285|-2.4653404|-2.8220613|-3.513639|-1.0138819|-2.152308|-4.783068|-0.78001684|-0.3101872
10_hat_negation_affirmative_ref,negation_affirmative,2,1,GPT-3,Chris didn't knit a hat but he knitted a bag. The,Chris didn't knit a hat but he knitted a bag. The bag is a Christmas present for his wife.,"Chris| didn|'t| knit| a| hat| but| he| kn|itted| a| bag|.| The| bag| is| a| Christmas| present| for| his| wife|.|
|
|I| showed| him| the| sw",-6.5024285|-0.28556192|-12.944162|-3.3746543|-3.0132864|-3.8014739|-0.94284767|-4.777566|-0.21838623|-0.67143726|-5.1248803|-1.4944857|-3.4613938|-1.378032|-0.97634476|-2.377576|-4.034116|-0.588895|-0.16181022|-1.1305782|-2.2806573|-0.70936894|-1.911643|-0.023748817|-2.789583|-5.7685595|-1.4941746|-1.7653321|-6.3325615
10_hat_negation_affirmative_ref,negation_affirmative,1,2,GPT-3,Chris didn't knit a bag but he knitted a hat. The,Chris didn't knit a bag but he knitted a hat. The pattern is from Ravelry and it's called Dashing Hat.,Chris| didn|'t| knit| a| bag| but| he| kn|itted| a| hat|.| The| pattern| is| from| Ra|vel|ry| and| it|'s| called| D|ashing| Hat|.| It|'s,-6.5024285|-0.285561|-12.944163|-3.3746536|-8.25469|-4.2508163|-1.1821536|-4.6048493|-0.20935173|-0.63802737|-1.8921745|-1.2726909|-3.579986|-1.5294033|-0.72006965|-1.7380068|-3.214357|-0.0026019858|-0.003326245|-1.1399857|-1.3444592|-0.4891635|-0.57756937|-5.7769794|-2.0216815|-1.6125675|-0.72316396|-1.5254092|-0.6483459
10_hat_negation_affirmative_ref,negation_affirmative,2,2,GPT-3,Chris didn't knit a bag but he knitted a hat. The,Chris didn't knit a bag but he knitted a hat. The hat is a lot like the one I knitted but his is a bit more polished looking.,"Chris| didn|'t| knit| a| bag| but| he| kn|itted| a| hat|.| The| hat| is| a| lot| like| the| one| I| kn|itted| but| his| is| a| bit| more| polished| looking|.|
|
|I| love| the",-6.5024285|-0.285561|-12.944163|-3.3746536|-8.25469|-4.2508163|-1.1821536|-4.6048493|-0.20935173|-0.63802737|-1.8921745|-1.2726909|-3.579986|-1.7596203|-1.2846141|-2.2927144|-3.8488543|-1.7729317|-0.870843|-1.7602125|-1.6103058|-1.883125|-0.0011197745|-1.9900941|-2.2325413|-0.7493657|-1.4860332|-1.6493845|-2.0334263|-5.877874|-2.1637065|-0.44599366|-2.227174|-0.031235263|-2.017441|-2.9420614|-1.099037
10_hat_know_doubt_ref,know_doubt,1,1,GPT-3,I know that Chris knitted a hat but I doubt that he knitted a bag. The,I know that Chris knitted a hat but I doubt that he knitted a bag. The only other thing I know is that he got the yarn from the Red Cross.,I| know| that| Chris| kn|itted| a| hat| but| I| doubt| that| he| kn|itted| a| bag|.| The| only| other| thing| I| know| is| that| he| got| the| yarn| from| the| Red| Cross|.,-4.2622356|-2.3883991|-8.978916|-12.3953905|-1.5340196|-2.0112534|-3.2016745|-4.891669|-0.65709|-6.7424564|-1.4559501|-1.0306128|-2.8881886|-0.016724216|-1.31332|-6.186262|-1.0646341|-4.086647|-3.2604914|-2.7612813|-2.8310645|-0.8866974|-1.7279029|-0.8247967|-0.081812|-1.6939869|-4.4569354|-2.0304558|-1.8415339|-0.776609|-2.2905812|-5.169942|-0.604033|-1.0148401
10_hat_know_doubt_ref,know_doubt,2,1,GPT-3,I know that Chris knitted a hat but I doubt that he knitted a bag. The,I know that Chris knitted a hat but I doubt that he knitted a bag. The bag looks more like Cherie's work.,"I| know| that| Chris| kn|itted| a| hat| but| I| doubt| that| he| kn|itted| a| bag|.| The| bag| looks| more| like| Cher|ie|'s| work|.|

|
|
|I| wonder| if| Chris",-4.2622356|-2.3883991|-8.978916|-12.3953905|-1.5340196|-2.0112534|-3.2016745|-4.891669|-0.65709|-6.7424564|-1.4559501|-1.0306128|-2.8881886|-0.016724216|-1.31332|-6.186262|-1.0646341|-4.086647|-2.260129|-2.7458506|-1.9346104|-0.18685947|-10.470071|-1.5719678|-0.684333|-0.65867174|-0.81625265|-2.2900589|-0.20393072|-0.06740025|-1.7516445|-3.9393592|-0.7207311|-1.8743145
10_hat_know_doubt_ref,know_doubt,1,2,GPT-3,I know that Chris knitted a bag but I doubt that he knitted a hat. The,I know that Chris knitted a bag but I doubt that he knitted a hat. The hat would be a good start.,I| know| that| Chris| kn|itted| a| bag| but| I| doubt| that| he| kn|itted| a| hat|.| The| hat| would| be| a| good| start|.| I,-4.2620106|-2.3907528|-8.979431|-12.424129|-1.5427616|-2.0070565|-6.8149357|-5.0542536|-0.7363122|-6.9940133|-1.4457934|-1.2213461|-3.3942232|-0.024200961|-1.4783584|-3.0776508|-1.0784732|-4.235174|-2.5723324|-3.1395242|-1.2420433|-1.7889593|-2.3327177|-4.3029447|-1.8052114|-1.9796154
10_hat_know_doubt_ref,know_doubt,2,2,GPT-3,I know that Chris knitted a bag but I doubt that he knitted a hat. The,I know that Chris knitted a bag but I doubt that he knitted a hat. The bag looks more like Cherie's work than his.,"I| know| that| Chris| kn|itted| a| bag| but| I| doubt| that| he| kn|itted| a| hat|.| The| bag| looks| more| like| Cher|ie|'s| work| than| his|.|
|
|I| like| this",-4.2620106|-2.3907528|-8.979431|-12.424129|-1.5427616|-2.0070565|-6.8149357|-5.0542536|-0.7363122|-6.9940133|-1.4457934|-1.2213461|-3.3942232|-0.024200961|-1.4783584|-3.0776508|-1.0784732|-4.235174|-3.4550495|-3.51851|-2.5460384|-0.37056682|-11.570583|-1.6953173|-0.70054376|-0.80893856|-1.5972521|-1.4505376|-0.6951037|-1.7845644|-0.0030456851|-2.0367835|-4.0235324|-2.569254
10_hat_doubt_know_ref,doubt_know,1,1,GPT-3,I doubt that Chris knitted a hat but I know that he knitted a bag. The,I doubt that Chris knitted a hat but I know that he knitted a bag. The bag was made from green and purple yarn.,I| doubt| that| Chris| kn|itted| a| hat| but| I| know| that| he| kn|itted| a| bag|.| The| bag| was| made| from| green| and| purple| yarn|.| It| was| made| for| me|.| It,-8.071901|-1.9198834|-9.0708885|-12.333597|-2.042989|-3.2136817|-3.7565057|-5.0702906|-1.4800057|-3.114001|-1.2380829|-1.1261033|-3.903761|-0.21009375|-0.9400543|-6.019553|-1.7558367|-3.3074653|-1.340184|-0.9407845|-2.098122|-1.3324226|-5.124183|-1.7715619|-2.760063|-1.1334955|-1.0579839|-1.5790656|-0.76040435|-2.310774|-1.2952819|-1.9655397|-0.74464846|-1.9030074
10_hat_doubt_know_ref,doubt_know,2,1,GPT-3,I doubt that Chris knitted a hat but I know that he knitted a bag. The,"I doubt that Chris knitted a hat but I know that he knitted a bag. The bag is for his wife, Sarah.","I| doubt| that| Chris| kn|itted| a| hat| but| I| know| that| he| kn|itted| a| bag|.| The| bag| is| for| his| wife|,| Sarah|.",-8.071901|-1.9198834|-9.0708885|-12.333597|-2.042989|-3.2136817|-3.7565057|-5.0702906|-1.4800057|-3.114001|-1.2380829|-1.1261033|-3.903761|-0.21009375|-0.9400543|-6.019553|-1.7558367|-3.3074653|-1.340184|-1.3435707|-3.1769822|-2.0179036|-2.6523957|-1.6122617|-4.7274957|-0.71671593
10_hat_doubt_know_ref,doubt_know,1,2,GPT-3,I doubt that Chris knitted a bag but I know that he knitted a hat. The,I doubt that Chris knitted a bag but I know that he knitted a hat. The hat was made for his Mum.,I| doubt| that| Chris| kn|itted| a| bag| but| I| know| that| he| kn|itted| a| hat|.| The| hat| was| made| for| his| Mum|.| He,-8.07151|-1.9197724|-9.077609|-12.387375|-2.065609|-3.2129135|-7.386031|-5.1261444|-1.5928804|-3.1310394|-1.2421685|-1.092878|-3.940859|-0.24187581|-0.9558049|-2.0512574|-1.5068047|-3.6604538|-2.1213312|-0.9411935|-2.5305986|-1.7351568|-1.3959768|-4.9225993|-1.3372816|-2.600233
10_hat_doubt_know_ref,doubt_know,2,2,GPT-3,I doubt that Chris knitted a bag but I know that he knitted a hat. The,I doubt that Chris knitted a bag but I know that he knitted a hat. The bag looks like a round hat in this photo.,I| doubt| that| Chris| kn|itted| a| bag| but| I| know| that| he| kn|itted| a| hat|.| The| bag| looks| like| a| round| hat| in| this| photo|.| Note| the| hole| for| the| top,-8.07151|-1.9197724|-9.077609|-12.387375|-2.065609|-3.2129135|-7.386031|-5.1261444|-1.5928804|-3.1310394|-1.2421685|-1.092878|-3.940859|-0.24187581|-0.9558049|-2.0512574|-1.5068047|-3.6604538|-3.3313494|-3.98415|-1.0794058|-1.3005283|-6.119369|-1.9408803|-3.930528|-3.5941803|-1.2657326|-0.5125002|-6.6309032|-0.8722308|-5.049594|-1.7778877|-0.3655157|-4.133796
10_hat_affirmative_modal_ref,affirmative_modal,1,1,GPT-3,Chris knitted a hat but he wanted to knit a bag. The,Chris knitted a hat but he wanted to knit a bag. The problem is that he has no idea how to knit a bag.,Chris| kn|itted| a| hat| but| he| wanted| to| knit| a| bag|.| The| problem| is| that| he| has| no| idea| how| to| knit| a| bag|.| The| bag| he,-11.727725|-3.9089127|-6.1778665|-9.38431|-6.4516225|-2.431561|-4.916499|-0.7617219|-2.0613513|-0.6572908|-5.976732|-0.82407576|-3.2916963|-3.4435833|-1.4137433|-0.67520857|-1.2451856|-2.657303|-1.5601519|-1.308124|-0.49106145|-0.12289001|-1.0704482|-0.34534127|-0.11469421|-0.42407325|-3.469064|-2.9158242|-1.8759944
10_hat_affirmative_modal_ref,affirmative_modal,2,1,GPT-3,Chris knitted a hat but he wanted to knit a bag. The,Chris knitted a hat but he wanted to knit a bag. The knitting pattern was a bit different from the original and it was challenging for him.,Chris| kn|itted| a| hat| but| he| wanted| to| knit| a| bag|.| The| knitting| pattern| was| a| bit| different| from| the| original| and| it| was| challenging| for| him|.,-11.727725|-3.9089127|-6.1778665|-9.38431|-6.4516225|-2.431561|-4.916499|-0.7617219|-2.0613513|-0.6572908|-5.976732|-0.82407576|-3.2916963|-4.482882|-1.6847863|-1.9856894|-2.85939|-2.5959196|-2.8679142|-1.3728398|-0.68288547|-3.2546325|-3.124265|-2.0584428|-1.3398963|-4.380338|-1.7943463|-0.55136955|-0.7919551
10_hat_affirmative_modal_ref,affirmative_modal,1,2,GPT-3,Chris knitted a bag but he wanted to knit a hat. The,Chris knitted a bag but he wanted to knit a hat. The problem is that he has no idea how to knit a hat.,Chris| kn|itted| a| bag| but| he| wanted| to| knit| a| hat|.| The| problem| is| that| he| has| no| idea| how| to| knit| a| hat|.| The| only| kind,-11.727725|-3.9089143|-6.177863|-9.629394|-6.7555027|-2.5150545|-4.75315|-0.6700708|-2.7201927|-0.7868233|-1.6815145|-0.784878|-3.3858912|-3.3281584|-1.3769532|-0.57440627|-1.2032905|-2.554299|-1.8599986|-1.3976312|-0.4491979|-0.14753538|-1.0223227|-0.2834157|-0.02458952|-0.38004267|-3.5179386|-2.2418761|-4.506979
10_hat_affirmative_modal_ref,affirmative_modal,2,2,GPT-3,Chris knitted a bag but he wanted to knit a hat. The,Chris knitted a bag but he wanted to knit a hat. The knitting pattern was a simple one and it was not hard for him to follow.,Chris| kn|itted| a| bag| but| he| wanted| to| knit| a| hat|.| The| knitting| pattern| was| a| simple| one| and| it| was| not| hard| for| him| to| follow|.,-11.727725|-3.9089143|-6.177863|-9.629394|-6.7555027|-2.5150545|-4.75315|-0.6700708|-2.7201927|-0.7868233|-1.6815145|-0.784878|-3.3858912|-4.6773043|-1.5665736|-1.7163655|-2.6128395|-2.8530812|-1.3355207|-1.7649881|-2.2327807|-1.1592262|-2.870256|-2.0646033|-1.5643854|-0.30784538|-0.21324779|-2.1151507|-0.760594
10_hat_modal_affirmative_ref,modal_affirmative,1,1,GPT-3,Chris wanted to knit a hat but he knitted a bag. The,Chris wanted to knit a hat but he knitted a bag. The bag is not big enough for a hat but it is big enough for a book.,"Chris| wanted| to| knit| a| hat| but| he| kn|itted| a| bag|.| The| bag| is| not| big| enough| for| a| hat| but| it| is| big| enough| for| a| book|.""|
|
|""|Did| you| ever| hear",-8.33999|-0.30178532|-10.81256|-1.9531655|-2.5584612|-3.623642|-1.9966884|-6.4583282|-0.9402126|-0.7963968|-5.1782646|-1.5961733|-3.7865033|-1.2137501|-1.2022907|-3.3962739|-3.3643358|-0.5808285|-0.9680419|-1.1343204|-0.93986696|-1.5596749|-0.68735176|-0.5403468|-0.48210934|-0.016961833|-0.25555253|-0.73668647|-3.3981836|-4.5346293|-0.8702923|-0.0031044576|-1.3901545|-4.250447|-1.4451296|-3.4646268|-2.2828906
10_hat_modal_affirmative_ref,modal_affirmative,2,1,GPT-3,Chris wanted to knit a hat but he knitted a bag. The,Chris wanted to knit a hat but he knitted a bag. The bag is a little bit too small for his head but he still wears it.,Chris| wanted| to| knit| a| hat| but| he| kn|itted| a| bag|.| The| bag| is| a| little| bit| too| small| for| his| head| but| he| still| wears| it|.,-8.33999|-0.30178532|-10.81256|-1.9531655|-2.5584612|-3.623642|-1.9966884|-6.4583282|-0.9402126|-0.7963968|-5.1782646|-1.5961733|-3.7865033|-1.2137507|-1.2022907|-2.703131|-2.3430727|-1.4655386|-1.7126305|-0.8259688|-0.9532245|-2.4417744|-0.62852764|-1.8250479|-1.2704567|-2.6538675|-1.757109|-0.026068028|-0.81139374
