id,sentence,type,expected,order,tokens,log_probs
8_cake_know_doubt_ref,I know that Michael baked a pie but I doubt that he baked a cake. His pie tasted delicious.,know_doubt,1,2,I|##know|##that|##Michael|##baked|##a|##pie|##but|##I|##doubt|##that|##he|##baked|##a|##cake|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.558175|-9.2194|-9.741203|-8.92252|-9.050887|-9.992809|-14.331757|-4.732754|-9.409523|-8.896433|-8.991977|-9.800562|-9.732334|-13.297526|-6.76839|-10.335676|-11.337374|-10.291342|-11.500952
8_cake_know_doubt_ref,I know that Michael baked a pie but I doubt that he baked a cake. His cake tasted delicious.,know_doubt,0,2,I|##know|##that|##Michael|##baked|##a|##pie|##but|##I|##doubt|##that|##he|##baked|##a|##cake|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.558175|-9.2194|-9.741203|-8.92252|-9.050887|-9.992809|-14.331757|-4.732754|-9.409523|-8.896433|-8.991977|-9.800562|-9.732334|-13.297526|-7.3879957|-10.330183|-11.359513|-10.180504|-11.476505
8_cake_know_doubt_nonref,I know that Michael baked a pie but I doubt that he baked a cake. The cake that he was planning to make required too many ingredients.,know_doubt,1,2,I|##know|##that|##Michael|##baked|##a|##pie|##but|##I|##doubt|##that|##he|##baked|##a|##cake|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.558175|-9.2194|-9.741203|-8.92252|-9.050887|-9.992809|-14.331757|-4.732754|-9.409523|-8.896433|-8.991977|-9.800562|-9.732334|-9.908976|-7.5035677|-7.6053057|-9.91585|-8.953448|-15.20575|-9.92085|-11.718883|-11.305682|-10.217981|-9.580953|-11.650942|-10.503976|-11.569961
8_cake_know_doubt_nonref,I know that Michael baked a pie but I doubt that he baked a cake. The pie that he was planning to make required too many ingredients.,know_doubt,0,2,I|##know|##that|##Michael|##baked|##a|##pie|##but|##I|##doubt|##that|##he|##baked|##a|##cake|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-8.60888|-11.017691|-5.189841|-6.558175|-9.2194|-9.741203|-8.92252|-9.050887|-9.992809|-14.331757|-4.732754|-9.409523|-8.896433|-8.991977|-9.800562|-9.732334|-9.908976|-7.127389|-7.878542|-10.157066|-9.113684|-15.273844|-9.942312|-11.549637|-11.41979|-10.324099|-9.746786|-11.732634|-10.603956|-11.614493
8_cake_doubt_know_ref,I doubt that Michael baked a cake but I know that he baked a pie. His pie tasted delicious.,doubt_know,1,1,I|##doubt|##that|##Michael|##baked|##a|##cake|##but|##I|##know|##that|##he|##baked|##a|##pie|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-10.321097|-8.886724|-9.643409|-12.399475|-6.0288014|-8.918819|-7.69258|-9.302012|-7.8393555|-9.684696|-12.862454|-5.1555505|-11.275864|-12.1291|-10.28727|-11.494272
8_cake_doubt_know_ref,I doubt that Michael baked a cake but I know that he baked a pie. His cake tasted delicious.,doubt_know,0,1,I|##doubt|##that|##Michael|##baked|##a|##cake|##but|##I|##know|##that|##he|##baked|##a|##pie|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-10.321097|-8.886724|-9.643409|-12.399475|-6.0288014|-8.918819|-7.69258|-9.302012|-7.8393555|-9.684696|-12.862454|-7.494342|-11.060446|-11.886707|-10.453378|-11.529688
8_cake_doubt_know_nonref,I doubt that Michael baked a cake but I know that he baked a pie. The cake that he was planning to make required too many ingredients.,doubt_know,1,1,I|##doubt|##that|##Michael|##baked|##a|##cake|##but|##I|##know|##that|##he|##baked|##a|##pie|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-10.321097|-8.886724|-9.643409|-12.399475|-6.0288014|-8.918819|-7.69258|-9.302012|-7.8393555|-9.684696|-9.98501|-7.470928|-7.6259427|-9.692415|-8.844043|-15.247219|-9.520392|-11.936557|-12.088059|-9.947552|-9.659561|-11.849691|-11.039401|-11.604615
8_cake_doubt_know_nonref,I doubt that Michael baked a cake but I know that he baked a pie. The pie that he was planning to make required too many ingredients.,doubt_know,0,1,I|##doubt|##that|##Michael|##baked|##a|##cake|##but|##I|##know|##that|##he|##baked|##a|##pie|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-10.321097|-8.886724|-9.643409|-12.399475|-6.0288014|-8.918819|-7.69258|-9.302012|-7.8393555|-9.684696|-9.98501|-5.9951553|-7.4581738|-9.68333|-8.866018|-15.0966835|-9.661257|-12.009195|-12.002356|-9.996084|-9.807289|-11.9239855|-10.831302|-11.568253
8_cake_doubt_know_ref,I doubt that Michael baked a pie but I know that he baked a cake. His cake tasted delicious.,doubt_know,1,2,I|##doubt|##that|##Michael|##baked|##a|##pie|##but|##I|##know|##that|##he|##baked|##a|##cake|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-9.013308|-8.913429|-9.720493|-12.541824|-6.0578594|-8.91501|-7.229646|-9.440125|-9.601417|-9.644021|-12.780038|-6.8372283|-11.25118|-11.993645|-10.237234|-11.512999
8_cake_doubt_know_ref,I doubt that Michael baked a pie but I know that he baked a cake. His pie tasted delicious.,doubt_know,0,2,I|##doubt|##that|##Michael|##baked|##a|##pie|##but|##I|##know|##that|##he|##baked|##a|##cake|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-9.013308|-8.913429|-9.720493|-12.541824|-6.0578594|-8.91501|-7.229646|-9.440125|-9.601417|-9.644021|-12.780038|-6.6965322|-11.207962|-11.868963|-10.326263|-11.50963
8_cake_doubt_know_nonref,I doubt that Michael baked a pie but I know that he baked a cake. The pie that he was planning to make required too many ingredients.,doubt_know,1,2,I|##doubt|##that|##Michael|##baked|##a|##pie|##but|##I|##know|##that|##he|##baked|##a|##cake|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-9.013308|-8.913429|-9.720493|-12.541824|-6.0578594|-8.91501|-7.229646|-9.440125|-9.601417|-9.644021|-9.872601|-6.84589|-7.775266|-9.911798|-9.01697|-15.138443|-9.730415|-11.997311|-12.075224|-10.059812|-9.870769|-11.869899|-10.8483925|-11.606615
8_cake_doubt_know_nonref,I doubt that Michael baked a pie but I know that he baked a cake. The cake that he was planning to make required too many ingredients.,doubt_know,0,2,I|##doubt|##that|##Michael|##baked|##a|##pie|##but|##I|##know|##that|##he|##baked|##a|##cake|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-8.60888|-11.764902|-4.967761|-6.695396|-8.402569|-9.6893425|-9.013308|-8.913429|-9.720493|-12.541824|-6.0578594|-8.91501|-7.229646|-9.440125|-9.601417|-9.644021|-9.872601|-7.0308294|-7.5047235|-9.419601|-8.523688|-15.013615|-9.465521|-11.980892|-12.010113|-9.912323|-9.502832|-11.84604|-10.789847|-11.561441
8_cake_affirmative_modal_ref,Michael baked a cake but he wanted to bake a pie. His cake tasted delicious.,affirmative_modal,1,1,Michael|##baked|##a|##cake|##but|##he|##wanted|##to|##bake|##a|##pie|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.925675|-9.17947|-9.457209|-13.889014|-8.698107|-11.98674|-8.327988|-8.773737|-10.132572|-13.635175|-8.298793|-10.832905|-12.486785|-10.808617|-11.7502165
8_cake_affirmative_modal_ref,Michael baked a cake but he wanted to bake a pie. His pie tasted delicious.,affirmative_modal,0,1,Michael|##baked|##a|##cake|##but|##he|##wanted|##to|##bake|##a|##pie|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.925675|-9.17947|-9.457209|-13.889014|-8.698107|-11.98674|-8.327988|-8.773737|-10.132572|-13.635175|-6.4890304|-10.837114|-12.372268|-10.250537|-11.628688
8_cake_affirmative_modal_nonref,Michael baked a cake but he wanted to bake a pie. The pie that he was planning to make required too many ingredients.,affirmative_modal,1,1,Michael|##baked|##a|##cake|##but|##he|##wanted|##to|##bake|##a|##pie|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.925675|-9.17947|-9.457209|-13.889014|-8.698107|-11.98674|-8.327988|-8.773737|-10.132572|-10.67991|-7.4017076|-7.840176|-10.220823|-10.331982|-15.450438|-10.720345|-11.530159|-11.764839|-10.031208|-10.093706|-12.14101|-10.919958|-11.659355
8_cake_affirmative_modal_nonref,Michael baked a cake but he wanted to bake a pie. The cake that he was planning to make required too many ingredients.,affirmative_modal,0,1,Michael|##baked|##a|##cake|##but|##he|##wanted|##to|##bake|##a|##pie|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.925675|-9.17947|-9.457209|-13.889014|-8.698107|-11.98674|-8.327988|-8.773737|-10.132572|-10.67991|-8.441755|-8.2137|-9.972355|-10.244923|-15.6151495|-10.538385|-11.765413|-11.683501|-9.91279|-10.048903|-12.036486|-11.106366|-11.748707
8_cake_affirmative_modal_ref,Michael baked a pie but he wanted to bake a cake. His pie tasted delicious.,affirmative_modal,1,2,Michael|##baked|##a|##pie|##but|##he|##wanted|##to|##bake|##a|##cake|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.323663|-9.20136|-9.515602|-13.886792|-8.699334|-11.653589|-8.548745|-9.752656|-10.109797|-13.484179|-7.4696198|-10.893303|-12.156897|-10.626185|-11.692145
8_cake_affirmative_modal_ref,Michael baked a pie but he wanted to bake a cake. His cake tasted delicious.,affirmative_modal,0,2,Michael|##baked|##a|##pie|##but|##he|##wanted|##to|##bake|##a|##cake|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.323663|-9.20136|-9.515602|-13.886792|-8.699334|-11.653589|-8.548745|-9.752656|-10.109797|-13.484179|-7.9377503|-11.001708|-12.159927|-10.255363|-11.645205
8_cake_affirmative_modal_nonref,Michael baked a pie but he wanted to bake a cake. The cake that he was planning to make required too many ingredients.,affirmative_modal,1,2,Michael|##baked|##a|##pie|##but|##he|##wanted|##to|##bake|##a|##cake|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.323663|-9.20136|-9.515602|-13.886792|-8.699334|-11.653589|-8.548745|-9.752656|-10.109797|-10.594764|-8.145389|-7.8725963|-9.935743|-10.049274|-15.489246|-10.595909|-11.728172|-11.715838|-10.028664|-9.8446865|-11.854241|-10.942565|-11.658569
8_cake_affirmative_modal_nonref,Michael baked a pie but he wanted to bake a cake. The pie that he was planning to make required too many ingredients.,affirmative_modal,0,2,Michael|##baked|##a|##pie|##but|##he|##wanted|##to|##bake|##a|##cake|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-7.03569|-9.364812|-8.323663|-9.20136|-9.515602|-13.886792|-8.699334|-11.653589|-8.548745|-9.752656|-10.109797|-10.594764|-8.178141|-8.31473|-10.022034|-10.27569|-15.662602|-10.763196|-11.804598|-11.716621|-10.156095|-10.281584|-11.943302|-11.026293|-11.741941
8_cake_modal_affirmative_ref,Michael wanted to bake a cake but he baked a pie. His pie tasted delicious.,modal_affirmative,1,1,Michael|##wanted|##to|##bake|##a|##cake|##but|##he|##baked|##a|##pie|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.335236|-8.877186|-10.030603|-9.780605|-8.580513|-8.9539995|-9.716934|-13.65819|-5.888392|-10.996815|-12.860835|-10.131459|-11.6549225
8_cake_modal_affirmative_ref,Michael wanted to bake a cake but he baked a pie. His cake tasted delicious.,modal_affirmative,0,1,Michael|##wanted|##to|##bake|##a|##cake|##but|##he|##baked|##a|##pie|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.335236|-8.877186|-10.030603|-9.780605|-8.580513|-8.9539995|-9.716934|-13.65819|-7.793655|-11.000454|-12.881796|-10.4787245|-11.717355
8_cake_modal_affirmative_nonref,Michael wanted to bake a cake but he baked a pie. The cake that he was planning to make required too many ingredients.,modal_affirmative,1,1,Michael|##wanted|##to|##bake|##a|##cake|##but|##he|##baked|##a|##pie|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.335236|-8.877186|-10.030603|-9.780605|-8.580513|-8.9539995|-9.716934|-10.712647|-7.5396|-8.00574|-9.839654|-9.780621|-15.621402|-10.263679|-12.010509|-11.908539|-10.037954|-10.212267|-12.104068|-11.208509|-11.739286
8_cake_modal_affirmative_nonref,Michael wanted to bake a cake but he baked a pie. The pie that he was planning to make required too many ingredients.,modal_affirmative,0,1,Michael|##wanted|##to|##bake|##a|##cake|##but|##he|##baked|##a|##pie|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.335236|-8.877186|-10.030603|-9.780605|-8.580513|-8.9539995|-9.716934|-10.712647|-6.870248|-7.869457|-10.133491|-9.688285|-15.709675|-10.494787|-11.7056675|-11.796622|-10.162051|-10.338714|-12.338584|-10.943757|-11.6867285
8_cake_modal_affirmative_ref,Michael wanted to bake a pie but he baked a cake. His cake tasted delicious.,modal_affirmative,1,2,Michael|##wanted|##to|##bake|##a|##pie|##but|##he|##baked|##a|##cake|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.229067|-8.793024|-9.954955|-9.317421|-8.689159|-9.399252|-9.766006|-13.611723|-7.0462656|-10.945827|-12.737473|-10.216534|-11.649665
8_cake_modal_affirmative_ref,Michael wanted to bake a pie but he baked a cake. His pie tasted delicious.,modal_affirmative,0,2,Michael|##wanted|##to|##bake|##a|##pie|##but|##he|##baked|##a|##cake|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.229067|-8.793024|-9.954955|-9.317421|-8.689159|-9.399252|-9.766006|-13.611723|-7.9974575|-10.839167|-12.6406145|-10.306837|-11.628624
8_cake_modal_affirmative_nonref,Michael wanted to bake a pie but he baked a cake. The pie that he was planning to make required too many ingredients.,modal_affirmative,1,2,Michael|##wanted|##to|##bake|##a|##pie|##but|##he|##baked|##a|##cake|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.229067|-8.793024|-9.954955|-9.317421|-8.689159|-9.399252|-9.766006|-10.8793|-8.533769|-8.235882|-10.013697|-9.779661|-15.416807|-10.686677|-12.016737|-11.810851|-10.235615|-10.316307|-12.0867405|-10.987421|-11.708218
8_cake_modal_affirmative_nonref,Michael wanted to bake a pie but he baked a cake. The cake that he was planning to make required too many ingredients.,modal_affirmative,0,2,Michael|##wanted|##to|##bake|##a|##pie|##but|##he|##baked|##a|##cake|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-9.562935|-8.602144|-9.795744|-9.772828|-9.229067|-8.793024|-9.954955|-9.317421|-8.689159|-9.399252|-9.766006|-10.8793|-7.044717|-7.855974|-9.828455|-9.272897|-15.612264|-10.222769|-11.816836|-11.772254|-10.141754|-10.033017|-12.121376|-10.935047|-11.669337
8_cake_managed_failed_ref,Michael managed to bake a cake but failed to bake a pie. His cake tasted delicious.,managed_failed,1,1,Michael|##managed|##to|##bake|##a|##cake|##but|##failed|##to|##bake|##a|##pie|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-8.531028|-9.043699|-11.815784|-8.502508|-11.651161|-9.004812|-9.135392|-10.094049|-13.411692|-7.67759|-10.89393|-12.2711315|-10.683357|-11.675273
8_cake_managed_failed_ref,Michael managed to bake a cake but failed to bake a pie. His pie tasted delicious.,managed_failed,0,1,Michael|##managed|##to|##bake|##a|##cake|##but|##failed|##to|##bake|##a|##pie|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-8.531028|-9.043699|-11.815784|-8.502508|-11.651161|-9.004812|-9.135392|-10.094049|-13.411692|-6.1771507|-10.717773|-12.292208|-10.210504|-11.579582
8_cake_managed_failed_nonref,Michael managed to bake a cake but failed to bake a pie. The pie that he was planning to make required too many ingredients.,managed_failed,1,1,Michael|##managed|##to|##bake|##a|##cake|##but|##failed|##to|##bake|##a|##pie|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-8.531028|-9.043699|-11.815784|-8.502508|-11.651161|-9.004812|-9.135392|-10.094049|-10.406079|-6.9267983|-8.248111|-10.156462|-9.744519|-15.563535|-10.420322|-12.068997|-11.404933|-10.352087|-10.206301|-12.15905|-10.544015|-11.704212
8_cake_managed_failed_nonref,Michael managed to bake a cake but failed to bake a pie. The cake that he was planning to make required too many ingredients.,managed_failed,0,1,Michael|##managed|##to|##bake|##a|##cake|##but|##failed|##to|##bake|##a|##pie|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-8.531028|-9.043699|-11.815784|-8.502508|-11.651161|-9.004812|-9.135392|-10.094049|-10.406079|-7.7182593|-8.586725|-10.109394|-9.669336|-15.728676|-9.937233|-12.086502|-11.47107|-10.256563|-10.091822|-11.978474|-10.742996|-11.778187
8_cake_managed_failed_ref,Michael managed to bake a pie but failed to bake a cake. His pie tasted delicious.,managed_failed,1,2,Michael|##managed|##to|##bake|##a|##pie|##but|##failed|##to|##bake|##a|##cake|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-7.7629447|-9.087176|-11.691992|-8.537015|-11.291607|-9.344798|-10.64411|-10.155585|-13.254932|-7.979094|-10.797067|-12.13888|-10.5444565|-11.631222
8_cake_managed_failed_ref,Michael managed to bake a pie but failed to bake a cake. His cake tasted delicious.,managed_failed,0,2,Michael|##managed|##to|##bake|##a|##pie|##but|##failed|##to|##bake|##a|##cake|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-7.7629447|-9.087176|-11.691992|-8.537015|-11.291607|-9.344798|-10.64411|-10.155585|-13.254932|-7.499213|-10.9969845|-12.128841|-10.321803|-11.595736
8_cake_managed_failed_nonref,Michael managed to bake a pie but failed to bake a cake. The cake that he was planning to make required too many ingredients.,managed_failed,1,2,Michael|##managed|##to|##bake|##a|##pie|##but|##failed|##to|##bake|##a|##cake|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-7.7629447|-9.087176|-11.691992|-8.537015|-11.291607|-9.344798|-10.64411|-10.155585|-10.338896|-7.543812|-8.4201355|-10.088629|-9.689915|-15.626662|-10.102663|-12.224587|-11.515159|-10.336699|-10.024709|-11.906342|-10.64761|-11.705778
8_cake_managed_failed_nonref,Michael managed to bake a pie but failed to bake a cake. The pie that he was planning to make required too many ingredients.,managed_failed,0,2,Michael|##managed|##to|##bake|##a|##pie|##but|##failed|##to|##bake|##a|##cake|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-11.774531|-8.528196|-10.723278|-9.317374|-7.7629447|-9.087176|-11.691992|-8.537015|-11.291607|-9.344798|-10.64411|-10.155585|-10.338896|-8.494447|-8.6883135|-10.299927|-9.719771|-15.606928|-10.148585|-12.072738|-11.51346|-10.451224|-10.2492075|-11.931257|-10.642023|-11.768812
8_cake_failed_managed_ref,Michael failed to bake a cake but managed to bake a pie. His pie tasted delicious.,failed_managed,1,1,Michael|##failed|##to|##bake|##a|##cake|##but|##managed|##to|##bake|##a|##pie|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-9.168965|-9.024328|-12.228715|-8.189226|-10.6375065|-9.048956|-7.570078|-10.070045|-13.36363|-5.7505226|-11.256958|-12.56794|-10.329945|-11.682401
8_cake_failed_managed_ref,Michael failed to bake a cake but managed to bake a pie. His cake tasted delicious.,failed_managed,0,1,Michael|##failed|##to|##bake|##a|##cake|##but|##managed|##to|##bake|##a|##pie|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-9.168965|-9.024328|-12.228715|-8.189226|-10.6375065|-9.048956|-7.570078|-10.070045|-13.36363|-8.148024|-11.192687|-12.497614|-10.523847|-11.728373
8_cake_failed_managed_nonref,Michael failed to bake a cake but managed to bake a pie. The cake that he was planning to make required too many ingredients.,failed_managed,1,1,Michael|##failed|##to|##bake|##a|##cake|##but|##managed|##to|##bake|##a|##pie|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-9.168965|-9.024328|-12.228715|-8.189226|-10.6375065|-9.048956|-7.570078|-10.070045|-10.26763|-8.235279|-8.308842|-9.809973|-9.343076|-15.694596|-10.032343|-12.060717|-11.592491|-10.044979|-9.85631|-12.03034|-11.030856|-11.7745
8_cake_failed_managed_nonref,Michael failed to bake a cake but managed to bake a pie. The pie that he was planning to make required too many ingredients.,failed_managed,0,1,Michael|##failed|##to|##bake|##a|##cake|##but|##managed|##to|##bake|##a|##pie|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-9.168965|-9.024328|-12.228715|-8.189226|-10.6375065|-9.048956|-7.570078|-10.070045|-10.26763|-7.2610273|-8.064819|-10.036959|-9.428519|-15.629613|-9.832157|-11.886798|-11.478848|-10.1268835|-9.930311|-12.14705|-10.776552|-11.725149
8_cake_failed_managed_ref,Michael failed to bake a pie but managed to bake a cake. His cake tasted delicious.,failed_managed,1,2,Michael|##failed|##to|##bake|##a|##pie|##but|##managed|##to|##bake|##a|##cake|.|##His|##cake|##tasted|##delicious|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-8.126584|-8.861783|-11.90638|-8.220764|-10.566533|-9.107692|-8.805073|-10.12414|-13.445401|-7.556395|-11.321679|-12.483506|-10.380207|-11.718245
8_cake_failed_managed_ref,Michael failed to bake a pie but managed to bake a cake. His pie tasted delicious.,failed_managed,0,2,Michael|##failed|##to|##bake|##a|##pie|##but|##managed|##to|##bake|##a|##cake|.|##His|##pie|##tasted|##delicious|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-8.126584|-8.861783|-11.90638|-8.220764|-10.566533|-9.107692|-8.805073|-10.12414|-13.445401|-7.4886208|-11.106369|-12.3604355|-10.474832|-11.716244
8_cake_failed_managed_nonref,Michael failed to bake a pie but managed to bake a cake. The pie that he was planning to make required too many ingredients.,failed_managed,1,2,Michael|##failed|##to|##bake|##a|##pie|##but|##managed|##to|##bake|##a|##cake|.|##The|##pie|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-8.126584|-8.861783|-11.90638|-8.220764|-10.566533|-9.107692|-8.805073|-10.12414|-10.4295225|-8.506092|-8.406016|-10.054139|-9.465005|-15.705133|-10.2854|-11.9008465|-11.578331|-10.223262|-10.106151|-12.003697|-10.857628|-11.7980175
8_cake_failed_managed_nonref,Michael failed to bake a pie but managed to bake a cake. The cake that he was planning to make required too many ingredients.,failed_managed,0,2,Michael|##failed|##to|##bake|##a|##pie|##but|##managed|##to|##bake|##a|##cake|.|##The|##cake|##that|##he|##was|##planning|##to|##make|##required|##too|##many|##ingredients|.|<|endoftext|>,-11.867975|-8.726231|-9.602385|-10.396534|-9.422199|-8.126584|-8.861783|-11.90638|-8.220764|-10.566533|-9.107692|-8.805073|-10.12414|-10.4295225|-8.128204|-8.142267|-9.890287|-9.24267|-15.557132|-9.566985|-11.849007|-11.579132|-9.998035|-9.691483|-11.942633|-10.808596|-11.733694
9_letter_affirmative_negation_ref,Carolyn wrote a letter to her parents but she didn't write them a card. Her letter was delivered two days after she sent it.,affirmative_negation,1,1,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##but|##she|##didn|'t|##write|##them|##a|##card|.|##Her|##letter|##was|##delivered|##two|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.2591357|-13.146152|-12.623854|-9.4069|-9.500451|-9.275323|-8.831947|-10.47597|-10.061189|-9.562471|-16.357607|-12.7924595|-12.726983|-9.85699|-9.742523|-12.164669|-10.398514|-13.789745|-8.748423|-8.68919|-10.444794|-10.602575|-11.158774|-9.383018|-10.306716|-10.755459|-9.67547|-10.561689|-11.656751
9_letter_affirmative_negation_ref,Carolyn wrote a letter to her parents but she didn't write them a card. Her card was delivered two days after she sent it.,affirmative_negation,0,1,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##but|##she|##didn|'t|##write|##them|##a|##card|.|##Her|##card|##was|##delivered|##two|##days|##after|##she|##sent|##it|.|<|endoftext|>,-7.2591357|-13.146152|-12.623854|-9.4069|-9.500451|-9.275323|-8.831947|-10.47597|-10.061189|-9.562471|-16.357607|-12.7924595|-12.726983|-9.85699|-9.742523|-12.164669|-10.398514|-13.789745|-9.031426|-8.884876|-10.408785|-11.003295|-11.465509|-9.338481|-10.591214|-11.046802|-9.666289|-10.504345|-11.639423
9_letter_affirmative_negation_nonref,Carolyn wrote a letter to her parents but she didn't write them a card. The card would have arrived too late.,affirmative_negation,1,1,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##but|##she|##didn|'t|##write|##them|##a|##card|.|##The|##card|##would|##have|##arrived|##too|##late|.|<|endoftext|>,-7.2591357|-13.146152|-12.623854|-9.4069|-9.500451|-9.275323|-8.831947|-10.47597|-10.061189|-9.562471|-16.357607|-12.7924595|-12.726983|-9.85699|-9.742523|-12.164669|-10.398514|-10.923283|-7.6895623|-9.653078|-9.54139|-11.969877|-11.771662|-12.1075|-10.596901|-11.626063
