id,type,sample,order,model,prompt,generation
8_cake_failed_managed_ref,failed_managed,2,2,gpt2-xl,Michael failed to bake a pie but managed to bake a cake. The,"Michael failed to bake a pie but managed to bake a cake. The boy then became a ""hunk"" in the eyes of the teacher and the teacher's friend, who also happened to be the principal."
9_letter_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Carolyn wrote a letter to her parents but she didn't write them a card. The,"Carolyn wrote a letter to her parents but she didn't write them a card. The note said, ""Sorry I'm so very, very sorry, Mom and Dad but I haven't left the house that night or the next morning as I wanted."
9_letter_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Carolyn wrote a letter to her parents but she didn't write them a card. The,"Carolyn wrote a letter to her parents but she didn't write them a card. The story of the day was the two girls were playing the game of tag and they made a mistake to run out and get lost, so they were stuck in the forest."
9_letter_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Carolyn wrote a card to her parents but she didn't write them a letter. The,"Carolyn wrote a card to her parents but she didn't write them a letter. The card read, ""Dear Mother, Dad, and Family, I am so excited to go to school."
9_letter_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Carolyn wrote a card to her parents but she didn't write them a letter. The,Carolyn wrote a card to her parents but she didn't write them a letter. The letter was sent from the hospital.
9_letter_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Carolyn didn't write a letter to her parents but she wrote them a card. The,Carolyn didn't write a letter to her parents but she wrote them a card. The letter is attached here with her permission.
9_letter_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Carolyn didn't write a letter to her parents but she wrote them a card. The,"Carolyn didn't write a letter to her parents but she wrote them a card. The family thought she'd lost her mind, and for five days she wouldn't answer the phone or return calls."
9_letter_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Carolyn didn't write a card to her parents but she wrote them a letter. The,"Carolyn didn't write a card to her parents but she wrote them a letter. The very last words of that letter are the first four words on the back, and I never look at it again."
9_letter_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Carolyn didn't write a card to her parents but she wrote them a letter. The,Carolyn didn't write a card to her parents but she wrote them a letter. The letter was meant to explain why she was so worried about them coming to New Orleans.
9_letter_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The letter was written on a small notepad and she had been writing it without turning it in.
9_letter_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The letter I have is from the parents who did not tell me at the time that they were coming back to see me.
9_letter_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The letter from my father said a lot.
9_letter_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The fact that you can't write to me says a lot about you that you couldn't even reach out to them.
9_letter_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The date was on the back.
9_letter_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The letter in the card is really long.
9_letter_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The letter was dated 6/29/06.
9_letter_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The only way that this letter can be released for legal or other reason is if we are able to find some type of evidence of someone who is a close family friend of her parents.
9_letter_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Carolyn wrote a letter to her parents but she wanted to write them a card. The,Carolyn wrote a letter to her parents but she wanted to write them a card. The phone rang and it was her dad calling her.
9_letter_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Carolyn wrote a letter to her parents but she wanted to write them a card. The,"Carolyn wrote a letter to her parents but she wanted to write them a card. The next day, my mother told her she could start kindergarten first."
9_letter_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Carolyn wrote a card to her parents but she wanted to write them a letter. The,"Carolyn wrote a card to her parents but she wanted to write them a letter. The girls were both going back to school soon, so she took that opportunity to have a look at her dad's collection and get it out of his apartment and to her mom's."
9_letter_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Carolyn wrote a card to her parents but she wanted to write them a letter. The,"Carolyn wrote a card to her parents but she wanted to write them a letter. The post was removed, but it was picked up by the blogosphere."
9_letter_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Carolyn wanted to write a letter to her parents but she wrote them a card. The,Carolyn wanted to write a letter to her parents but she wrote them a card. The letter was for the next day.
9_letter_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Carolyn wanted to write a letter to her parents but she wrote them a card. The,"Carolyn wanted to write a letter to her parents but she wrote them a card. The card that Carolyn sent had the message, ""."
9_letter_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Carolyn wanted to write a card to her parents but she wrote them a letter. The,Carolyn wanted to write a card to her parents but she wrote them a letter. The letter was read to her by the bus conductor.
9_letter_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Carolyn wanted to write a card to her parents but she wrote them a letter. The,"Carolyn wanted to write a card to her parents but she wrote them a letter. The following is an excerpt:

Dear Mum and Dad,

Today is the day! Today you're going to get to hear the news I've been hearing for weeks."
9_letter_managed_failed_ref,managed_failed,1,1,gpt2-xl,Carolyn managed to write a letter to her parents but failed to write them a card. The,"Carolyn managed to write a letter to her parents but failed to write them a card. The second time she didn't have a home to live in, but was too weak to go home on her own."
9_letter_managed_failed_ref,managed_failed,2,1,gpt2-xl,Carolyn managed to write a letter to her parents but failed to write them a card. The,Carolyn managed to write a letter to her parents but failed to write them a card. The family asked her to write a card to them personally but she could not do so.
9_letter_managed_failed_ref,managed_failed,1,2,gpt2-xl,Carolyn managed to write a card to her parents but failed to write them a letter. The,Carolyn managed to write a card to her parents but failed to write them a letter. The letter she did write said they weren't allowed to see her anymore.
9_letter_managed_failed_ref,managed_failed,2,2,gpt2-xl,Carolyn managed to write a card to her parents but failed to write them a letter. The,"Carolyn managed to write a card to her parents but failed to write them a letter. The first letter sent to her parents was addressed simply to ""Mr."
9_letter_failed_managed_ref,failed_managed,1,1,gpt2-xl,Carolyn failed to write a letter to her parents but managed to write them a card. The,Carolyn failed to write a letter to her parents but managed to write them a card. The letter was full of her love and love for both of her parents.
9_letter_failed_managed_ref,failed_managed,2,1,gpt2-xl,Carolyn failed to write a letter to her parents but managed to write them a card. The,"Carolyn failed to write a letter to her parents but managed to write them a card. The card says ""You will not regret this for a second, and can count on my undying love""."
9_letter_failed_managed_ref,failed_managed,1,2,gpt2-xl,Carolyn failed to write a card to her parents but managed to write them a letter. The,"Carolyn failed to write a card to her parents but managed to write them a letter. The letter was a letter of condolence, addressed to her mother, who had a stroke and was going into a hospital for observation."
9_letter_failed_managed_ref,failed_managed,2,2,gpt2-xl,Carolyn failed to write a card to her parents but managed to write them a letter. The,"Carolyn failed to write a card to her parents but managed to write them a letter. The letter began with ""Dear Mrs."
10_hat_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Chris knitted a hat but he didn't knit a bag. The,"Chris knitted a hat but he didn't knit a bag. The hat was a gift from one of his favorite children, Benji, and the hat was wrapped in a red paper with a design of a skull."
10_hat_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Chris knitted a hat but he didn't knit a bag. The,"Chris knitted a hat but he didn't knit a bag. The name of his friend, Jim, came from an ice-cream vendor."
10_hat_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Chris knitted a bag but he didn't knit a hat. The,Chris knitted a bag but he didn't knit a hat. The other day he had been so tired he almost fell asleep in the kitchen.
10_hat_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Chris knitted a bag but he didn't knit a hat. The,"Chris knitted a bag but he didn't knit a hat. The next day, I wanted a hat to wear, so I knitted one."
10_hat_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Chris didn't knit a hat but he knitted a bag. The,"Chris didn't knit a hat but he knitted a bag. The bag is big enough to hold a couple of hats when my boys are out skiing, or for a little extra warmth while we are at the store."
10_hat_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Chris didn't knit a hat but he knitted a bag. The,Chris didn't knit a hat but he knitted a bag. The hat's design is a little more complicated than other things because it was designed to be a long-sleeved pullover with a hat band running through it.
10_hat_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Chris didn't knit a bag but he knitted a hat. The,"Chris didn't knit a bag but he knitted a hat. The hat got caught underneath the sofa and went up in my nose, and I thought I was gonna die."
10_hat_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Chris didn't knit a bag but he knitted a hat. The,"Chris didn't knit a bag but he knitted a hat. The hat was made of yarn, and the yarn was knitted from scratch by him."
10_hat_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Chris knitted a hat but I doubt that he knitted a bag. The,I know that Chris knitted a hat but I doubt that he knitted a bag. The point about a hat is that a hat knits a hat whereas a bag knits a bag.
10_hat_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Chris knitted a hat but I doubt that he knitted a bag. The,I know that Chris knitted a hat but I doubt that he knitted a bag. The knitted hat with the blue trim seems to be the most likely design so far.
10_hat_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Chris knitted a bag but I doubt that he knitted a hat. The,"I know that Chris knitted a bag but I doubt that he knitted a hat. The only thing I know about him that he was a musician was that he was very into music when he was in his twenties, which would have begun to fade in the mid twenties, if I am mistaken, and didn't continue into his forties."
10_hat_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Chris knitted a bag but I doubt that he knitted a hat. The,"I know that Chris knitted a bag but I doubt that he knitted a hat. The guy who knitted the bag did something to it, the way it fell apart and the fact that the pattern is so different in shape (the pattern is like a square, so it must have been knitted as a piece of an unfinished square?) I'm not sure I'll be going back."
10_hat_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Chris knitted a hat but I know that he knitted a bag. The,I doubt that Chris knitted a hat but I know that he knitted a bag. The hat is a very good example of the type of design that is possible if the knitter doesn't have a firm grasp on the basic stitch structure.
10_hat_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Chris knitted a hat but I know that he knitted a bag. The,I doubt that Chris knitted a hat but I know that he knitted a bag. The only other thing I knew was the fact that he took our old car from us and never let us drive it again.
10_hat_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Chris knitted a bag but I know that he knitted a hat. The,I doubt that Chris knitted a bag but I know that he knitted a hat. The hat that he had in his knapsack and the hat that he always wore.
10_hat_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Chris knitted a bag but I know that he knitted a hat. The,I doubt that Chris knitted a bag but I know that he knitted a hat. The two are almost a complete opposites.
10_hat_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Chris knitted a hat but he wanted to knit a bag. The,Chris knitted a hat but he wanted to knit a bag. The idea was for someone to throw it into the air and pick it up and knit it.
10_hat_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Chris knitted a hat but he wanted to knit a bag. The,Chris knitted a hat but he wanted to knit a bag. The hat was a failure and the hat-bag was all the rage.
10_hat_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Chris knitted a bag but he wanted to knit a hat. The,Chris knitted a bag but he wanted to knit a hat. The second bag was knitted later – in the spring – because it is a little more complicated.
10_hat_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Chris knitted a bag but he wanted to knit a hat. The,"Chris knitted a bag but he wanted to knit a hat. The problem was that he had knitted one of the top hats in the shop and couldn't buy it, so he looked for another hat."
10_hat_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Chris wanted to knit a hat but he knitted a bag. The,Chris wanted to knit a hat but he knitted a bag. The bag.
10_hat_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Chris wanted to knit a hat but he knitted a bag. The,Chris wanted to knit a hat but he knitted a bag. The bag was a bag that was made from a pattern.
10_hat_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Chris wanted to knit a bag but he knitted a hat. The,"Chris wanted to knit a bag but he knitted a hat. The hat is called a ""hug box"" because it wraps around your head, but the rest of the box is full of knitted things! For those of you who have never knitted before, the hat and the rest of the hat are knitted flat and seamed together."
10_hat_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Chris wanted to knit a bag but he knitted a hat. The,Chris wanted to knit a bag but he knitted a hat. The hat is going on the other side of his bag.
10_hat_managed_failed_ref,managed_failed,1,1,gpt2-xl,Chris managed to knit a hat but failed to knit a bag. The,Chris managed to knit a hat but failed to knit a bag. The bag had a handle on the back to attach it to a handle bar to pull it on and off.
10_hat_managed_failed_ref,managed_failed,2,1,gpt2-xl,Chris managed to knit a hat but failed to knit a bag. The,"Chris managed to knit a hat but failed to knit a bag. The only thing he did at this point was to look at the book, then he did the two most obvious things:

He read the first few pages of the book before he looked at the picture of the book."
10_hat_managed_failed_ref,managed_failed,1,2,gpt2-xl,Chris managed to knit a bag but failed to knit a hat. The,Chris managed to knit a bag but failed to knit a hat. The second test was the most difficult.
10_hat_managed_failed_ref,managed_failed,2,2,gpt2-xl,Chris managed to knit a bag but failed to knit a hat. The,Chris managed to knit a bag but failed to knit a hat. The next time is going to be harder because the needles are not as big.
10_hat_failed_managed_ref,failed_managed,1,1,gpt2-xl,Chris failed to knit a hat but managed to knit a bag. The,"Chris failed to knit a hat but managed to knit a bag. The hat, which was covered by a towel is now on his shoulder as part of his medical needs."
10_hat_failed_managed_ref,failed_managed,2,1,gpt2-xl,Chris failed to knit a hat but managed to knit a bag. The,"Chris failed to knit a hat but managed to knit a bag. The camera is set to a timer and starts at the beginning of the video, at about the 6:07 mark."
10_hat_failed_managed_ref,failed_managed,1,2,gpt2-xl,Chris failed to knit a bag but managed to knit a hat. The,Chris failed to knit a bag but managed to knit a hat. The rest of the time with him was spent on getting comfortable while looking at the mountains and mountains of the valley.
10_hat_failed_managed_ref,failed_managed,2,2,gpt2-xl,Chris failed to knit a bag but managed to knit a hat. The,Chris failed to knit a bag but managed to knit a hat. The hat's owner is still not sure which bag he bought (perhaps it's a gift for this guy or something).
11_cod_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Sarah caught a cod but she didn't catch a bass. The,Sarah caught a cod but she didn't catch a bass. The fisherman said she thought about it and then he told her a few things in case she needed them.
11_cod_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Sarah caught a cod but she didn't catch a bass. The,Sarah caught a cod but she didn't catch a bass. The whole crew spent a while chasing a fish on the surface to no avail.
11_cod_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Sarah caught a bass but she didn't catch a cod. The,Sarah caught a bass but she didn't catch a cod. The rest of the fish stayed in the same spot.
11_cod_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Sarah caught a bass but she didn't catch a cod. The,"Sarah caught a bass but she didn't catch a cod. The captain had to swim back to shore, his crew in tow."
11_cod_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Sarah didn't catch a cod but she caught a bass. The,Sarah didn't catch a cod but she caught a bass. The only time she had been fishing since her father passed away a few years back.
11_cod_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Sarah didn't catch a cod but she caught a bass. The,Sarah didn't catch a cod but she caught a bass. The fish took the bait and came up from under the surface.
11_cod_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Sarah didn't catch a bass but she caught a cod. The,Sarah didn't catch a bass but she caught a cod. The cod she caught was about 10-years-old (that's a long time in the fish community).
11_cod_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Sarah didn't catch a bass but she caught a cod. The,Sarah didn't catch a bass but she caught a cod. The cod had little greenish-yellow eyes and the best part was that it was eating her.
11_cod_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Sarah caught a cod but I doubt that she caught a bass. The,I know that Sarah caught a cod but I doubt that she caught a bass. The cod will likely get away.
11_cod_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Sarah caught a cod but I doubt that she caught a bass. The,I know that Sarah caught a cod but I doubt that she caught a bass. The other is that the only fish I've caught are tilapia.
11_cod_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Sarah caught a bass but I doubt that she caught a cod. The,"I know that Sarah caught a bass but I doubt that she caught a cod. The cod are rare and there is little chance of her catching one, but one thing that many cod hatcheries do not mention with respect to salmon is that the majority of a salmon's spawning season are spent near the ice edge."
11_cod_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Sarah caught a bass but I doubt that she caught a cod. The,I know that Sarah caught a bass but I doubt that she caught a cod. The fish are more likely to go for something else.
11_cod_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Sarah caught a cod but I know that she caught a bass. The,"I doubt that Sarah caught a cod but I know that she caught a bass. The bass was alive – still breathing, and she kept the fish in the cooler all afternoon – until at last it died!

Sarah then went back and hauled over a couple of others so she could see exactly how their guts and legs and gills all worked."
11_cod_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Sarah caught a cod but I know that she caught a bass. The,I doubt that Sarah caught a cod but I know that she caught a bass. The only way I can make this up is if it is like a 'fishing trip.
11_cod_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Sarah caught a bass but I know that she caught a cod. The,I doubt that Sarah caught a bass but I know that she caught a cod. The whole fish story is a big one.
11_cod_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Sarah caught a bass but I know that she caught a cod. The,I doubt that Sarah caught a bass but I know that she caught a cod. The difference was that the fish survived.
11_cod_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Sarah caught a cod but she wanted to catch a bass. The,"Sarah caught a cod but she wanted to catch a bass. The water was crystal clear, and I caught my second and third fish in as many attempts."
11_cod_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Sarah caught a cod but she wanted to catch a bass. The,Sarah caught a cod but she wanted to catch a bass. The bass was too light and was not as strong.
11_cod_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Sarah caught a bass but she wanted to catch a cod. The,Sarah caught a bass but she wanted to catch a cod. The fish never came right but the cod's a good catch.
11_cod_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Sarah caught a bass but she wanted to catch a cod. The,"Sarah caught a bass but she wanted to catch a cod. The cod was so good, I don't know why she didn't try to catch the bass."
11_cod_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Sarah wanted to catch a cod but she caught a bass. The,"Sarah wanted to catch a cod but she caught a bass. The bass, with its fins wrapped together, was only slightly larger than a pencil."
11_cod_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Sarah wanted to catch a cod but she caught a bass. The,Sarah wanted to catch a cod but she caught a bass. The bass was big.
11_cod_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Sarah wanted to catch a bass but she caught a cod. The,"Sarah wanted to catch a bass but she caught a cod. The cod was named Sallie, and she was more than happy with the catch."
11_cod_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Sarah wanted to catch a bass but she caught a cod. The,"Sarah wanted to catch a bass but she caught a cod. The cod was pretty good, and all right, but her fish hooked."
11_cod_managed_failed_ref,managed_failed,1,1,gpt2-xl,Sarah managed to catch a cod but failed to catch a bass. The,Sarah managed to catch a cod but failed to catch a bass. The cod had eaten away at the fish scales around the tail while the bass was having to wrestle for air.
11_cod_managed_failed_ref,managed_failed,2,1,gpt2-xl,Sarah managed to catch a cod but failed to catch a bass. The,Sarah managed to catch a cod but failed to catch a bass. The second cod caught was a great bass.
11_cod_managed_failed_ref,managed_failed,1,2,gpt2-xl,Sarah managed to catch a bass but failed to catch a cod. The,Sarah managed to catch a bass but failed to catch a cod. The night was spent playing games.
11_cod_managed_failed_ref,managed_failed,2,2,gpt2-xl,Sarah managed to catch a bass but failed to catch a cod. The,Sarah managed to catch a bass but failed to catch a cod. The duo set their nets high and let the two fish slip into them.
11_cod_failed_managed_ref,failed_managed,1,1,gpt2-xl,Sarah failed to catch a cod but managed to catch a bass. The,Sarah failed to catch a cod but managed to catch a bass. The parents were out fishing and caught a tuna on a hook.
11_cod_failed_managed_ref,failed_managed,2,1,gpt2-xl,Sarah failed to catch a cod but managed to catch a bass. The,Sarah failed to catch a cod but managed to catch a bass. The bass later died because it had ingested a chemical from the dead fish she was carrying in her stomach.
11_cod_failed_managed_ref,failed_managed,1,2,gpt2-xl,Sarah failed to catch a bass but managed to catch a cod. The,"Sarah failed to catch a bass but managed to catch a cod. The family was given 10,000 pesos, or $120, to take the family fishing."
11_cod_failed_managed_ref,failed_managed,2,2,gpt2-xl,Sarah failed to catch a bass but managed to catch a cod. The,Sarah failed to catch a bass but managed to catch a cod. The fish weathered the storm for her and the two ate it.
12_ticket_affirmative_negation_ref,affirmative_negation,1,1,gpt2-xl,Thomas booked a ticket in advance but he didn't book a hotel room. The,Thomas booked a ticket in advance but he didn't book a hotel room. The first hotel would have cost $30.
12_ticket_affirmative_negation_ref,affirmative_negation,2,1,gpt2-xl,Thomas booked a ticket in advance but he didn't book a hotel room. The,Thomas booked a ticket in advance but he didn't book a hotel room. The next day he was going to get a room but it was filled and he lost his luggage.
12_ticket_affirmative_negation_ref,affirmative_negation,1,2,gpt2-xl,Thomas booked a hotel room in advance but he didn't book a ticket. The,"Thomas booked a hotel room in advance but he didn't book a ticket. The only one who did was Rene van Gerwen (who I've never seen at the Pro Tour), who had booked tickets that morning, only to be sent home about ten minutes before he was due to get on."
12_ticket_affirmative_negation_ref,affirmative_negation,2,2,gpt2-xl,Thomas booked a hotel room in advance but he didn't book a ticket. The,"Thomas booked a hotel room in advance but he didn't book a ticket. The next day, he says, police came to his door and asked him again if he'd bought a ticket."
12_ticket_negation_affirmative_ref,negation_affirmative,1,1,gpt2-xl,Thomas didn't book a ticket in advance but he booked a hotel room. The,Thomas didn't book a ticket in advance but he booked a hotel room. The police did not come to his hotel room to talk to him.
12_ticket_negation_affirmative_ref,negation_affirmative,2,1,gpt2-xl,Thomas didn't book a ticket in advance but he booked a hotel room. The,"Thomas didn't book a ticket in advance but he booked a hotel room. The hotel wasn't booked until the next morning, but there was a ""no refund"" policy on Room Service."
12_ticket_negation_affirmative_ref,negation_affirmative,1,2,gpt2-xl,Thomas didn't book a hotel room in advance but he booked a ticket. The,"Thomas didn't book a hotel room in advance but he booked a ticket. The first he knew was when he checked into his hotel the night before, a Friday."
12_ticket_negation_affirmative_ref,negation_affirmative,2,2,gpt2-xl,Thomas didn't book a hotel room in advance but he booked a ticket. The,"Thomas didn't book a hotel room in advance but he booked a ticket. The driver, a Chinese man named Fang Zhi, asked him when he would arrive."
12_ticket_know_doubt_ref,know_doubt,1,1,gpt2-xl,I know that Thomas booked a ticket in advance but I doubt that he booked a hotel room. The,I know that Thomas booked a ticket in advance but I doubt that he booked a hotel room. The only reason that I found out is that a few people in my class had said that they had heard that it is not recommended to book a flight so early.
12_ticket_know_doubt_ref,know_doubt,2,1,gpt2-xl,I know that Thomas booked a ticket in advance but I doubt that he booked a hotel room. The,I know that Thomas booked a ticket in advance but I doubt that he booked a hotel room. The people at the hotel will be able to help Thomas.
12_ticket_know_doubt_ref,know_doubt,1,2,gpt2-xl,I know that Thomas booked a hotel room in advance but I doubt that he booked a ticket. The,I know that Thomas booked a hotel room in advance but I doubt that he booked a ticket. The police will not do so.
12_ticket_know_doubt_ref,know_doubt,2,2,gpt2-xl,I know that Thomas booked a hotel room in advance but I doubt that he booked a ticket. The,I know that Thomas booked a hotel room in advance but I doubt that he booked a ticket. The only other person you'd see on that train if you went there would be an escort from Amsterdam to Paris.
12_ticket_doubt_know_ref,doubt_know,1,1,gpt2-xl,I doubt that Thomas booked a ticket in advance but I know that he booked a hotel room. The,I doubt that Thomas booked a ticket in advance but I know that he booked a hotel room. The hotel room is where they kept the evidence as we found out when the hotel room was raided.
12_ticket_doubt_know_ref,doubt_know,2,1,gpt2-xl,I doubt that Thomas booked a ticket in advance but I know that he booked a hotel room. The,"I doubt that Thomas booked a ticket in advance but I know that he booked a hotel room. The man, who I was told is a lawyer in his 50's, seemed very excited and seemed quite nervous when he asked me questions about Scientology."
12_ticket_doubt_know_ref,doubt_know,1,2,gpt2-xl,I doubt that Thomas booked a hotel room in advance but I know that he booked a ticket. The,"I doubt that Thomas booked a hotel room in advance but I know that he booked a ticket. The problem is, I'm not sure why you would book a ticket with such small chance of getting a hotel room."
12_ticket_doubt_know_ref,doubt_know,2,2,gpt2-xl,I doubt that Thomas booked a hotel room in advance but I know that he booked a ticket. The,I doubt that Thomas booked a hotel room in advance but I know that he booked a ticket. The ticket is the passport.
12_ticket_affirmative_modal_ref,affirmative_modal,1,1,gpt2-xl,Thomas booked a ticket in advance but he wanted to book a hotel room. The,Thomas booked a ticket in advance but he wanted to book a hotel room. The hotel told him he could only stay in their guest house.
12_ticket_affirmative_modal_ref,affirmative_modal,2,1,gpt2-xl,Thomas booked a ticket in advance but he wanted to book a hotel room. The,"Thomas booked a ticket in advance but he wanted to book a hotel room. The company said it refused due to ""financial commitments."
12_ticket_affirmative_modal_ref,affirmative_modal,1,2,gpt2-xl,Thomas booked a hotel room in advance but he wanted to book a ticket. The,"Thomas booked a hotel room in advance but he wanted to book a ticket. The cost for parking is the same even if not booked, he said."
12_ticket_affirmative_modal_ref,affirmative_modal,2,2,gpt2-xl,Thomas booked a hotel room in advance but he wanted to book a ticket. The,"Thomas booked a hotel room in advance but he wanted to book a ticket. The hotel room, along with a ride out to meet his sister in Atlanta, was booked."
12_ticket_modal_affirmative_ref,modal_affirmative,1,1,gpt2-xl,Thomas wanted to book a ticket in advance but he booked a hotel room. The,"Thomas wanted to book a ticket in advance but he booked a hotel room. The woman, on the other hand, had to book on the night of departure and was not allowed to use the hotel's internet."
12_ticket_modal_affirmative_ref,modal_affirmative,2,1,gpt2-xl,Thomas wanted to book a ticket in advance but he booked a hotel room. The,"Thomas wanted to book a ticket in advance but he booked a hotel room. The airline was booked and it would take two weeks for the ticket to clear customs, he said."
12_ticket_modal_affirmative_ref,modal_affirmative,1,2,gpt2-xl,Thomas wanted to book a hotel room in advance but he booked a ticket. The,"Thomas wanted to book a hotel room in advance but he booked a ticket. The first thing they said was: ""We can't accept this booking, we will not accept this booking, you will have to leave the country or your family will be in danger."
12_ticket_modal_affirmative_ref,modal_affirmative,2,2,gpt2-xl,Thomas wanted to book a hotel room in advance but he booked a ticket. The,"Thomas wanted to book a hotel room in advance but he booked a ticket. The only hotel that would have taken him was the Holiday Inn, an 8-room dormitory, the largest in the neighborhood."
12_ticket_managed_failed_ref,managed_failed,1,1,gpt2-xl,Thomas managed to book a ticket in advance but failed to book a hotel room. The,"Thomas managed to book a ticket in advance but failed to book a hotel room. The company said, because of the delay, he did not qualify for the offer."
12_ticket_managed_failed_ref,managed_failed,2,1,gpt2-xl,Thomas managed to book a ticket in advance but failed to book a hotel room. The,"Thomas managed to book a ticket in advance but failed to book a hotel room. The next trip he booked to New York was only for four days, but when he woke up, the trip had run six weeks without him and with no hotel available."
