id,sentence,type,pronoun,tokens,log_probs,continuation_log_prob,critical_token_idx
10_hat_doubt,I doubt that Chris knitted a hat. It was very colorful.,doubt,it,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-8.785065|-13.808899|-16.01471|-8.5416565|-5.1069107|-11.371033|-14.39196|-9.420921|-5.460457|-11.19326|-11.191757|-12.814781,-51.658355,9
10_hat_doubt,I doubt that Chris knitted a hat. It's not a big deal.,doubt,subj,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-8.785065|-13.808899|-16.01471|-8.5416565|-5.1069107|-11.371033|-14.39196|-11.558418|-7.4452972|-8.72477|-7.6007385|-13.84964|-11.512634|-12.806099,-75.0834577,9
10_hat_modal,Chris wants to knit a hat and it was very colorful.,modal,it,Chris|##wants|##to|##knit|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-10.188242|-12.951683|-8.884262|-6.1667557|-8.123573|-4.97567|-7.0982666|-9.735924|-9.429794|-5.6193924|-10.604057|-11.144989|-12.638298,-46.5341564,7
10_hat_modal,Chris wants to knit a hat and it's not a big deal.,modal,subj,Chris|##wants|##to|##knit|##a|##hat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.188242|-12.951683|-8.884262|-6.1667557|-8.123573|-4.97567|-7.0982666|-9.735924|-10.686096|-7.0782013|-8.381271|-7.182625|-12.820068|-11.232452|-12.626465,-67.1166373,7
10_hat_managed,Chris managed to knit a hat. It was very colorful.,managed,it,Chris|##managed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-10.188242|-11.362282|-9.064545|-7.5318146|-8.155952|-5.4964676|-11.274368|-14.398354|-9.652016|-5.2184067|-10.7313385|-11.310898|-12.736473,-51.3110132,7
10_hat_managed,Chris managed to knit a hat. It's not a big deal.,managed,subj,Chris|##managed|##to|##knit|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.188242|-11.362282|-9.064545|-7.5318146|-8.155952|-5.4964676|-11.274368|-14.398354|-11.159431|-7.4489594|-8.53978|-7.1014023|-13.256844|-11.675369|-12.720856,-73.5801397,7
10_hat_failed,Chris failed to knit a hat. It was very colorful.,failed,it,Chris|##failed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-10.188242|-11.215298|-9.275948|-7.3840485|-8.860474|-6.221245|-10.90728|-14.301132|-9.66272|-5.9347076|-10.75251|-11.040573|-12.637642,-51.6916426,7
10_hat_failed,Chris failed to knit a hat. It's not a big deal.,failed,subj,Chris|##failed|##to|##knit|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.188242|-11.215298|-9.275948|-7.3840485|-8.860474|-6.221245|-10.90728|-14.301132|-11.499001|-7.7450027|-8.859497|-7.41539|-13.452034|-11.441895|-12.680237,-74.7139517,7
11_cod_affirmative,Sarah caught a cod and it made a fantastic dinner.,affirmative,it,Sarah|##caught|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-10.931591|-10.067909|-10.036125|-6.9223785|-7.7332306|-9.476471|-11.800545|-8.693077|-11.057495|-5.422577|-11.135422|-12.779236,-57.585587,5
11_cod_affirmative,Sarah caught a cod and it's not a big deal.,affirmative,subj,Sarah|##caught|##a|##cod|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.931591|-10.067909|-10.036125|-6.9223785|-7.7332306|-9.476471|-10.126625|-6.8969803|-8.290581|-6.7858887|-11.200279|-11.028503|-12.743561,-63.805328,5
11_cod_negated,Sarah didn't catch a cod and it made a fantastic dinner.,negated,it,Sarah|##didn|'t|##catch|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-10.931591|-14.859604|-10.942474|-10.108917|-9.96965|-6.405609|-7.5381393|-9.843452|-11.867798|-8.883316|-11.190063|-5.081482|-11.285637|-12.893135,-58.151748000000005,7
11_cod_negated,Sarah didn't catch a cod and it's not a big deal.,negated,subj,Sarah|##didn|'t|##catch|##a|##cod|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.931591|-14.859604|-10.942474|-10.108917|-9.96965|-6.405609|-7.5381393|-9.843452|-10.566681|-7.2609253|-8.303955|-6.8483963|-11.883614|-11.004318|-12.870941,-65.7113416,7
11_cod_know,I know that Sarah caught a cod. It made a fantastic dinner.,know,it,I|##know|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.786293|-9.988274|-9.155647|-6.2218323|-10.570541|-14.439781|-11.564232|-8.797585|-11.233154|-5.2109756|-11.222412|-12.883034,-62.46813959999999,8
11_cod_know,I know that Sarah caught a cod. It's not a big deal.,know,subj,I|##know|##that|##Sarah|##caught|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.786293|-9.988274|-9.155647|-6.2218323|-10.570541|-14.439781|-11.400841|-7.354004|-8.686699|-7.2691345|-12.787323|-11.19519|-12.908447,-73.13297250000001,8
11_cod_doubt,I doubt that Sarah caught a cod. It made a fantastic dinner.,doubt,it,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.882599|-9.958427|-9.574104|-6.5871887|-10.970947|-14.5169525|-11.574348|-8.513741|-11.212791|-5.409836|-11.3366165|-12.81723,-62.56428499999999,8
11_cod_doubt,I doubt that Sarah caught a cod. It's not a big deal.,doubt,subj,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.882599|-9.958427|-9.574104|-6.5871887|-10.970947|-14.5169525|-11.734024|-7.639412|-8.70153|-7.619873|-13.16021|-11.282242|-12.884003,-74.65424349999999,8
11_cod_modal,Sarah wants to catch a cod and it made a fantastic dinner.,modal,it,Sarah|##wants|##to|##catch|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-10.931591|-12.6471405|-8.746521|-10.341843|-9.565918|-6.2872086|-7.358917|-9.932175|-11.525047|-8.701096|-11.402321|-4.9533157|-11.013344|-12.721733,-57.5272987,7
11_cod_modal,Sarah wants to catch a cod and it's not a big deal.,modal,subj,Sarah|##wants|##to|##catch|##a|##cod|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.931591|-12.6471405|-8.746521|-10.341843|-9.565918|-6.2872086|-7.358917|-9.932175|-10.387337|-6.9149017|-8.429115|-7.335472|-11.567123|-11.039337|-12.699326,-65.60546070000001,7
11_cod_managed,Sarah managed to catch a cod. It made a fantastic dinner.,managed,it,Sarah|##managed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-10.931591|-11.192886|-9.13987|-9.851669|-10.274864|-6.21389|-11.647995|-14.699554|-11.783882|-8.47892|-11.165268|-5.1986923|-11.53199|-12.866669,-62.858306299999995,7
11_cod_managed,Sarah managed to catch a cod. It's not a big deal.,managed,subj,Sarah|##managed|##to|##catch|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.931591|-11.192886|-9.13987|-9.851669|-10.274864|-6.21389|-11.647995|-14.699554|-10.924393|-7.3850784|-8.832993|-6.523926|-12.433517|-11.914658|-12.8942795,-72.7141194,7
11_cod_failed,Sarah failed to catch a cod. It made a fantastic dinner.,failed,it,Sarah|##failed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-10.931591|-10.615746|-9.309967|-10.040436|-9.695152|-6.8113823|-10.910522|-14.090042|-11.752968|-8.519478|-11.216286|-5.069542|-11.292381|-12.735413,-61.94069699999999,7
11_cod_failed,Sarah failed to catch a cod. It's not a big deal.,failed,subj,Sarah|##failed|##to|##catch|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.931591|-10.615746|-9.309967|-10.040436|-9.695152|-6.8113823|-10.910522|-14.090042|-11.489693|-7.7459793|-8.8177185|-7.6350327|-12.74382|-11.478882|-12.792618,-74.0011675,7
12_ticket_affirmative,Thomas booked a ticket in advance and it was much cheaper than he expected.,affirmative,it,Thomas|##booked|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-11.050579|-10.018494|-7.9837265|-8.171524|-7.743683|-12.878738|-7.5540695|-10.487503|-9.025711|-7.3190994|-11.072754|-10.337967|-10.177689|-11.224068|-11.149376|-12.762199,-80.79416739999999,7
12_ticket_affirmative,Thomas booked a ticket in advance and it's not a big deal.,affirmative,subj,Thomas|##booked|##a|##ticket|##in|##advance|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.050579|-10.018494|-7.9837265|-8.171524|-7.743683|-12.878738|-7.5540695|-10.487503|-11.409546|-7.9406586|-8.832497|-8.029915|-12.349289|-11.671692|-12.738998,-70.7211006,7
12_ticket_negated,Thomas didn't book a ticket in advance and it was much cheaper than he expected.,negated,it,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-11.050579|-15.425278|-10.782974|-8.246841|-9.575134|-9.122314|-7.700432|-13.187874|-7.2613373|-10.720711|-9.310837|-7.2146683|-10.524223|-10.37751|-10.167221|-11.137207|-11.152878|-12.712151,-80.6052553,9
12_ticket_negated,Thomas didn't book a ticket in advance and it's not a big deal.,negated,subj,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.050579|-15.425278|-10.782974|-8.246841|-9.575134|-9.122314|-7.700432|-13.187874|-7.2613373|-10.720711|-11.447098|-8.148499|-9.055656|-7.660309|-12.82016|-11.48645|-12.671387,-71.338883,9
12_ticket_know,I know that Thomas booked a ticket in advance. It was much cheaper than he expected.,know,it,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.9148254|-10.331886|-8.536171|-8.2439575|-7.144806|-13.424576|-11.387634|-15.30925|-9.225098|-6.7313843|-11.279137|-10.121384|-9.535736|-12.28569|-10.917404|-12.707382,-85.4050833,10
12_ticket_know,I know that Thomas booked a ticket in advance. It's not a big deal.,know,subj,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.9148254|-10.331886|-8.536171|-8.2439575|-7.144806|-13.424576|-11.387634|-15.30925|-11.916275|-8.006317|-9.021378|-8.295044|-13.095398|-11.480423|-12.701431,-77.12408500000001,10
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It was much cheaper than he expected.,doubt,it,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.6389694|-11.132187|-8.873047|-8.6278305|-7.1334076|-13.498962|-11.530914|-15.295227|-9.296898|-6.855194|-10.875267|-10.249031|-9.203781|-11.981033|-10.98819|-12.635193,-84.74462100000001,10
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It's not a big deal.,doubt,subj,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.6389694|-11.132187|-8.873047|-8.6278305|-7.1334076|-13.498962|-11.530914|-15.295227|-12.005753|-8.29776|-9.055603|-7.713646|-13.28624|-11.644043|-12.664215,-77.298272,10
12_ticket_modal,Thomas wants to book a ticket in advance and it was much cheaper than he expected.,modal,it,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-11.050579|-12.648392|-8.970047|-6.822418|-8.467819|-7.321907|-7.247658|-13.485939|-7.046997|-10.68605|-9.048859|-6.898369|-10.846947|-10.437912|-10.170486|-11.100853|-11.229576|-12.610176,-80.419052,9
12_ticket_modal,Thomas wants to book a ticket in advance and it's not a big deal.,modal,subj,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.050579|-12.648392|-8.970047|-6.822418|-8.467819|-7.321907|-7.247658|-13.485939|-7.046997|-10.68605|-11.334755|-7.6848907|-8.875168|-8.15892|-12.457138|-11.598831|-12.553368,-70.79575270000001,9
12_ticket_managed,Thomas managed to book a ticket. It was much cheaper than he expected.,managed,it,Thomas|##managed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-11.050579|-11.299973|-9.092865|-8.341789|-8.183601|-7.5520554|-11.413017|-15.101097|-9.085159|-7.0104218|-11.280632|-10.247086|-10.035492|-11.792988|-11.403931|-12.7103195,-85.9568068,7
12_ticket_managed,Thomas managed to book a ticket. It's not a big deal.,managed,subj,Thomas|##managed|##to|##book|##a|##ticket|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.050579|-11.299973|-9.092865|-8.341789|-8.183601|-7.5520554|-11.413017|-15.101097|-11.656868|-7.9665146|-9.019981|-8.125458|-12.812378|-11.915741|-12.715225,-76.5980376,7
12_ticket_failed,Thomas failed to book a ticket. It was much cheaper than he expected.,failed,it,Thomas|##failed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-11.050579|-11.100815|-9.310799|-7.3461|-9.05455|-8.46489|-11.385605|-14.958984|-9.030586|-7.4755936|-11.0082855|-10.3487015|-10.031609|-11.726814|-11.17836|-12.612473,-85.7589336,7
12_ticket_failed,Thomas failed to book a ticket. It's not a big deal.,failed,subj,Thomas|##failed|##to|##book|##a|##ticket|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.050579|-11.100815|-9.310799|-7.3461|-9.05455|-8.46489|-11.385605|-14.958984|-12.0399475|-8.290642|-9.215309|-7.657173|-13.189026|-11.685699|-12.659279,-77.03678049999999,7
13_bed_affirmative,Luke bought a bed and it was delivered the next day.,affirmative,it,Luke|##bought|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-10.498024|-11.314636|-8.17601|-7.408409|-7.6440964|-10.271133|-9.587135|-9.921089|-8.835548|-9.200241|-9.820969|-11.183174|-12.604866,-68.819289,5
13_bed_affirmative,Luke bought a bed and it's not a big deal.,affirmative,subj,Luke|##bought|##a|##bed|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.498024|-11.314636|-8.17601|-7.408409|-7.6440964|-10.271133|-11.026222|-7.12442|-8.451218|-6.8962097|-11.627594|-11.633438|-12.711937,-67.03023470000001,5
13_bed_negated,Luke didn't buy a bed and it was delivered the next day.,negated,it,Luke|##didn|'t|##buy|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-10.498024|-14.149872|-10.635803|-10.7801895|-9.392578|-7.665451|-7.720085|-10.446564|-9.745163|-9.5821|-8.986656|-9.913513|-9.804359|-10.8815155|-12.66497,-69.3598705,7
13_bed_negated,Luke didn't buy a bed and it's not a big deal.,negated,subj,Luke|##didn|'t|##buy|##a|##bed|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.498024|-14.149872|-10.635803|-10.7801895|-9.392578|-7.665451|-7.720085|-10.446564|-10.81662|-7.364212|-8.342712|-7.6602325|-12.182381|-11.093826|-12.750076,-67.9065475,7
13_bed_know,I know that Luke bought a bed. It was delivered the next day.,know,it,I|##know|##that|##Luke|##bought|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.7066727|-11.374878|-8.628273|-7.6391983|-11.589188|-15.2430725|-9.152588|-9.869324|-8.431976|-10.116493|-10.0579605|-11.142914|-12.611343,-74.01432799999999,8
13_bed_know,I know that Luke bought a bed. It's not a big deal.,know,subj,I|##know|##that|##Luke|##bought|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-6.7066727|-11.374878|-8.628273|-7.6391983|-11.589188|-15.2430725|-11.841919|-7.509514|-8.460663|-7.8698044|-13.267601|-11.810333|-12.688911,-76.00290690000001,8
13_bed_doubt,I doubt that Luke bought a bed. It was delivered the next day.,doubt,it,I|##doubt|##that|##Luke|##bought|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.6797714|-11.211456|-8.940964|-7.341278|-11.63858|-15.228592|-9.4672165|-9.306572|-8.542137|-10.18692|-9.911308|-11.205063|-12.591034,-73.8478085,8
13_bed_doubt,I doubt that Luke bought a bed. It's not a big deal.,doubt,subj,I|##doubt|##that|##Luke|##bought|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-6.6797714|-11.211456|-8.940964|-7.341278|-11.63858|-15.228592|-11.818909|-7.803543|-8.540504|-7.789261|-13.522018|-11.832352|-12.691162,-76.535179,8
13_bed_modal,Luke wants to buy a bed and it was delivered the next day.,modal,it,Luke|##wants|##to|##buy|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-10.498024|-12.651947|-8.589035|-9.730034|-8.759148|-8.04528|-7.709984|-10.431847|-9.368423|-9.507149|-8.117119|-10.295715|-10.124718|-11.021317|-12.521469,-68.866288,7
13_bed_modal,Luke wants to buy a bed and it's not a big deal.,modal,subj,Luke|##wants|##to|##buy|##a|##bed|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.498024|-12.651947|-8.589035|-9.730034|-8.759148|-8.04528|-7.709984|-10.431847|-10.812996|-7.3460846|-8.524017|-8.410622|-11.831467|-11.409988|-12.6171875,-68.7670216,7
13_bed_managed,Luke managed to buy a bed. It was delivered the next day.,managed,it,Luke|##managed|##to|##buy|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-10.498024|-10.692574|-8.985062|-10.17971|-8.367126|-7.568054|-11.904602|-15.654457|-9.643738|-10.118637|-8.781395|-9.676949|-10.141258|-11.356979|-12.715965,-75.373413,7
13_bed_managed,Luke managed to buy a bed. It's not a big deal.,managed,subj,Luke|##managed|##to|##buy|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.498024|-10.692574|-8.985062|-10.17971|-8.367126|-7.568054|-11.904602|-15.654457|-11.68882|-7.856064|-8.578201|-6.66819|-12.844559|-12.092499|-12.801125,-75.38279000000001,7
13_bed_failed,Luke failed to buy a bed. It was delivered the next day.,failed,it,Luke|##failed|##to|##buy|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-10.498024|-11.022408|-9.223953|-9.713463|-9.149338|-7.753731|-11.347374|-15.127502|-9.578392|-9.893234|-9.053177|-9.814751|-9.999123|-10.996338|-12.562248,-74.46251699999999,7
13_bed_failed,Luke failed to buy a bed. It's not a big deal.,failed,subj,Luke|##failed|##to|##buy|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-10.498024|-11.022408|-9.223953|-9.713463|-9.149338|-7.753731|-11.347374|-15.127502|-11.784805|-7.959053|-8.810059|-7.9011|-12.905403|-11.584061|-12.684502,-76.071983,7
14_gin_affirmative,Dan drank a gin tonic and it was very strong.,affirmative,it,Dan|##drank|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.72613|-11.769676|-8.397499|-4.883278|-9.550674|-11.939758|-7.028099|-10.053581|-10.387245|-5.316948|-9.047409|-11.465515|-13.037521,-46.270697999999996,7
14_gin_affirmative,Dan drank a gin tonic and it's not a big deal.,affirmative,subj,Dan|##drank|##a|##gin|##ton|ic|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.72613|-11.769676|-8.397499|-4.883278|-9.550674|-11.939758|-7.028099|-10.053581|-11.234543|-6.661743|-9.059433|-8.407532|-12.989136|-11.732239|-13.06031,-70.138207,7
14_gin_negated,Dan didn't drink a gin tonic and it was very strong.,negated,it,Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.72613|-15.934616|-10.799515|-9.039307|-9.857666|-5.8308945|-8.612671|-12.764717|-7.508438|-10.52359|-9.8207245|-5.47937|-8.937248|-11.370804|-12.999001,-46.1317365,9
14_gin_negated,Dan didn't drink a gin tonic and it's not a big deal.,negated,subj,Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.72613|-15.934616|-10.799515|-9.039307|-9.857666|-5.8308945|-8.612671|-12.764717|-7.508438|-10.52359|-11.171333|-7.397873|-8.969086|-8.181374|-13.192436|-11.633041|-12.993561,-71.06873300000001,9
14_gin_know,I know that Dan drank a gin tonic. It was very strong.,know,it,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.2905426|-11.4691925|-9.046036|-5.1782227|-7.6935043|-11.857765|-11.318634|-14.940735|-9.489708|-5.2285156|-9.304642|-11.031555|-12.944565,-49.995155600000004,10
14_gin_know,I know that Dan drank a gin tonic. It's not a big deal.,know,subj,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-11.287071|-5.565056|-7.2905426|-11.4691925|-9.046036|-5.1782227|-7.6935043|-11.857765|-11.318634|-14.940735|-12.042793|-7.155052|-8.981735|-8.716156|-13.646309|-11.39949|-12.975189,-76.88226999999999,10
14_gin_doubt,I doubt that Dan drank a gin tonic. It was very strong.,doubt,it,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.1017685|-11.366127|-9.254669|-5.468727|-8.398933|-12.157616|-11.476196|-14.80661|-9.643997|-5.376297|-9.225143|-11.040451|-12.912811,-50.092498,10
14_gin_doubt,I doubt that Dan drank a gin tonic. It's not a big deal.,doubt,subj,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-5.9291916|-12.024307|-5.201149|-7.1017685|-11.366127|-9.254669|-5.468727|-8.398933|-12.157616|-11.476196|-14.80661|-11.990578|-7.4352875|-9.084015|-8.710136|-13.818047|-11.425919|-12.9481735,-77.27059249999999,10
14_gin_modal,Dan wants to drink a gin tonic and it was very strong.,modal,it,Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.72613|-12.664337|-8.873932|-8.67643|-8.480804|-5.015045|-9.374107|-11.7022705|-7.130699|-10.008781|-9.502457|-5.595375|-8.918213|-11.330658|-12.807205,-45.355484,9
14_gin_modal,Dan wants to drink a gin tonic and it's not a big deal.,modal,subj,Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.72613|-12.664337|-8.873932|-8.67643|-8.480804|-5.015045|-9.374107|-11.7022705|-7.130699|-10.008781|-10.893585|-6.839447|-8.859535|-8.529449|-12.782417|-11.350449|-12.834877,-69.26366300000001,9
14_gin_managed,Dan managed to mix a gin tonic. It was very strong.,managed,it,Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-9.72613|-11.013477|-9.008835|-10.044014|-8.497383|-4.9701614|-10.375656|-12.26194|-11.276245|-15.025742|-9.82412|-5.406723|-9.072319|-11.190346|-12.9329605,-50.51925,9
14_gin_managed,Dan managed to mix a gin tonic. It's not a big deal.,managed,subj,Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.72613|-11.013477|-9.008835|-10.044014|-8.497383|-4.9701614|-10.375656|-12.26194|-11.276245|-15.025742|-11.563202|-7.0296555|-8.912308|-8.105995|-13.221046|-11.761505|-12.9661255,-75.61945349999999,9
14_gin_failed,Dan failed to mix a gin tonic. It was very strong.,failed,it,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-9.72613|-10.980808|-9.327141|-10.91391|-9.033646|-5.4273148|-11.738609|-12.479134|-11.16494|-14.54599|-9.672867|-5.7560806|-9.170486|-11.113152|-12.7656555,-50.2585756,9
14_gin_failed,Dan failed to mix a gin tonic. It's not a big deal.,failed,subj,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.72613|-10.980808|-9.327141|-10.91391|-9.033646|-5.4273148|-11.738609|-12.479134|-11.16494|-14.54599|-11.475761|-7.4093933|-9.094818|-8.402542|-13.406494|-11.58577|-12.832161,-75.92076829999999,9
15_bone_affirmative,David discovered a bone on his archeological expedition and it likely belonged to an extinct bird species.,affirmative,it,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-9.855131|-12.111221|-8.611076|-5.390564|-10.789581|-9.871063|-14.476536|-12.990723|-8.171051|-7.747978|-10.104271|-9.382431|-16.610435|-8.854523|-6.058563|-5.703247|-7.905121|-8.787544|-11.19178|-12.9407425,-84.59791499999999,10
15_bone_affirmative,David discovered a bone on his archeological expedition and it's not a big deal.,affirmative,subj,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.855131|-12.111221|-8.611076|-5.390564|-10.789581|-9.871063|-14.476536|-12.990723|-8.171051|-7.747978|-10.104271|-10.836189|-7.35421|-8.242958|-7.2322083|-13.264442|-11.801025|-13.000404,-68.8353033,10
15_bone_negated,David didn't discover a bone on his archeological expedition and it likely belonged to an extinct bird species.,negated,it,David|##didn|'t|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-9.855131|-16.068024|-10.851425|-13.788391|-9.192551|-5.632675|-10.790924|-9.795273|-14.149246|-12.747528|-9.232033|-7.62883|-10.010948|-8.123886|-14.131813|-8.679558|-6.1722794|-5.8360214|-8.343918|-8.955864|-11.118408|-12.811661,-81.3726958,12
15_bone_negated,David didn't discover a bone on his archeological expedition and it's not a big deal.,negated,subj,David|##didn|'t|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.855131|-16.068024|-10.851425|-13.788391|-9.192551|-5.632675|-10.790924|-9.795273|-14.149246|-12.747528|-9.232033|-7.62883|-10.010948|-11.011017|-7.717346|-8.624435|-7.248131|-13.36879|-11.429245|-12.832085,-69.40991199999999,12
