id,sentence,type,pronoun,tokens,log_probs,continuation_log_prob,critical_token_idx
10_hat_doubt,I doubt that Chris knitted a hat. It was very colorful.,doubt,it,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-5.832738|-12.880393|-17.340866|-9.459471|-7.7165956|-9.972217|-14.061794|-9.718344|-5.707919|-10.970806|-10.0928|-12.497163,-50.551663000000005,9
10_hat_doubt,I doubt that Chris knitted a hat. It's not a big deal.,doubt,subj,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-5.832738|-12.880393|-17.340866|-9.459471|-7.7165956|-9.972217|-14.061794|-10.746021|-7.8053894|-9.132909|-6.9180403|-13.74554|-10.4521885|-12.495827,-72.8618822,9
10_hat_modal,Chris wants to knit a hat and it was very colorful.,modal,it,Chris|##wants|##to|##knit|##a|##hat|##and|##it|##was|##very|##colorful|.|<|endoftext|>,-11.102076|-11.867345|-8.494115|-7.6537952|-9.045012|-8.3000965|-7.509036|-9.249683|-9.955884|-5.3759356|-10.242373|-9.878378|-12.598094,-44.7022536,7
10_hat_modal,Chris wants to knit a hat and it's not a big deal.,modal,subj,Chris|##wants|##to|##knit|##a|##hat|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.102076|-11.867345|-8.494115|-7.6537952|-9.045012|-8.3000965|-7.509036|-9.249683|-10.605986|-7.6821184|-8.659772|-7.079054|-12.787827|-10.358985|-12.608493,-66.4234254,7
10_hat_managed,Chris managed to knit a hat. It was very colorful.,managed,it,Chris|##managed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-11.102076|-11.942614|-8.755096|-9.235252|-8.809537|-7.761688|-10.175494|-14.320778|-9.835252|-5.357397|-10.743663|-10.611404|-12.519827,-50.868494,7
10_hat_managed,Chris managed to knit a hat. It's not a big deal.,managed,subj,Chris|##managed|##to|##knit|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.102076|-11.942614|-8.755096|-9.235252|-8.809537|-7.761688|-10.175494|-14.320778|-10.902111|-7.68725|-8.796776|-6.665315|-13.159652|-10.6700115|-12.4833555,-72.2018935,7
10_hat_failed,Chris failed to knit a hat. It was very colorful.,failed,it,Chris|##failed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-11.102076|-9.634362|-8.86546|-8.2129135|-9.207032|-8.044794|-9.657259|-14.186802|-9.440128|-5.2395177|-10.746258|-10.074747|-12.386622,-49.6874527,7
10_hat_failed,Chris failed to knit a hat. It's not a big deal.,failed,subj,Chris|##failed|##to|##knit|##a|##hat|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.102076|-9.634362|-8.86546|-8.2129135|-9.207032|-8.044794|-9.657259|-14.186802|-10.895421|-7.670414|-9.437969|-8.1857815|-13.423618|-10.019966|-12.410391,-73.8199715,7
11_cod_affirmative,Sarah caught a cod and it made a fantastic dinner.,affirmative,it,Sarah|##caught|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177863|-10.800241|-10.276903|-7.1024323|-7.279275|-9.288429|-11.401722|-8.157524|-13.28121|-6.034069|-10.38855|-12.508799,-58.55150400000001,5
11_cod_affirmative,Sarah caught a cod and it's not a big deal.,affirmative,subj,Sarah|##caught|##a|##cod|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.177863|-10.800241|-10.276903|-7.1024323|-7.279275|-9.288429|-10.115768|-7.4334707|-8.860327|-6.457575|-12.424527|-10.258619|-12.4858885,-64.8387157,5
11_cod_negated,Sarah didn't catch a cod and it made a fantastic dinner.,negated,it,Sarah|##didn|'t|##catch|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177863|-12.25003|-11.474595|-11.840608|-10.471898|-8.074121|-7.276745|-9.879874|-11.530302|-8.348141|-12.465576|-5.7854323|-10.009455|-12.521257,-58.0187803,7
11_cod_negated,Sarah didn't catch a cod and it's not a big deal.,negated,subj,Sarah|##didn|'t|##catch|##a|##cod|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.177863|-12.25003|-11.474595|-11.840608|-10.471898|-8.074121|-7.276745|-9.879874|-10.588156|-7.73068|-8.88929|-7.64776|-12.677647|-10.095515|-12.518643,-67.508922,7
11_cod_know,I know that Sarah caught a cod. It made a fantastic dinner.,know,it,I|##know|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-7.6139703|-10.733336|-9.415416|-7.1749163|-9.565546|-13.707458|-11.372363|-8.68771|-12.434883|-6.1544933|-10.150316|-12.486427,-62.50722330000001,8
11_cod_know,I know that Sarah caught a cod. It's not a big deal.,know,subj,I|##know|##that|##Sarah|##caught|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-7.6139703|-10.733336|-9.415416|-7.1749163|-9.565546|-13.707458|-10.773384|-7.445823|-8.861164|-6.619216|-13.03181|-10.394895|-12.514285,-70.83375000000001,8
11_cod_doubt,I doubt that Sarah caught a cod. It made a fantastic dinner.,doubt,it,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-7.9269834|-11.1005535|-10.2927475|-7.0605574|-9.832949|-14.13894|-11.182016|-8.561937|-12.170774|-6.1591315|-9.964399|-12.491651,-62.177197500000005,8
11_cod_doubt,I doubt that Sarah caught a cod. It's not a big deal.,doubt,subj,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-7.9269834|-11.1005535|-10.2927475|-7.0605574|-9.832949|-14.13894|-10.60998|-7.8659253|-9.233407|-7.4020534|-13.066402|-10.33073|-12.490237,-72.6474377,8
11_cod_modal,Sarah wants to catch a cod and it made a fantastic dinner.,modal,it,Sarah|##wants|##to|##catch|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177863|-12.339765|-8.366411|-12.214757|-9.87024|-7.4187975|-7.1682086|-9.826811|-11.156588|-8.411928|-12.386377|-6.0374537|-10.03726|-12.47859,-57.856417699999994,7
11_cod_modal,Sarah wants to catch a cod and it's not a big deal.,modal,subj,Sarah|##wants|##to|##catch|##a|##cod|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.177863|-12.339765|-8.366411|-12.214757|-9.87024|-7.4187975|-7.1682086|-9.826811|-10.711293|-7.736115|-8.960202|-7.21371|-12.384854|-10.557414|-12.509747,-67.39039899999999,7
11_cod_managed,Sarah managed to catch a cod. It made a fantastic dinner.,managed,it,Sarah|##managed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177863|-11.979032|-8.7130575|-11.311857|-11.008526|-7.5133896|-10.574642|-14.279573|-10.935938|-8.022268|-13.694795|-6.1025047|-10.72358|-12.4824,-63.7586587,7
11_cod_managed,Sarah managed to catch a cod. It's not a big deal.,managed,subj,Sarah|##managed|##to|##catch|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.177863|-11.979032|-8.7130575|-11.311857|-11.008526|-7.5133896|-10.574642|-14.279573|-10.645178|-7.465253|-9.228313|-7.0037985|-13.071314|-10.869793|-12.55946,-72.5632225,7
11_cod_failed,Sarah failed to catch a cod. It made a fantastic dinner.,failed,it,Sarah|##failed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177863|-10.110825|-9.129303|-10.688128|-10.123529|-6.7960973|-9.805106|-13.897807|-11.05758|-8.268245|-12.387358|-6.12673|-10.107659|-12.550568,-61.845379,7
11_cod_failed,Sarah failed to catch a cod. It's not a big deal.,failed,subj,Sarah|##failed|##to|##catch|##a|##cod|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.177863|-10.110825|-9.129303|-10.688128|-10.123529|-6.7960973|-9.805106|-13.897807|-10.65804|-7.574131|-9.275426|-7.6053905|-13.24127|-10.408455|-12.578027,-72.6605195,7
12_ticket_affirmative,Thomas booked a ticket in advance and it was much cheaper than he expected.,affirmative,it,Thomas|##booked|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.440558|-9.851067|-9.252453|-8.959873|-7.293578|-13.660353|-7.3531904|-10.388673|-9.819837|-6.8128104|-10.63376|-9.965271|-9.984817|-12.516732|-10.875061|-12.556067,-80.9969614,7
12_ticket_affirmative,Thomas booked a ticket in advance and it's not a big deal.,affirmative,subj,Thomas|##booked|##a|##ticket|##in|##advance|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-12.440558|-9.851067|-9.252453|-8.959873|-7.293578|-13.660353|-7.3531904|-10.388673|-10.743603|-7.783594|-9.039047|-8.49211|-12.804584|-10.868482|-12.501158,-70.120093,7
12_ticket_negated,Thomas didn't book a ticket in advance and it was much cheaper than he expected.,negated,it,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.440558|-13.759115|-11.407675|-8.790063|-10.367293|-9.532523|-6.9778013|-14.72756|-7.4685903|-10.535831|-9.824839|-7.1658297|-10.184376|-10.164752|-9.878162|-12.545636|-10.834711|-12.584336,-81.1341367,9
12_ticket_negated,Thomas didn't book a ticket in advance and it's not a big deal.,negated,subj,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-12.440558|-13.759115|-11.407675|-8.790063|-10.367293|-9.532523|-6.9778013|-14.72756|-7.4685903|-10.535831|-11.094164|-8.310711|-9.305153|-8.768938|-13.455036|-10.742849|-12.571183,-72.212682,9
12_ticket_know,I know that Thomas booked a ticket in advance. It was much cheaper than he expected.,know,it,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-7.498926|-9.702371|-9.168346|-9.371046|-7.5156507|-13.928147|-10.451677|-14.484772|-9.698327|-6.366891|-10.080988|-10.071893|-9.799724|-12.885949|-10.45939|-12.606105,-83.847934,10
12_ticket_know,I know that Thomas booked a ticket in advance. It's not a big deal.,know,subj,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-7.498926|-9.702371|-9.168346|-9.371046|-7.5156507|-13.928147|-10.451677|-14.484772|-11.015553|-7.912713|-9.609054|-8.43752|-13.589283|-10.770573|-12.598909,-75.819468,10
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It was much cheaper than he expected.,doubt,it,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.862196|-9.737688|-9.790629|-9.678354|-7.9895477|-14.261795|-10.5236025|-14.313071|-9.581451|-6.306462|-10.104739|-10.177114|-9.870571|-12.853169|-10.322475|-12.610979,-83.529052,10
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It's not a big deal.,doubt,subj,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.862196|-9.737688|-9.790629|-9.678354|-7.9895477|-14.261795|-10.5236025|-14.313071|-10.885469|-8.18054|-9.579451|-8.18368|-13.639101|-10.673684|-12.629528,-75.454996,10
12_ticket_modal,Thomas wants to book a ticket in advance and it was much cheaper than he expected.,modal,it,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.440558|-12.334772|-8.810965|-8.266565|-9.320383|-8.676992|-6.8027716|-13.371258|-7.534095|-9.92578|-10.027179|-7.2330523|-9.723986|-9.903739|-9.956379|-12.486599|-10.7251|-12.569899,-79.9818143,9
12_ticket_modal,Thomas wants to book a ticket in advance and it's not a big deal.,modal,subj,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-12.440558|-12.334772|-8.810965|-8.266565|-9.320383|-8.676992|-6.8027716|-13.371258|-7.534095|-9.92578|-10.912256|-8.052417|-9.172005|-8.043429|-12.8705225|-11.106252|-12.558801,-70.0826615,9
12_ticket_managed,Thomas managed to book a ticket. It was much cheaper than he expected.,managed,it,Thomas|##managed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.440558|-12.169335|-8.762886|-9.50474|-9.196396|-8.96994|-10.894325|-15.313889|-9.81325|-6.7062273|-10.18302|-10.414431|-10.134905|-12.9205675|-11.17232|-12.567298,-86.65860980000001,7
12_ticket_managed,Thomas managed to book a ticket. It's not a big deal.,managed,subj,Thomas|##managed|##to|##book|##a|##ticket|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-12.440558|-12.169335|-8.762886|-9.50474|-9.196396|-8.96994|-10.894325|-15.313889|-11.159509|-7.7348385|-9.549629|-8.715408|-13.399013|-11.224838|-12.56662,-77.09712449999999,7
12_ticket_failed,Thomas failed to book a ticket. It was much cheaper than he expected.,failed,it,Thomas|##failed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.440558|-9.774786|-9.0649185|-8.705554|-10.195547|-8.898958|-10.392156|-14.888809|-9.307493|-6.9014206|-10.364728|-10.350934|-9.799817|-13.351599|-10.711195|-12.479548,-85.6759956,7
12_ticket_failed,Thomas failed to book a ticket. It's not a big deal.,failed,subj,Thomas|##failed|##to|##book|##a|##ticket|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-12.440558|-9.774786|-9.0649185|-8.705554|-10.195547|-8.898958|-10.392156|-14.888809|-11.049754|-8.065987|-9.711111|-8.407636|-13.666547|-10.769066|-12.549111,-76.55891,7
13_bed_affirmative,Luke bought a bed and it was delivered the next day.,affirmative,it,Luke|##bought|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292289|-10.827536|-8.613519|-8.105647|-7.1380434|-9.6821|-9.685327|-9.2518425|-8.672814|-9.39794|-10.548241|-9.581833|-12.637551,-66.8200975,5
13_bed_affirmative,Luke bought a bed and it's not a big deal.,affirmative,subj,Luke|##bought|##a|##bed|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.292289|-10.827536|-8.613519|-8.105647|-7.1380434|-9.6821|-10.539765|-7.142554|-8.922263|-6.528094|-11.877161|-10.143503|-12.54546,-64.83544,5
13_bed_negated,Luke didn't buy a bed and it was delivered the next day.,negated,it,Luke|##didn|'t|##buy|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292289|-11.131449|-11.244758|-11.6250725|-9.527709|-9.237649|-7.428474|-9.488863|-9.44035|-9.920797|-9.050711|-9.708927|-10.922973|-9.774342|-12.471535,-68.30696300000001,7
13_bed_negated,Luke didn't buy a bed and it's not a big deal.,negated,subj,Luke|##didn|'t|##buy|##a|##bed|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.292289|-11.131449|-11.244758|-11.6250725|-9.527709|-9.237649|-7.428474|-9.488863|-10.319687|-7.5110817|-9.223717|-7.1378|-12.48422|-10.139168|-12.426434,-66.3045367,7
13_bed_know,I know that Luke bought a bed. It was delivered the next day.,know,it,I|##know|##that|##Luke|##bought|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-8.574779|-11.827879|-8.447285|-8.11792|-9.600777|-14.02564|-9.598133|-9.907912|-8.298754|-10.256208|-10.999926|-9.656136|-12.58716,-72.742709,8
13_bed_know,I know that Luke bought a bed. It's not a big deal.,know,subj,I|##know|##that|##Luke|##bought|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-8.574779|-11.827879|-8.447285|-8.11792|-9.600777|-14.02564|-10.956897|-7.2616186|-8.987642|-6.876203|-12.920744|-10.099611|-12.589134,-71.12835559999999,8
13_bed_doubt,I doubt that Luke bought a bed. It was delivered the next day.,doubt,it,I|##doubt|##that|##Luke|##bought|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-8.126869|-12.06604|-8.959326|-8.335997|-9.724559|-14.046599|-9.731038|-9.3121805|-8.318878|-10.109938|-10.99294|-9.4202795|-12.566299,-71.93185299999999,8
13_bed_doubt,I doubt that Luke bought a bed. It's not a big deal.,doubt,subj,I|##doubt|##that|##Luke|##bought|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-8.126869|-12.06604|-8.959326|-8.335997|-9.724559|-14.046599|-10.639939|-7.8768005|-9.4373665|-7.2020826|-12.967311|-10.086585|-12.590562,-72.2566836,8
13_bed_modal,Luke wants to buy a bed and it was delivered the next day.,modal,it,Luke|##wants|##to|##buy|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292289|-11.132845|-8.379567|-11.006248|-8.771409|-8.534804|-7.3273826|-9.56242|-9.672796|-9.037809|-8.303129|-9.707636|-10.988892|-9.546771|-12.626463,-66.81945300000001,7
13_bed_modal,Luke wants to buy a bed and it's not a big deal.,modal,subj,Luke|##wants|##to|##buy|##a|##bed|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.292289|-11.132845|-8.379567|-11.006248|-8.771409|-8.534804|-7.3273826|-9.56242|-10.21756|-7.6430163|-8.874372|-7.3168993|-12.046191|-10.210658|-12.609306,-65.87111660000001,7
13_bed_managed,Luke managed to buy a bed. It was delivered the next day.,managed,it,Luke|##managed|##to|##buy|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292289|-9.924694|-8.698195|-10.809929|-8.491331|-8.701154|-10.308496|-14.91024|-9.693678|-9.576407|-8.857677|-10.085443|-10.984891|-10.281298|-12.517889,-74.389634,7
13_bed_managed,Luke managed to buy a bed. It's not a big deal.,managed,subj,Luke|##managed|##to|##buy|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.292289|-9.924694|-8.698195|-10.809929|-8.491331|-8.701154|-10.308496|-14.91024|-10.998377|-7.6067457|-9.409508|-7.3813105|-12.589215|-10.861345|-12.51334,-73.7567412,7
13_bed_failed,Luke failed to buy a bed. It was delivered the next day.,failed,it,Luke|##failed|##to|##buy|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292289|-10.061971|-9.029915|-9.918078|-9.443305|-8.422371|-10.025472|-14.677093|-9.392806|-9.896882|-9.035072|-9.915803|-10.895216|-9.8784275|-12.36173,-73.69129949999999,7
13_bed_failed,Luke failed to buy a bed. It's not a big deal.,failed,subj,Luke|##failed|##to|##buy|##a|##bed|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.292289|-10.061971|-9.029915|-9.918078|-9.443305|-8.422371|-10.025472|-14.677093|-10.828265|-7.6935177|-9.693646|-7.8831477|-13.148784|-10.608371|-12.406483,-74.53282440000001,7
14_gin_affirmative,Dan drank a gin tonic and it was very strong.,affirmative,it,Dan|##drank|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.811677|-10.54535|-9.5698805|-5.9178634|-13.526831|-14.588371|-7.411319|-9.704762|-9.973199|-5.066939|-10.4628935|-10.171146|-12.421616,-45.3789395,7
14_gin_affirmative,Dan drank a gin tonic and it's not a big deal.,affirmative,subj,Dan|##drank|##a|##gin|##ton|ic|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.811677|-10.54535|-9.5698805|-5.9178634|-13.526831|-14.588371|-7.411319|-9.704762|-10.07193|-7.6416626|-9.250281|-6.357239|-12.690484|-9.96115|-12.363272,-65.6775086,7
14_gin_negated,Dan didn't drink a gin tonic and it was very strong.,negated,it,Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.811677|-13.125648|-11.340675|-8.810763|-11.170858|-6.023411|-13.9796295|-14.867617|-7.5637903|-9.7736635|-9.337263|-5.7222342|-10.55301|-10.193959|-12.4387665,-45.58012969999999,9
14_gin_negated,Dan didn't drink a gin tonic and it's not a big deal.,negated,subj,Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.811677|-13.125648|-11.340675|-8.810763|-11.170858|-6.023411|-13.9796295|-14.867617|-7.5637903|-9.7736635|-10.436416|-7.7788544|-9.139985|-7.301833|-13.405651|-10.199652|-12.413765,-68.03605490000001,9
14_gin_know,I know that Dan drank a gin tonic. It was very strong.,know,it,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.8556566|-10.856232|-9.52784|-5.8391314|-13.628788|-14.778228|-9.899243|-13.868067|-9.375422|-5.57726|-10.523814|-10.5915785|-12.439708,-49.936141500000005,10
14_gin_know,I know that Dan drank a gin tonic. It's not a big deal.,know,subj,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.8556566|-10.856232|-9.52784|-5.8391314|-13.628788|-14.778228|-9.899243|-13.868067|-10.719949|-7.618931|-9.155547|-7.024193|-13.619843|-10.235949|-12.45898,-72.242479,10
14_gin_doubt,I doubt that Dan drank a gin tonic. It was very strong.,doubt,it,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.728994|-11.163638|-10.41547|-6.083637|-13.8450985|-15.097122|-10.048481|-14.138005|-9.328541|-5.905427|-9.674191|-10.36846|-12.508501,-49.414624,10
14_gin_doubt,I doubt that Dan drank a gin tonic. It's not a big deal.,doubt,subj,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-6.728994|-11.163638|-10.41547|-6.083637|-13.8450985|-15.097122|-10.048481|-14.138005|-10.677232|-8.225628|-9.145843|-7.111598|-13.720526|-10.333279|-12.529316,-73.352111,10
14_gin_modal,Dan wants to drink a gin tonic and it was very strong.,modal,it,Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.811677|-11.99967|-8.597255|-8.895719|-9.736409|-6.1384845|-13.487753|-14.838266|-7.223784|-9.31032|-9.727926|-5.157179|-9.992441|-9.947671|-12.49571,-44.135537,9
14_gin_modal,Dan wants to drink a gin tonic and it's not a big deal.,modal,subj,Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.811677|-11.99967|-8.597255|-8.895719|-9.736409|-6.1384845|-13.487753|-14.838266|-7.223784|-9.31032|-10.502076|-7.7198286|-9.129149|-6.428668|-12.784547|-10.28804|-12.499105,-66.16262859999999,9
14_gin_managed,Dan managed to mix a gin tonic. It was very strong.,managed,it,Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-9.811677|-12.031501|-8.73963|-10.439815|-8.981434|-6.4674273|-14.012453|-14.973346|-10.174771|-14.367897|-9.67321|-5.67551|-10.360576|-10.559971|-12.498725,-50.637164,9
14_gin_managed,Dan managed to mix a gin tonic. It's not a big deal.,managed,subj,Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.811677|-12.031501|-8.73963|-10.439815|-8.981434|-6.4674273|-14.012453|-14.973346|-10.174771|-14.367897|-10.578696|-7.8138633|-8.823844|-6.8417616|-12.85541|-10.603023|-12.491191,-71.88449489999999,9
14_gin_failed,Dan failed to mix a gin tonic. It was very strong.,failed,it,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-9.811677|-9.431868|-8.949709|-9.983829|-8.9963|-5.961344|-14.392487|-15.136063|-9.71064|-14.602919|-9.249234|-5.716662|-9.900862|-9.962388|-12.357984,-49.43206500000001,9
14_gin_failed,Dan failed to mix a gin tonic. It's not a big deal.,failed,subj,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|'s|##not|##a|##big|##deal|.|<|endoftext|>,-9.811677|-9.431868|-8.949709|-9.983829|-8.9963|-5.961344|-14.392487|-15.136063|-9.71064|-14.602919|-10.55429|-7.973207|-9.304533|-7.772865|-13.512683|-10.352638|-12.4353285,-74.07313500000001,9
15_bone_affirmative,David discovered a bone on his archeological expedition and it likely belonged to an extinct bird species.,affirmative,it,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828095|-12.088816|-9.169081|-5.91174|-9.637828|-9.829381|-11.58713|-16.428726|-9.905035|-7.3537316|-10.117939|-9.889551|-12.077262|-9.985262|-5.9386873|-5.8378305|-7.7314095|-8.555948|-10.415939|-12.563286,-80.54982829999999,10
15_bone_affirmative,David discovered a bone on his archeological expedition and it's not a big deal.,affirmative,subj,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.828095|-12.088816|-9.169081|-5.91174|-9.637828|-9.829381|-11.58713|-16.428726|-9.905035|-7.3537316|-10.117939|-10.847697|-7.89872|-9.083136|-7.6692195|-13.467941|-10.623208|-12.497129,-69.7078605,10
15_bone_negated,David didn't discover a bone on his archeological expedition and it likely belonged to an extinct bird species.,negated,it,David|##didn|'t|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828095|-13.199466|-11.194401|-14.005531|-9.722576|-5.0121584|-9.921049|-9.995696|-12.32756|-15.744516|-11.444517|-7.787244|-10.073662|-8.758238|-12.382484|-9.961678|-5.6364245|-5.9755163|-8.554283|-9.1880455|-10.54431|-12.66373,-81.0746413,12
15_bone_negated,David didn't discover a bone on his archeological expedition and it's not a big deal.,negated,subj,David|##didn|'t|##discover|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|'s|##not|##a|##big|##deal|.|<|endoftext|>,-11.828095|-13.199466|-11.194401|-14.005531|-9.722576|-5.0121584|-9.921049|-9.995696|-12.32756|-15.744516|-11.444517|-7.787244|-10.073662|-10.740504|-7.73507|-9.444064|-7.9070373|-13.616952|-10.559199|-12.594539,-70.0764883,12
