pair_id,sentence,type,pronoun,preferred,noun,verb
0,James owned a dog and  ||| the dog  ||| had a long tail.,negation,0,1,dog,own
10923,I doubt that Karen mentioned a bird and  ||| it  ||| had a red collar.,factive,1,0,bird,mention
10924,I know that Chris mentioned a bird and  ||| the bird  ||| had a blind eye.,factive,0,1,bird,mention
10924,I doubt that Chris mentioned a bird and  ||| the bird  ||| had a blind eye.,factive,0,0,bird,mention
10925,I know that Chris mentioned a bird and  ||| it  ||| had a blind eye.,factive,1,1,bird,mention
10925,I doubt that Chris mentioned a bird and  ||| it  ||| had a blind eye.,factive,1,0,bird,mention
10926,I know that Nancy mentioned a bird and  ||| the bird  ||| had a shrill voice.,factive,0,1,bird,mention
10926,I doubt that Nancy mentioned a bird and  ||| the bird  ||| had a shrill voice.,factive,0,0,bird,mention
10927,I know that Nancy mentioned a bird and  ||| it  ||| had a shrill voice.,factive,1,1,bird,mention
10927,I doubt that Nancy mentioned a bird and  ||| it  ||| had a shrill voice.,factive,1,0,bird,mention
10928,I know that Joseph mentioned a bird and  ||| the bird  ||| had a colorful back.,factive,0,1,bird,mention
10928,I doubt that Joseph mentioned a bird and  ||| the bird  ||| had a colorful back.,factive,0,0,bird,mention
10929,I know that Joseph mentioned a bird and  ||| it  ||| had a colorful back.,factive,1,1,bird,mention
10929,I doubt that Joseph mentioned a bird and  ||| it  ||| had a colorful back.,factive,1,0,bird,mention
10930,I know that Michael mentioned a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,1,bird,mention
10930,I doubt that Michael mentioned a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,0,bird,mention
10931,I know that Michael mentioned a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,1,bird,mention
10931,I doubt that Michael mentioned a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,0,bird,mention
10932,I know that Joseph mentioned a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,1,bird,mention
10932,I doubt that Joseph mentioned a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,0,bird,mention
10933,I know that Joseph mentioned a bird and  ||| it  ||| preferred fish over other food.,factive,1,1,bird,mention
10933,I doubt that Joseph mentioned a bird and  ||| it  ||| preferred fish over other food.,factive,1,0,bird,mention
10934,I know that Michael mentioned a bird and  ||| the bird  ||| was called Fido.,factive,0,1,bird,mention
10934,I doubt that Michael mentioned a bird and  ||| the bird  ||| was called Fido.,factive,0,0,bird,mention
10935,I know that Michael mentioned a bird and  ||| it  ||| was called Fido.,factive,1,1,bird,mention
10935,I doubt that Michael mentioned a bird and  ||| it  ||| was called Fido.,factive,1,0,bird,mention
10936,I know that James mentioned a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,1,bird,mention
10936,I doubt that James mentioned a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,0,bird,mention
10937,I know that James mentioned a bird and  ||| it  ||| liked to swim in lakes.,factive,1,1,bird,mention
10937,I doubt that James mentioned a bird and  ||| it  ||| liked to swim in lakes.,factive,1,0,bird,mention
10938,I know that Elizabeth mentioned a bird and  ||| the bird  ||| loved cheese.,factive,0,1,bird,mention
10938,I doubt that Elizabeth mentioned a bird and  ||| the bird  ||| loved cheese.,factive,0,0,bird,mention
10939,I know that Elizabeth mentioned a bird and  ||| it  ||| loved cheese.,factive,1,1,bird,mention
10939,I doubt that Elizabeth mentioned a bird and  ||| it  ||| loved cheese.,factive,1,0,bird,mention
10940,I know that Karen visited a bird and  ||| the bird  ||| had a long tail.,factive,0,1,bird,visit
10940,I doubt that Karen visited a bird and  ||| the bird  ||| had a long tail.,factive,0,0,bird,visit
10941,I know that Karen visited a bird and  ||| it  ||| had a long tail.,factive,1,1,bird,visit
10941,I doubt that Karen visited a bird and  ||| it  ||| had a long tail.,factive,1,0,bird,visit
10942,I know that Bob visited a bird and  ||| the bird  ||| had a red collar.,factive,0,1,bird,visit
10942,I doubt that Bob visited a bird and  ||| the bird  ||| had a red collar.,factive,0,0,bird,visit
10943,I know that Bob visited a bird and  ||| it  ||| had a red collar.,factive,1,1,bird,visit
10943,I doubt that Bob visited a bird and  ||| it  ||| had a red collar.,factive,1,0,bird,visit
10944,I know that James visited a bird and  ||| the bird  ||| had a blind eye.,factive,0,1,bird,visit
10944,I doubt that James visited a bird and  ||| the bird  ||| had a blind eye.,factive,0,0,bird,visit
10945,I know that James visited a bird and  ||| it  ||| had a blind eye.,factive,1,1,bird,visit
10945,I doubt that James visited a bird and  ||| it  ||| had a blind eye.,factive,1,0,bird,visit
10946,I know that Thomas visited a bird and  ||| the bird  ||| had a shrill voice.,factive,0,1,bird,visit
10946,I doubt that Thomas visited a bird and  ||| the bird  ||| had a shrill voice.,factive,0,0,bird,visit
10947,I know that Thomas visited a bird and  ||| it  ||| had a shrill voice.,factive,1,1,bird,visit
10947,I doubt that Thomas visited a bird and  ||| it  ||| had a shrill voice.,factive,1,0,bird,visit
10948,I know that Karen visited a bird and  ||| the bird  ||| had a colorful back.,factive,0,1,bird,visit
10948,I doubt that Karen visited a bird and  ||| the bird  ||| had a colorful back.,factive,0,0,bird,visit
10949,I know that Karen visited a bird and  ||| it  ||| had a colorful back.,factive,1,1,bird,visit
10949,I doubt that Karen visited a bird and  ||| it  ||| had a colorful back.,factive,1,0,bird,visit
10950,I know that David visited a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,1,bird,visit
10950,I doubt that David visited a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,0,bird,visit
10951,I know that David visited a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,1,bird,visit
10951,I doubt that David visited a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,0,bird,visit
10952,I know that Linda visited a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,1,bird,visit
10952,I doubt that Linda visited a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,0,bird,visit
10953,I know that Linda visited a bird and  ||| it  ||| preferred fish over other food.,factive,1,1,bird,visit
10953,I doubt that Linda visited a bird and  ||| it  ||| preferred fish over other food.,factive,1,0,bird,visit
10954,I know that Susan visited a bird and  ||| the bird  ||| was called Fido.,factive,0,1,bird,visit
10954,I doubt that Susan visited a bird and  ||| the bird  ||| was called Fido.,factive,0,0,bird,visit
10955,I know that Susan visited a bird and  ||| it  ||| was called Fido.,factive,1,1,bird,visit
10955,I doubt that Susan visited a bird and  ||| it  ||| was called Fido.,factive,1,0,bird,visit
10956,I know that Richard visited a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,1,bird,visit
10956,I doubt that Richard visited a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,0,bird,visit
10957,I know that Richard visited a bird and  ||| it  ||| liked to swim in lakes.,factive,1,1,bird,visit
10957,I doubt that Richard visited a bird and  ||| it  ||| liked to swim in lakes.,factive,1,0,bird,visit
10958,I know that Barbara visited a bird and  ||| the bird  ||| loved cheese.,factive,0,1,bird,visit
10958,I doubt that Barbara visited a bird and  ||| the bird  ||| loved cheese.,factive,0,0,bird,visit
10959,I know that Barbara visited a bird and  ||| it  ||| loved cheese.,factive,1,1,bird,visit
10959,I doubt that Barbara visited a bird and  ||| it  ||| loved cheese.,factive,1,0,bird,visit
10960,I know that Nancy met a bird and  ||| the bird  ||| had a long tail.,factive,0,1,bird,meet
10960,I doubt that Nancy met a bird and  ||| the bird  ||| had a long tail.,factive,0,0,bird,meet
10961,I know that Nancy met a bird and  ||| it  ||| had a long tail.,factive,1,1,bird,meet
10961,I doubt that Nancy met a bird and  ||| it  ||| had a long tail.,factive,1,0,bird,meet
10962,I know that Susan met a bird and  ||| the bird  ||| had a red collar.,factive,0,1,bird,meet
10962,I doubt that Susan met a bird and  ||| the bird  ||| had a red collar.,factive,0,0,bird,meet
10963,I know that Susan met a bird and  ||| it  ||| had a red collar.,factive,1,1,bird,meet
10963,I doubt that Susan met a bird and  ||| it  ||| had a red collar.,factive,1,0,bird,meet
10964,I know that David met a bird and  ||| the bird  ||| had a blind eye.,factive,0,1,bird,meet
10964,I doubt that David met a bird and  ||| the bird  ||| had a blind eye.,factive,0,0,bird,meet
10965,I know that David met a bird and  ||| it  ||| had a blind eye.,factive,1,1,bird,meet
10965,I doubt that David met a bird and  ||| it  ||| had a blind eye.,factive,1,0,bird,meet
10966,I know that Chris met a bird and  ||| the bird  ||| had a shrill voice.,factive,0,1,bird,meet
10966,I doubt that Chris met a bird and  ||| the bird  ||| had a shrill voice.,factive,0,0,bird,meet
10967,I know that Chris met a bird and  ||| it  ||| had a shrill voice.,factive,1,1,bird,meet
10967,I doubt that Chris met a bird and  ||| it  ||| had a shrill voice.,factive,1,0,bird,meet
10968,I know that Bill met a bird and  ||| the bird  ||| had a colorful back.,factive,0,1,bird,meet
10968,I doubt that Bill met a bird and  ||| the bird  ||| had a colorful back.,factive,0,0,bird,meet
10969,I know that Bill met a bird and  ||| it  ||| had a colorful back.,factive,1,1,bird,meet
10969,I doubt that Bill met a bird and  ||| it  ||| had a colorful back.,factive,1,0,bird,meet
10970,I know that Sarah met a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,1,bird,meet
10970,I doubt that Sarah met a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,0,bird,meet
10971,I know that Sarah met a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,1,bird,meet
10971,I doubt that Sarah met a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,0,bird,meet
10972,I know that Jessica met a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,1,bird,meet
10972,I doubt that Jessica met a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,0,bird,meet
10973,I know that Jessica met a bird and  ||| it  ||| preferred fish over other food.,factive,1,1,bird,meet
10973,I doubt that Jessica met a bird and  ||| it  ||| preferred fish over other food.,factive,1,0,bird,meet
10974,I know that Karen met a bird and  ||| the bird  ||| was called Fido.,factive,0,1,bird,meet
10974,I doubt that Karen met a bird and  ||| the bird  ||| was called Fido.,factive,0,0,bird,meet
10975,I know that Karen met a bird and  ||| it  ||| was called Fido.,factive,1,1,bird,meet
10975,I doubt that Karen met a bird and  ||| it  ||| was called Fido.,factive,1,0,bird,meet
10976,I know that Jessica met a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,1,bird,meet
10976,I doubt that Jessica met a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,0,bird,meet
10977,I know that Jessica met a bird and  ||| it  ||| liked to swim in lakes.,factive,1,1,bird,meet
10977,I doubt that Jessica met a bird and  ||| it  ||| liked to swim in lakes.,factive,1,0,bird,meet
10978,I know that Karen met a bird and  ||| the bird  ||| loved cheese.,factive,0,1,bird,meet
10978,I doubt that Karen met a bird and  ||| the bird  ||| loved cheese.,factive,0,0,bird,meet
10979,I know that Karen met a bird and  ||| it  ||| loved cheese.,factive,1,1,bird,meet
10979,I doubt that Karen met a bird and  ||| it  ||| loved cheese.,factive,1,0,bird,meet
10980,I know that Karen adopted a bird and  ||| the bird  ||| had a long tail.,factive,0,1,bird,adopt
10980,I doubt that Karen adopted a bird and  ||| the bird  ||| had a long tail.,factive,0,0,bird,adopt
10981,I know that Karen adopted a bird and  ||| it  ||| had a long tail.,factive,1,1,bird,adopt
10981,I doubt that Karen adopted a bird and  ||| it  ||| had a long tail.,factive,1,0,bird,adopt
10982,I know that Barbara adopted a bird and  ||| the bird  ||| had a red collar.,factive,0,1,bird,adopt
10982,I doubt that Barbara adopted a bird and  ||| the bird  ||| had a red collar.,factive,0,0,bird,adopt
10983,I know that Barbara adopted a bird and  ||| it  ||| had a red collar.,factive,1,1,bird,adopt
10983,I doubt that Barbara adopted a bird and  ||| it  ||| had a red collar.,factive,1,0,bird,adopt
10984,I know that Joseph adopted a bird and  ||| the bird  ||| had a blind eye.,factive,0,1,bird,adopt
10984,I doubt that Joseph adopted a bird and  ||| the bird  ||| had a blind eye.,factive,0,0,bird,adopt
10985,I know that Joseph adopted a bird and  ||| it  ||| had a blind eye.,factive,1,1,bird,adopt
10985,I doubt that Joseph adopted a bird and  ||| it  ||| had a blind eye.,factive,1,0,bird,adopt
10986,I know that Jennifer adopted a bird and  ||| the bird  ||| had a shrill voice.,factive,0,1,bird,adopt
10986,I doubt that Jennifer adopted a bird and  ||| the bird  ||| had a shrill voice.,factive,0,0,bird,adopt
10987,I know that Jennifer adopted a bird and  ||| it  ||| had a shrill voice.,factive,1,1,bird,adopt
10987,I doubt that Jennifer adopted a bird and  ||| it  ||| had a shrill voice.,factive,1,0,bird,adopt
10988,I know that Jessica adopted a bird and  ||| the bird  ||| had a colorful back.,factive,0,1,bird,adopt
10988,I doubt that Jessica adopted a bird and  ||| the bird  ||| had a colorful back.,factive,0,0,bird,adopt
10989,I know that Jessica adopted a bird and  ||| it  ||| had a colorful back.,factive,1,1,bird,adopt
10989,I doubt that Jessica adopted a bird and  ||| it  ||| had a colorful back.,factive,1,0,bird,adopt
10990,I know that Barbara adopted a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,1,bird,adopt
10990,I doubt that Barbara adopted a bird and  ||| the bird  ||| enjoyed frolicking in the forest.,factive,0,0,bird,adopt
10991,I know that Barbara adopted a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,1,bird,adopt
10991,I doubt that Barbara adopted a bird and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,0,bird,adopt
10992,I know that Mary adopted a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,1,bird,adopt
10992,I doubt that Mary adopted a bird and  ||| the bird  ||| preferred fish over other food.,factive,0,0,bird,adopt
10993,I know that Mary adopted a bird and  ||| it  ||| preferred fish over other food.,factive,1,1,bird,adopt
10993,I doubt that Mary adopted a bird and  ||| it  ||| preferred fish over other food.,factive,1,0,bird,adopt
10994,I know that Jessica adopted a bird and  ||| the bird  ||| was called Fido.,factive,0,1,bird,adopt
10994,I doubt that Jessica adopted a bird and  ||| the bird  ||| was called Fido.,factive,0,0,bird,adopt
10995,I know that Jessica adopted a bird and  ||| it  ||| was called Fido.,factive,1,1,bird,adopt
10995,I doubt that Jessica adopted a bird and  ||| it  ||| was called Fido.,factive,1,0,bird,adopt
10996,I know that Jessica adopted a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,1,bird,adopt
10996,I doubt that Jessica adopted a bird and  ||| the bird  ||| liked to swim in lakes.,factive,0,0,bird,adopt
10997,I know that Jessica adopted a bird and  ||| it  ||| liked to swim in lakes.,factive,1,1,bird,adopt
10997,I doubt that Jessica adopted a bird and  ||| it  ||| liked to swim in lakes.,factive,1,0,bird,adopt
10998,I know that John adopted a bird and  ||| the bird  ||| loved cheese.,factive,0,1,bird,adopt
10998,I doubt that John adopted a bird and  ||| the bird  ||| loved cheese.,factive,0,0,bird,adopt
10999,I know that John adopted a bird and  ||| it  ||| loved cheese.,factive,1,1,bird,adopt
10999,I doubt that John adopted a bird and  ||| it  ||| loved cheese.,factive,1,0,bird,adopt
11000,I know that John owned a rat and  ||| the rat  ||| had a long tail.,factive,0,1,rat,own
11000,I doubt that John owned a rat and  ||| the rat  ||| had a long tail.,factive,0,0,rat,own
11001,I know that John owned a rat and  ||| it  ||| had a long tail.,factive,1,1,rat,own
11001,I doubt that John owned a rat and  ||| it  ||| had a long tail.,factive,1,0,rat,own
11002,I know that Bob owned a rat and  ||| the rat  ||| had a red collar.,factive,0,1,rat,own
11002,I doubt that Bob owned a rat and  ||| the rat  ||| had a red collar.,factive,0,0,rat,own
11003,I know that Bob owned a rat and  ||| it  ||| had a red collar.,factive,1,1,rat,own
11003,I doubt that Bob owned a rat and  ||| it  ||| had a red collar.,factive,1,0,rat,own
11004,I know that Joseph owned a rat and  ||| the rat  ||| had a blind eye.,factive,0,1,rat,own
11004,I doubt that Joseph owned a rat and  ||| the rat  ||| had a blind eye.,factive,0,0,rat,own
11005,I know that Joseph owned a rat and  ||| it  ||| had a blind eye.,factive,1,1,rat,own
11005,I doubt that Joseph owned a rat and  ||| it  ||| had a blind eye.,factive,1,0,rat,own
11006,I know that Karen owned a rat and  ||| the rat  ||| had a shrill voice.,factive,0,1,rat,own
11006,I doubt that Karen owned a rat and  ||| the rat  ||| had a shrill voice.,factive,0,0,rat,own
11007,I know that Karen owned a rat and  ||| it  ||| had a shrill voice.,factive,1,1,rat,own
11007,I doubt that Karen owned a rat and  ||| it  ||| had a shrill voice.,factive,1,0,rat,own
11008,I know that Thomas owned a rat and  ||| the rat  ||| had a colorful back.,factive,0,1,rat,own
11008,I doubt that Thomas owned a rat and  ||| the rat  ||| had a colorful back.,factive,0,0,rat,own
11009,I know that Thomas owned a rat and  ||| it  ||| had a colorful back.,factive,1,1,rat,own
11009,I doubt that Thomas owned a rat and  ||| it  ||| had a colorful back.,factive,1,0,rat,own
11010,I know that Chris owned a rat and  ||| the rat  ||| enjoyed frolicking in the forest.,factive,0,1,rat,own
11010,I doubt that Chris owned a rat and  ||| the rat  ||| enjoyed frolicking in the forest.,factive,0,0,rat,own
11011,I know that Chris owned a rat and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,1,rat,own
11011,I doubt that Chris owned a rat and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,0,rat,own
11012,I know that Mary owned a rat and  ||| the rat  ||| preferred fish over other food.,factive,0,1,rat,own
11012,I doubt that Mary owned a rat and  ||| the rat  ||| preferred fish over other food.,factive,0,0,rat,own
11013,I know that Mary owned a rat and  ||| it  ||| preferred fish over other food.,factive,1,1,rat,own
11013,I doubt that Mary owned a rat and  ||| it  ||| preferred fish over other food.,factive,1,0,rat,own
11014,I know that David owned a rat and  ||| the rat  ||| was called Fido.,factive,0,1,rat,own
11014,I doubt that David owned a rat and  ||| the rat  ||| was called Fido.,factive,0,0,rat,own
11015,I know that David owned a rat and  ||| it  ||| was called Fido.,factive,1,1,rat,own
11015,I doubt that David owned a rat and  ||| it  ||| was called Fido.,factive,1,0,rat,own
11016,I know that Nancy owned a rat and  ||| the rat  ||| liked to swim in lakes.,factive,0,1,rat,own
11016,I doubt that Nancy owned a rat and  ||| the rat  ||| liked to swim in lakes.,factive,0,0,rat,own
11017,I know that Nancy owned a rat and  ||| it  ||| liked to swim in lakes.,factive,1,1,rat,own
11017,I doubt that Nancy owned a rat and  ||| it  ||| liked to swim in lakes.,factive,1,0,rat,own
11018,I know that James owned a rat and  ||| the rat  ||| loved cheese.,factive,0,1,rat,own
11018,I doubt that James owned a rat and  ||| the rat  ||| loved cheese.,factive,0,0,rat,own
11019,I know that James owned a rat and  ||| it  ||| loved cheese.,factive,1,1,rat,own
11019,I doubt that James owned a rat and  ||| it  ||| loved cheese.,factive,1,0,rat,own
11020,I know that Linda saw a rat and  ||| the rat  ||| had a long tail.,factive,0,1,rat,see
11020,I doubt that Linda saw a rat and  ||| the rat  ||| had a long tail.,factive,0,0,rat,see
11021,I know that Linda saw a rat and  ||| it  ||| had a long tail.,factive,1,1,rat,see
11021,I doubt that Linda saw a rat and  ||| it  ||| had a long tail.,factive,1,0,rat,see
11022,I know that Jessica saw a rat and  ||| the rat  ||| had a red collar.,factive,0,1,rat,see
11022,I doubt that Jessica saw a rat and  ||| the rat  ||| had a red collar.,factive,0,0,rat,see
11023,I know that Jessica saw a rat and  ||| it  ||| had a red collar.,factive,1,1,rat,see
11023,I doubt that Jessica saw a rat and  ||| it  ||| had a red collar.,factive,1,0,rat,see
11024,I know that Joseph saw a rat and  ||| the rat  ||| had a blind eye.,factive,0,1,rat,see
11024,I doubt that Joseph saw a rat and  ||| the rat  ||| had a blind eye.,factive,0,0,rat,see
11025,I know that Joseph saw a rat and  ||| it  ||| had a blind eye.,factive,1,1,rat,see
11025,I doubt that Joseph saw a rat and  ||| it  ||| had a blind eye.,factive,1,0,rat,see
11026,I know that Mary saw a rat and  ||| the rat  ||| had a shrill voice.,factive,0,1,rat,see
11026,I doubt that Mary saw a rat and  ||| the rat  ||| had a shrill voice.,factive,0,0,rat,see
11027,I know that Mary saw a rat and  ||| it  ||| had a shrill voice.,factive,1,1,rat,see
11027,I doubt that Mary saw a rat and  ||| it  ||| had a shrill voice.,factive,1,0,rat,see
11028,I know that John saw a rat and  ||| the rat  ||| had a colorful back.,factive,0,1,rat,see
11028,I doubt that John saw a rat and  ||| the rat  ||| had a colorful back.,factive,0,0,rat,see
11029,I know that John saw a rat and  ||| it  ||| had a colorful back.,factive,1,1,rat,see
11029,I doubt that John saw a rat and  ||| it  ||| had a colorful back.,factive,1,0,rat,see
11030,I know that Bob saw a rat and  ||| the rat  ||| enjoyed frolicking in the forest.,factive,0,1,rat,see
11030,I doubt that Bob saw a rat and  ||| the rat  ||| enjoyed frolicking in the forest.,factive,0,0,rat,see
11031,I know that Bob saw a rat and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,1,rat,see
11031,I doubt that Bob saw a rat and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,0,rat,see
11032,I know that Sarah saw a rat and  ||| the rat  ||| preferred fish over other food.,factive,0,1,rat,see
11032,I doubt that Sarah saw a rat and  ||| the rat  ||| preferred fish over other food.,factive,0,0,rat,see
11033,I know that Sarah saw a rat and  ||| it  ||| preferred fish over other food.,factive,1,1,rat,see
11033,I doubt that Sarah saw a rat and  ||| it  ||| preferred fish over other food.,factive,1,0,rat,see
11034,I know that Jennifer saw a rat and  ||| the rat  ||| was called Fido.,factive,0,1,rat,see
11034,I doubt that Jennifer saw a rat and  ||| the rat  ||| was called Fido.,factive,0,0,rat,see
11035,I know that Jennifer saw a rat and  ||| it  ||| was called Fido.,factive,1,1,rat,see
11035,I doubt that Jennifer saw a rat and  ||| it  ||| was called Fido.,factive,1,0,rat,see
11036,I know that Barbara saw a rat and  ||| the rat  ||| liked to swim in lakes.,factive,0,1,rat,see
11036,I doubt that Barbara saw a rat and  ||| the rat  ||| liked to swim in lakes.,factive,0,0,rat,see
11037,I know that Barbara saw a rat and  ||| it  ||| liked to swim in lakes.,factive,1,1,rat,see
11037,I doubt that Barbara saw a rat and  ||| it  ||| liked to swim in lakes.,factive,1,0,rat,see
11038,I know that Chris saw a rat and  ||| the rat  ||| loved cheese.,factive,0,1,rat,see
11038,I doubt that Chris saw a rat and  ||| the rat  ||| loved cheese.,factive,0,0,rat,see
11039,I know that Chris saw a rat and  ||| it  ||| loved cheese.,factive,1,1,rat,see
11039,I doubt that Chris saw a rat and  ||| it  ||| loved cheese.,factive,1,0,rat,see
11040,I know that Thomas kicked a rat and  ||| the rat  ||| had a long tail.,factive,0,1,rat,kick
11040,I doubt that Thomas kicked a rat and  ||| the rat  ||| had a long tail.,factive,0,0,rat,kick
11041,I know that Thomas kicked a rat and  ||| it  ||| had a long tail.,factive,1,1,rat,kick
11041,I doubt that Thomas kicked a rat and  ||| it  ||| had a long tail.,factive,1,0,rat,kick
11042,I know that Linda kicked a rat and  ||| the rat  ||| had a red collar.,factive,0,1,rat,kick
11042,I doubt that Linda kicked a rat and  ||| the rat  ||| had a red collar.,factive,0,0,rat,kick
11043,I know that Linda kicked a rat and  ||| it  ||| had a red collar.,factive,1,1,rat,kick
11043,I doubt that Linda kicked a rat and  ||| it  ||| had a red collar.,factive,1,0,rat,kick
11044,I know that Karen kicked a rat and  ||| the rat  ||| had a blind eye.,factive,0,1,rat,kick
11044,I doubt that Karen kicked a rat and  ||| the rat  ||| had a blind eye.,factive,0,0,rat,kick
11045,I know that Karen kicked a rat and  ||| it  ||| had a blind eye.,factive,1,1,rat,kick
11045,I doubt that Karen kicked a rat and  ||| it  ||| had a blind eye.,factive,1,0,rat,kick
11046,I know that Linda kicked a rat and  ||| the rat  ||| had a shrill voice.,factive,0,1,rat,kick
11046,I doubt that Linda kicked a rat and  ||| the rat  ||| had a shrill voice.,factive,0,0,rat,kick
11047,I know that Linda kicked a rat and  ||| it  ||| had a shrill voice.,factive,1,1,rat,kick
11047,I doubt that Linda kicked a rat and  ||| it  ||| had a shrill voice.,factive,1,0,rat,kick
11048,I know that Chris kicked a rat and  ||| the rat  ||| had a colorful back.,factive,0,1,rat,kick
11048,I doubt that Chris kicked a rat and  ||| the rat  ||| had a colorful back.,factive,0,0,rat,kick
11049,I know that Chris kicked a rat and  ||| it  ||| had a colorful back.,factive,1,1,rat,kick
11049,I doubt that Chris kicked a rat and  ||| it  ||| had a colorful back.,factive,1,0,rat,kick
11050,I know that Linda kicked a rat and  ||| the rat  ||| enjoyed frolicking in the forest.,factive,0,1,rat,kick
11050,I doubt that Linda kicked a rat and  ||| the rat  ||| enjoyed frolicking in the forest.,factive,0,0,rat,kick
11051,I know that Linda kicked a rat and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,1,rat,kick
11051,I doubt that Linda kicked a rat and  ||| it  ||| enjoyed frolicking in the forest.,factive,1,0,rat,kick
11052,I know that Karen kicked a rat and  ||| the rat  ||| preferred fish over other food.,factive,0,1,rat,kick
11052,I doubt that Karen kicked a rat and  ||| the rat  ||| preferred fish over other food.,factive,0,0,rat,kick
11053,I know that Karen kicked a rat and  ||| it  ||| preferred fish over other food.,factive,1,1,rat,kick
11053,I doubt that Karen kicked a rat and  ||| it  ||| preferred fish over other food.,factive,1,0,rat,kick
11054,I know that Nancy kicked a rat and  ||| the rat  ||| was called Fido.,factive,0,1,rat,kick
11054,I doubt that Nancy kicked a rat and  ||| the rat  ||| was called Fido.,factive,0,0,rat,kick
11055,I know that Nancy kicked a rat and  ||| it  ||| was called Fido.,factive,1,1,rat,kick
11055,I doubt that Nancy kicked a rat and  ||| it  ||| was called Fido.,factive,1,0,rat,kick
11056,I know that Nancy kicked a rat and  ||| the rat  ||| liked to swim in lakes.,factive,0,1,rat,kick
11056,I doubt that Nancy kicked a rat and  ||| the rat  ||| liked to swim in lakes.,factive,0,0,rat,kick
11057,I know that Nancy kicked a rat and  ||| it  ||| liked to swim in lakes.,factive,1,1,rat,kick
11057,I doubt that Nancy kicked a rat and  ||| it  ||| liked to swim in lakes.,factive,1,0,rat,kick
11058,I know that Jennifer kicked a rat and  ||| the rat  ||| loved cheese.,factive,0,1,rat,kick
11058,I doubt that Jennifer kicked a rat and  ||| the rat  ||| loved cheese.,factive,0,0,rat,kick
11059,I know that Jennifer kicked a rat and  ||| it  ||| loved cheese.,factive,1,1,rat,kick
11059,I doubt that Jennifer kicked a rat and  ||| it  ||| loved cheese.,factive,1,0,rat,kick
11060,I know that Elizabeth brought a rat and  ||| the rat  ||| had a long tail.,factive,0,1,rat,bring
11060,I doubt that Elizabeth brought a rat and  ||| the rat  ||| had a long tail.,factive,0,0,rat,bring
11061,I know that Elizabeth brought a rat and  ||| it  ||| had a long tail.,factive,1,1,rat,bring
11061,I doubt that Elizabeth brought a rat and  ||| it  ||| had a long tail.,factive,1,0,rat,bring
11062,I know that Elizabeth brought a rat and  ||| the rat  ||| had a red collar.,factive,0,1,rat,bring
11062,I doubt that Elizabeth brought a rat and  ||| the rat  ||| had a red collar.,factive,0,0,rat,bring
11063,I know that Elizabeth brought a rat and  ||| it  ||| had a red collar.,factive,1,1,rat,bring
11063,I doubt that Elizabeth brought a rat and  ||| it  ||| had a red collar.,factive,1,0,rat,bring
11064,I know that Mary brought a rat and  ||| the rat  ||| had a blind eye.,factive,0,1,rat,bring
11064,I doubt that Mary brought a rat and  ||| the rat  ||| had a blind eye.,factive,0,0,rat,bring
11065,I know that Mary brought a rat and  ||| it  ||| had a blind eye.,factive,1,1,rat,bring
11065,I doubt that Mary brought a rat and  ||| it  ||| had a blind eye.,factive,1,0,rat,bring
11066,I know that Barbara brought a rat and  ||| the rat  ||| had a shrill voice.,factive,0,1,rat,bring
11066,I doubt that Barbara brought a rat and  ||| the rat  ||| had a shrill voice.,factive,0,0,rat,bring
