sentence,type,pronoun,preferred
Karen donated a motorcycle. It was fast.,negation,1,1
Karen didn't donate a motorcycle. It was fast.,negation,1,0
David donated a motorcycle. The motorcycle was slow.,negation,0,1
David didn't donate a motorcycle. The motorcycle was slow.,negation,0,0
David donated a motorcycle. It was slow.,negation,1,1
David didn't donate a motorcycle. It was slow.,negation,1,0
Elizabeth donated a motorcycle. The motorcycle was eco-friendly.,negation,0,1
Elizabeth didn't donate a motorcycle. The motorcycle was eco-friendly.,negation,0,0
Elizabeth donated a motorcycle. It was eco-friendly.,negation,1,1
Elizabeth didn't donate a motorcycle. It was eco-friendly.,negation,1,0
John donated a motorcycle. The motorcycle was expensive.,negation,0,1
John didn't donate a motorcycle. The motorcycle was expensive.,negation,0,0
John donated a motorcycle. It was expensive.,negation,1,1
John didn't donate a motorcycle. It was expensive.,negation,1,0
Karen donated a motorcycle. The motorcycle had a flat tire.,negation,0,1
Karen didn't donate a motorcycle. The motorcycle had a flat tire.,negation,0,0
Karen donated a motorcycle. It had a flat tire.,negation,1,1
Karen didn't donate a motorcycle. It had a flat tire.,negation,1,0
Mary donated a motorcycle. The motorcycle could seat multiple people.,negation,0,1
Mary didn't donate a motorcycle. The motorcycle could seat multiple people.,negation,0,0
Mary donated a motorcycle. It could seat multiple people.,negation,1,1
Mary didn't donate a motorcycle. It could seat multiple people.,negation,1,0
Susan donated a motorcycle. The motorcycle required a special cable.,negation,0,1
Susan didn't donate a motorcycle. The motorcycle required a special cable.,negation,0,0
Susan donated a motorcycle. It required a special cable.,negation,1,1
Susan didn't donate a motorcycle. It required a special cable.,negation,1,0
David donated a motorcycle. The motorcycle's rear mirror was dirty.,negation,0,1
David didn't donate a motorcycle. The motorcycle's rear mirror was dirty.,negation,0,0
David donated a motorcycle. Its rear mirror was dirty.,negation,1,1
David didn't donate a motorcycle. Its rear mirror was dirty.,negation,1,0
Richard donated a motorcycle. The motorcycle made squeaky noises.,negation,0,1
Richard didn't donate a motorcycle. The motorcycle made squeaky noises.,negation,0,0
Richard donated a motorcycle. It made squeaky noises.,negation,1,1
Richard didn't donate a motorcycle. It made squeaky noises.,negation,1,0
Bill repaired a motorcycle. The motorcycle was blue.,negation,0,1
Bill didn't repair a motorcycle. The motorcycle was blue.,negation,0,0
Bill repaired a motorcycle. It was blue.,negation,1,1
Bill didn't repair a motorcycle. It was blue.,negation,1,0
Jennifer repaired a motorcycle. The motorcycle was fast.,negation,0,1
Jennifer didn't repair a motorcycle. The motorcycle was fast.,negation,0,0
Jennifer repaired a motorcycle. It was fast.,negation,1,1
Jennifer didn't repair a motorcycle. It was fast.,negation,1,0
David repaired a motorcycle. The motorcycle was slow.,negation,0,1
David didn't repair a motorcycle. The motorcycle was slow.,negation,0,0
David repaired a motorcycle. It was slow.,negation,1,1
David didn't repair a motorcycle. It was slow.,negation,1,0
Bill repaired a motorcycle. The motorcycle was eco-friendly.,negation,0,1
Bill didn't repair a motorcycle. The motorcycle was eco-friendly.,negation,0,0
Bill repaired a motorcycle. It was eco-friendly.,negation,1,1
Bill didn't repair a motorcycle. It was eco-friendly.,negation,1,0
David repaired a motorcycle. The motorcycle was expensive.,negation,0,1
David didn't repair a motorcycle. The motorcycle was expensive.,negation,0,0
David repaired a motorcycle. It was expensive.,negation,1,1
David didn't repair a motorcycle. It was expensive.,negation,1,0
Susan repaired a motorcycle. The motorcycle had a flat tire.,negation,0,1
Susan didn't repair a motorcycle. The motorcycle had a flat tire.,negation,0,0
Susan repaired a motorcycle. It had a flat tire.,negation,1,1
Susan didn't repair a motorcycle. It had a flat tire.,negation,1,0
Richard repaired a motorcycle. The motorcycle could seat multiple people.,negation,0,1
Richard didn't repair a motorcycle. The motorcycle could seat multiple people.,negation,0,0
Richard repaired a motorcycle. It could seat multiple people.,negation,1,1
Richard didn't repair a motorcycle. It could seat multiple people.,negation,1,0
David repaired a motorcycle. The motorcycle required a special cable.,negation,0,1
David didn't repair a motorcycle. The motorcycle required a special cable.,negation,0,0
David repaired a motorcycle. It required a special cable.,negation,1,1
David didn't repair a motorcycle. It required a special cable.,negation,1,0
Jennifer repaired a motorcycle. The motorcycle's rear mirror was dirty.,negation,0,1
Jennifer didn't repair a motorcycle. The motorcycle's rear mirror was dirty.,negation,0,0
Jennifer repaired a motorcycle. Its rear mirror was dirty.,negation,1,1
Jennifer didn't repair a motorcycle. Its rear mirror was dirty.,negation,1,0
Joseph repaired a motorcycle. The motorcycle made squeaky noises.,negation,0,1
Joseph didn't repair a motorcycle. The motorcycle made squeaky noises.,negation,0,0
Joseph repaired a motorcycle. It made squeaky noises.,negation,1,1
Joseph didn't repair a motorcycle. It made squeaky noises.,negation,1,0
James ruined a motorcycle. The motorcycle was blue.,negation,0,1
James didn't ruin a motorcycle. The motorcycle was blue.,negation,0,0
James ruined a motorcycle. It was blue.,negation,1,1
James didn't ruin a motorcycle. It was blue.,negation,1,0
John ruined a motorcycle. The motorcycle was fast.,negation,0,1
John didn't ruin a motorcycle. The motorcycle was fast.,negation,0,0
John ruined a motorcycle. It was fast.,negation,1,1
John didn't ruin a motorcycle. It was fast.,negation,1,0
Thomas ruined a motorcycle. The motorcycle was slow.,negation,0,1
Thomas didn't ruin a motorcycle. The motorcycle was slow.,negation,0,0
Thomas ruined a motorcycle. It was slow.,negation,1,1
Thomas didn't ruin a motorcycle. It was slow.,negation,1,0
Susan ruined a motorcycle. The motorcycle was eco-friendly.,negation,0,1
Susan didn't ruin a motorcycle. The motorcycle was eco-friendly.,negation,0,0
Susan ruined a motorcycle. It was eco-friendly.,negation,1,1
Susan didn't ruin a motorcycle. It was eco-friendly.,negation,1,0
Nancy ruined a motorcycle. The motorcycle was expensive.,negation,0,1
Nancy didn't ruin a motorcycle. The motorcycle was expensive.,negation,0,0
Nancy ruined a motorcycle. It was expensive.,negation,1,1
Nancy didn't ruin a motorcycle. It was expensive.,negation,1,0
Mary ruined a motorcycle. The motorcycle had a flat tire.,negation,0,1
Mary didn't ruin a motorcycle. The motorcycle had a flat tire.,negation,0,0
Mary ruined a motorcycle. It had a flat tire.,negation,1,1
Mary didn't ruin a motorcycle. It had a flat tire.,negation,1,0
John ruined a motorcycle. The motorcycle could seat multiple people.,negation,0,1
John didn't ruin a motorcycle. The motorcycle could seat multiple people.,negation,0,0
John ruined a motorcycle. It could seat multiple people.,negation,1,1
John didn't ruin a motorcycle. It could seat multiple people.,negation,1,0
John ruined a motorcycle. The motorcycle required a special cable.,negation,0,1
John didn't ruin a motorcycle. The motorcycle required a special cable.,negation,0,0
John ruined a motorcycle. It required a special cable.,negation,1,1
John didn't ruin a motorcycle. It required a special cable.,negation,1,0
Karen ruined a motorcycle. The motorcycle's rear mirror was dirty.,negation,0,1
Karen didn't ruin a motorcycle. The motorcycle's rear mirror was dirty.,negation,0,0
Karen ruined a motorcycle. Its rear mirror was dirty.,negation,1,1
Karen didn't ruin a motorcycle. Its rear mirror was dirty.,negation,1,0
Bob ruined a motorcycle. The motorcycle made squeaky noises.,negation,0,1
Bob didn't ruin a motorcycle. The motorcycle made squeaky noises.,negation,0,0
Bob ruined a motorcycle. It made squeaky noises.,negation,1,1
Bob didn't ruin a motorcycle. It made squeaky noises.,negation,1,0
Mary bought a convertible. The convertible was blue.,negation,0,1
Mary didn't buy a convertible. The convertible was blue.,negation,0,0
Mary bought a convertible. It was blue.,negation,1,1
Mary didn't buy a convertible. It was blue.,negation,1,0
Karen bought a convertible. The convertible was fast.,negation,0,1
Karen didn't buy a convertible. The convertible was fast.,negation,0,0
Karen bought a convertible. It was fast.,negation,1,1
Karen didn't buy a convertible. It was fast.,negation,1,0
Barbara bought a convertible. The convertible was slow.,negation,0,1
Barbara didn't buy a convertible. The convertible was slow.,negation,0,0
Barbara bought a convertible. It was slow.,negation,1,1
Barbara didn't buy a convertible. It was slow.,negation,1,0
Nancy bought a convertible. The convertible was eco-friendly.,negation,0,1
Nancy didn't buy a convertible. The convertible was eco-friendly.,negation,0,0
Nancy bought a convertible. It was eco-friendly.,negation,1,1
Nancy didn't buy a convertible. It was eco-friendly.,negation,1,0
Elizabeth bought a convertible. The convertible was expensive.,negation,0,1
Elizabeth didn't buy a convertible. The convertible was expensive.,negation,0,0
Elizabeth bought a convertible. It was expensive.,negation,1,1
Elizabeth didn't buy a convertible. It was expensive.,negation,1,0
Sarah bought a convertible. The convertible had a flat tire.,negation,0,1
Sarah didn't buy a convertible. The convertible had a flat tire.,negation,0,0
Sarah bought a convertible. It had a flat tire.,negation,1,1
Sarah didn't buy a convertible. It had a flat tire.,negation,1,0
Linda bought a convertible. The convertible could seat multiple people.,negation,0,1
Linda didn't buy a convertible. The convertible could seat multiple people.,negation,0,0
Linda bought a convertible. It could seat multiple people.,negation,1,1
Linda didn't buy a convertible. It could seat multiple people.,negation,1,0
Barbara bought a convertible. The convertible required a special cable.,negation,0,1
Barbara didn't buy a convertible. The convertible required a special cable.,negation,0,0
Barbara bought a convertible. It required a special cable.,negation,1,1
Barbara didn't buy a convertible. It required a special cable.,negation,1,0
David bought a convertible. The convertible's rear mirror was dirty.,negation,0,1
David didn't buy a convertible. The convertible's rear mirror was dirty.,negation,0,0
David bought a convertible. Its rear mirror was dirty.,negation,1,1
David didn't buy a convertible. Its rear mirror was dirty.,negation,1,0
Jessica bought a convertible. The convertible made squeaky noises.,negation,0,1
Jessica didn't buy a convertible. The convertible made squeaky noises.,negation,0,0
Jessica bought a convertible. It made squeaky noises.,negation,1,1
Jessica didn't buy a convertible. It made squeaky noises.,negation,1,0
James rented a convertible. The convertible was blue.,negation,0,1
James didn't rent a convertible. The convertible was blue.,negation,0,0
James rented a convertible. It was blue.,negation,1,1
James didn't rent a convertible. It was blue.,negation,1,0
Sarah rented a convertible. The convertible was fast.,negation,0,1
Sarah didn't rent a convertible. The convertible was fast.,negation,0,0
Sarah rented a convertible. It was fast.,negation,1,1
Sarah didn't rent a convertible. It was fast.,negation,1,0
Richard rented a convertible. The convertible was slow.,negation,0,1
Richard didn't rent a convertible. The convertible was slow.,negation,0,0
Richard rented a convertible. It was slow.,negation,1,1
Richard didn't rent a convertible. It was slow.,negation,1,0
Sarah rented a convertible. The convertible was eco-friendly.,negation,0,1
Sarah didn't rent a convertible. The convertible was eco-friendly.,negation,0,0
Sarah rented a convertible. It was eco-friendly.,negation,1,1
Sarah didn't rent a convertible. It was eco-friendly.,negation,1,0
Bill rented a convertible. The convertible was expensive.,negation,0,1
Bill didn't rent a convertible. The convertible was expensive.,negation,0,0
Bill rented a convertible. It was expensive.,negation,1,1
Bill didn't rent a convertible. It was expensive.,negation,1,0
Sarah rented a convertible. The convertible had a flat tire.,negation,0,1
Sarah didn't rent a convertible. The convertible had a flat tire.,negation,0,0
Sarah rented a convertible. It had a flat tire.,negation,1,1
Sarah didn't rent a convertible. It had a flat tire.,negation,1,0
Elizabeth rented a convertible. The convertible could seat multiple people.,negation,0,1
Elizabeth didn't rent a convertible. The convertible could seat multiple people.,negation,0,0
Elizabeth rented a convertible. It could seat multiple people.,negation,1,1
Elizabeth didn't rent a convertible. It could seat multiple people.,negation,1,0
Joseph rented a convertible. The convertible required a special cable.,negation,0,1
Joseph didn't rent a convertible. The convertible required a special cable.,negation,0,0
Joseph rented a convertible. It required a special cable.,negation,1,1
Joseph didn't rent a convertible. It required a special cable.,negation,1,0
Barbara rented a convertible. The convertible's rear mirror was dirty.,negation,0,1
Barbara didn't rent a convertible. The convertible's rear mirror was dirty.,negation,0,0
Barbara rented a convertible. Its rear mirror was dirty.,negation,1,1
Barbara didn't rent a convertible. Its rear mirror was dirty.,negation,1,0
David rented a convertible. The convertible made squeaky noises.,negation,0,1
David didn't rent a convertible. The convertible made squeaky noises.,negation,0,0
David rented a convertible. It made squeaky noises.,negation,1,1
David didn't rent a convertible. It made squeaky noises.,negation,1,0
Michael fixed a convertible. The convertible was blue.,negation,0,1
Michael didn't fix a convertible. The convertible was blue.,negation,0,0
Michael fixed a convertible. It was blue.,negation,1,1
Michael didn't fix a convertible. It was blue.,negation,1,0
Nancy fixed a convertible. The convertible was fast.,negation,0,1
Nancy didn't fix a convertible. The convertible was fast.,negation,0,0
Nancy fixed a convertible. It was fast.,negation,1,1
Nancy didn't fix a convertible. It was fast.,negation,1,0
Thomas fixed a convertible. The convertible was slow.,negation,0,1
Thomas didn't fix a convertible. The convertible was slow.,negation,0,0
Thomas fixed a convertible. It was slow.,negation,1,1
Thomas didn't fix a convertible. It was slow.,negation,1,0
Michael fixed a convertible. The convertible was eco-friendly.,negation,0,1
Michael didn't fix a convertible. The convertible was eco-friendly.,negation,0,0
Michael fixed a convertible. It was eco-friendly.,negation,1,1
Michael didn't fix a convertible. It was eco-friendly.,negation,1,0
Elizabeth fixed a convertible. The convertible was expensive.,negation,0,1
Elizabeth didn't fix a convertible. The convertible was expensive.,negation,0,0
Elizabeth fixed a convertible. It was expensive.,negation,1,1
Elizabeth didn't fix a convertible. It was expensive.,negation,1,0
Sarah fixed a convertible. The convertible had a flat tire.,negation,0,1
Sarah didn't fix a convertible. The convertible had a flat tire.,negation,0,0
Sarah fixed a convertible. It had a flat tire.,negation,1,1
Sarah didn't fix a convertible. It had a flat tire.,negation,1,0
Susan fixed a convertible. The convertible could seat multiple people.,negation,0,1
Susan didn't fix a convertible. The convertible could seat multiple people.,negation,0,0
Susan fixed a convertible. It could seat multiple people.,negation,1,1
Susan didn't fix a convertible. It could seat multiple people.,negation,1,0
Thomas fixed a convertible. The convertible required a special cable.,negation,0,1
Thomas didn't fix a convertible. The convertible required a special cable.,negation,0,0
Thomas fixed a convertible. It required a special cable.,negation,1,1
Thomas didn't fix a convertible. It required a special cable.,negation,1,0
James fixed a convertible. The convertible's rear mirror was dirty.,negation,0,1
James didn't fix a convertible. The convertible's rear mirror was dirty.,negation,0,0
James fixed a convertible. Its rear mirror was dirty.,negation,1,1
James didn't fix a convertible. Its rear mirror was dirty.,negation,1,0
Linda fixed a convertible. The convertible made squeaky noises.,negation,0,1
Linda didn't fix a convertible. The convertible made squeaky noises.,negation,0,0
Linda fixed a convertible. It made squeaky noises.,negation,1,1
Linda didn't fix a convertible. It made squeaky noises.,negation,1,0
Sarah leased a convertible. The convertible was blue.,negation,0,1
Sarah didn't lease a convertible. The convertible was blue.,negation,0,0
Sarah leased a convertible. It was blue.,negation,1,1
Sarah didn't lease a convertible. It was blue.,negation,1,0
Elizabeth leased a convertible. The convertible was fast.,negation,0,1
Elizabeth didn't lease a convertible. The convertible was fast.,negation,0,0
Elizabeth leased a convertible. It was fast.,negation,1,1
Elizabeth didn't lease a convertible. It was fast.,negation,1,0
Bob leased a convertible. The convertible was slow.,negation,0,1
Bob didn't lease a convertible. The convertible was slow.,negation,0,0
Bob leased a convertible. It was slow.,negation,1,1
Bob didn't lease a convertible. It was slow.,negation,1,0
Mary leased a convertible. The convertible was eco-friendly.,negation,0,1
Mary didn't lease a convertible. The convertible was eco-friendly.,negation,0,0
Mary leased a convertible. It was eco-friendly.,negation,1,1
Mary didn't lease a convertible. It was eco-friendly.,negation,1,0
Joseph leased a convertible. The convertible was expensive.,negation,0,1
Joseph didn't lease a convertible. The convertible was expensive.,negation,0,0
Joseph leased a convertible. It was expensive.,negation,1,1
Joseph didn't lease a convertible. It was expensive.,negation,1,0
Richard leased a convertible. The convertible had a flat tire.,negation,0,1
Richard didn't lease a convertible. The convertible had a flat tire.,negation,0,0
Richard leased a convertible. It had a flat tire.,negation,1,1
Richard didn't lease a convertible. It had a flat tire.,negation,1,0
Bill leased a convertible. The convertible could seat multiple people.,negation,0,1
Bill didn't lease a convertible. The convertible could seat multiple people.,negation,0,0
Bill leased a convertible. It could seat multiple people.,negation,1,1
Bill didn't lease a convertible. It could seat multiple people.,negation,1,0
Bob leased a convertible. The convertible required a special cable.,negation,0,1
Bob didn't lease a convertible. The convertible required a special cable.,negation,0,0
Bob leased a convertible. It required a special cable.,negation,1,1
Bob didn't lease a convertible. It required a special cable.,negation,1,0
Thomas leased a convertible. The convertible's rear mirror was dirty.,negation,0,1
Thomas didn't lease a convertible. The convertible's rear mirror was dirty.,negation,0,0
Thomas leased a convertible. Its rear mirror was dirty.,negation,1,1
Thomas didn't lease a convertible. Its rear mirror was dirty.,negation,1,0
Joseph leased a convertible. The convertible made squeaky noises.,negation,0,1
Joseph didn't lease a convertible. The convertible made squeaky noises.,negation,0,0
Joseph leased a convertible. It made squeaky noises.,negation,1,1
Joseph didn't lease a convertible. It made squeaky noises.,negation,1,0
Thomas acquired a convertible. The convertible was blue.,negation,0,1
Thomas didn't acquire a convertible. The convertible was blue.,negation,0,0
Thomas acquired a convertible. It was blue.,negation,1,1
Thomas didn't acquire a convertible. It was blue.,negation,1,0
Joseph acquired a convertible. The convertible was fast.,negation,0,1
Joseph didn't acquire a convertible. The convertible was fast.,negation,0,0
Joseph acquired a convertible. It was fast.,negation,1,1
Joseph didn't acquire a convertible. It was fast.,negation,1,0
Nancy acquired a convertible. The convertible was slow.,negation,0,1
Nancy didn't acquire a convertible. The convertible was slow.,negation,0,0
Nancy acquired a convertible. It was slow.,negation,1,1
Nancy didn't acquire a convertible. It was slow.,negation,1,0
Jennifer acquired a convertible. The convertible was eco-friendly.,negation,0,1
Jennifer didn't acquire a convertible. The convertible was eco-friendly.,negation,0,0
Jennifer acquired a convertible. It was eco-friendly.,negation,1,1
Jennifer didn't acquire a convertible. It was eco-friendly.,negation,1,0
James acquired a convertible. The convertible was expensive.,negation,0,1
James didn't acquire a convertible. The convertible was expensive.,negation,0,0
James acquired a convertible. It was expensive.,negation,1,1
James didn't acquire a convertible. It was expensive.,negation,1,0
Elizabeth acquired a convertible. The convertible had a flat tire.,negation,0,1
Elizabeth didn't acquire a convertible. The convertible had a flat tire.,negation,0,0
Elizabeth acquired a convertible. It had a flat tire.,negation,1,1
Elizabeth didn't acquire a convertible. It had a flat tire.,negation,1,0
Bill acquired a convertible. The convertible could seat multiple people.,negation,0,1
Bill didn't acquire a convertible. The convertible could seat multiple people.,negation,0,0
Bill acquired a convertible. It could seat multiple people.,negation,1,1
Bill didn't acquire a convertible. It could seat multiple people.,negation,1,0
Mary acquired a convertible. The convertible required a special cable.,negation,0,1
Mary didn't acquire a convertible. The convertible required a special cable.,negation,0,0
Mary acquired a convertible. It required a special cable.,negation,1,1
Mary didn't acquire a convertible. It required a special cable.,negation,1,0
Barbara acquired a convertible. The convertible's rear mirror was dirty.,negation,0,1
Barbara didn't acquire a convertible. The convertible's rear mirror was dirty.,negation,0,0
Barbara acquired a convertible. Its rear mirror was dirty.,negation,1,1
Barbara didn't acquire a convertible. Its rear mirror was dirty.,negation,1,0
Bill acquired a convertible. The convertible made squeaky noises.,negation,0,1
Bill didn't acquire a convertible. The convertible made squeaky noises.,negation,0,0
Bill acquired a convertible. It made squeaky noises.,negation,1,1
Bill didn't acquire a convertible. It made squeaky noises.,negation,1,0
David destroyed a convertible. The convertible was blue.,negation,0,1
David didn't destroy a convertible. The convertible was blue.,negation,0,0
David destroyed a convertible. It was blue.,negation,1,1
David didn't destroy a convertible. It was blue.,negation,1,0
John destroyed a convertible. The convertible was fast.,negation,0,1
John didn't destroy a convertible. The convertible was fast.,negation,0,0
John destroyed a convertible. It was fast.,negation,1,1
John didn't destroy a convertible. It was fast.,negation,1,0
Nancy destroyed a convertible. The convertible was slow.,negation,0,1
Nancy didn't destroy a convertible. The convertible was slow.,negation,0,0
Nancy destroyed a convertible. It was slow.,negation,1,1
Nancy didn't destroy a convertible. It was slow.,negation,1,0
Chris destroyed a convertible. The convertible was eco-friendly.,negation,0,1
Chris didn't destroy a convertible. The convertible was eco-friendly.,negation,0,0
Chris destroyed a convertible. It was eco-friendly.,negation,1,1
Chris didn't destroy a convertible. It was eco-friendly.,negation,1,0
Jessica destroyed a convertible. The convertible was expensive.,negation,0,1
Jessica didn't destroy a convertible. The convertible was expensive.,negation,0,0
Jessica destroyed a convertible. It was expensive.,negation,1,1
Jessica didn't destroy a convertible. It was expensive.,negation,1,0
Chris destroyed a convertible. The convertible had a flat tire.,negation,0,1
Chris didn't destroy a convertible. The convertible had a flat tire.,negation,0,0
Chris destroyed a convertible. It had a flat tire.,negation,1,1
Chris didn't destroy a convertible. It had a flat tire.,negation,1,0
Chris destroyed a convertible. The convertible could seat multiple people.,negation,0,1
Chris didn't destroy a convertible. The convertible could seat multiple people.,negation,0,0
Chris destroyed a convertible. It could seat multiple people.,negation,1,1
Chris didn't destroy a convertible. It could seat multiple people.,negation,1,0
Joseph destroyed a convertible. The convertible required a special cable.,negation,0,1
Joseph didn't destroy a convertible. The convertible required a special cable.,negation,0,0
Joseph destroyed a convertible. It required a special cable.,negation,1,1
Joseph didn't destroy a convertible. It required a special cable.,negation,1,0
James destroyed a convertible. The convertible's rear mirror was dirty.,negation,0,1
James didn't destroy a convertible. The convertible's rear mirror was dirty.,negation,0,0
James destroyed a convertible. Its rear mirror was dirty.,negation,1,1
James didn't destroy a convertible. Its rear mirror was dirty.,negation,1,0
Jennifer destroyed a convertible. The convertible made squeaky noises.,negation,0,1
Jennifer didn't destroy a convertible. The convertible made squeaky noises.,negation,0,0
Jennifer destroyed a convertible. It made squeaky noises.,negation,1,1
Jennifer didn't destroy a convertible. It made squeaky noises.,negation,1,0
Linda stole a convertible. The convertible was blue.,negation,0,1
Linda didn't steal a convertible. The convertible was blue.,negation,0,0
Linda stole a convertible. It was blue.,negation,1,1
Linda didn't steal a convertible. It was blue.,negation,1,0
Richard stole a convertible. The convertible was fast.,negation,0,1
Richard didn't steal a convertible. The convertible was fast.,negation,0,0
Richard stole a convertible. It was fast.,negation,1,1
Richard didn't steal a convertible. It was fast.,negation,1,0
Barbara stole a convertible. The convertible was slow.,negation,0,1
Barbara didn't steal a convertible. The convertible was slow.,negation,0,0
Barbara stole a convertible. It was slow.,negation,1,1
Barbara didn't steal a convertible. It was slow.,negation,1,0
Michael stole a convertible. The convertible was eco-friendly.,negation,0,1
Michael didn't steal a convertible. The convertible was eco-friendly.,negation,0,0
Michael stole a convertible. It was eco-friendly.,negation,1,1
Michael didn't steal a convertible. It was eco-friendly.,negation,1,0
Mary stole a convertible. The convertible was expensive.,negation,0,1
Mary didn't steal a convertible. The convertible was expensive.,negation,0,0
Mary stole a convertible. It was expensive.,negation,1,1
Mary didn't steal a convertible. It was expensive.,negation,1,0
John stole a convertible. The convertible had a flat tire.,negation,0,1
John didn't steal a convertible. The convertible had a flat tire.,negation,0,0
John stole a convertible. It had a flat tire.,negation,1,1
John didn't steal a convertible. It had a flat tire.,negation,1,0
Chris stole a convertible. The convertible could seat multiple people.,negation,0,1
Chris didn't steal a convertible. The convertible could seat multiple people.,negation,0,0
Chris stole a convertible. It could seat multiple people.,negation,1,1
Chris didn't steal a convertible. It could seat multiple people.,negation,1,0
John stole a convertible. The convertible required a special cable.,negation,0,1
John didn't steal a convertible. The convertible required a special cable.,negation,0,0
John stole a convertible. It required a special cable.,negation,1,1
John didn't steal a convertible. It required a special cable.,negation,1,0
John stole a convertible. The convertible's rear mirror was dirty.,negation,0,1
John didn't steal a convertible. The convertible's rear mirror was dirty.,negation,0,0
John stole a convertible. Its rear mirror was dirty.,negation,1,1
John didn't steal a convertible. Its rear mirror was dirty.,negation,1,0
Bob stole a convertible. The convertible made squeaky noises.,negation,0,1
Bob didn't steal a convertible. The convertible made squeaky noises.,negation,0,0
Bob stole a convertible. It made squeaky noises.,negation,1,1
Bob didn't steal a convertible. It made squeaky noises.,negation,1,0
Bill donated a convertible. The convertible was blue.,negation,0,1
Bill didn't donate a convertible. The convertible was blue.,negation,0,0
Bill donated a convertible. It was blue.,negation,1,1
Bill didn't donate a convertible. It was blue.,negation,1,0
Karen donated a convertible. The convertible was fast.,negation,0,1
Karen didn't donate a convertible. The convertible was fast.,negation,0,0
Karen donated a convertible. It was fast.,negation,1,1
Karen didn't donate a convertible. It was fast.,negation,1,0
Chris donated a convertible. The convertible was slow.,negation,0,1
Chris didn't donate a convertible. The convertible was slow.,negation,0,0
Chris donated a convertible. It was slow.,negation,1,1
Chris didn't donate a convertible. It was slow.,negation,1,0
Chris donated a convertible. The convertible was eco-friendly.,negation,0,1
Chris didn't donate a convertible. The convertible was eco-friendly.,negation,0,0
Chris donated a convertible. It was eco-friendly.,negation,1,1
Chris didn't donate a convertible. It was eco-friendly.,negation,1,0
Nancy donated a convertible. The convertible was expensive.,negation,0,1
Nancy didn't donate a convertible. The convertible was expensive.,negation,0,0
Nancy donated a convertible. It was expensive.,negation,1,1
Nancy didn't donate a convertible. It was expensive.,negation,1,0
Karen donated a convertible. The convertible had a flat tire.,negation,0,1
Karen didn't donate a convertible. The convertible had a flat tire.,negation,0,0
Karen donated a convertible. It had a flat tire.,negation,1,1
Karen didn't donate a convertible. It had a flat tire.,negation,1,0
Richard donated a convertible. The convertible could seat multiple people.,negation,0,1
Richard didn't donate a convertible. The convertible could seat multiple people.,negation,0,0
Richard donated a convertible. It could seat multiple people.,negation,1,1
Richard didn't donate a convertible. It could seat multiple people.,negation,1,0
Nancy donated a convertible. The convertible required a special cable.,negation,0,1
Nancy didn't donate a convertible. The convertible required a special cable.,negation,0,0
Nancy donated a convertible. It required a special cable.,negation,1,1
Nancy didn't donate a convertible. It required a special cable.,negation,1,0
Jennifer donated a convertible. The convertible's rear mirror was dirty.,negation,0,1
Jennifer didn't donate a convertible. The convertible's rear mirror was dirty.,negation,0,0
Jennifer donated a convertible. Its rear mirror was dirty.,negation,1,1
Jennifer didn't donate a convertible. Its rear mirror was dirty.,negation,1,0
Joseph donated a convertible. The convertible made squeaky noises.,negation,0,1
Joseph didn't donate a convertible. The convertible made squeaky noises.,negation,0,0
Joseph donated a convertible. It made squeaky noises.,negation,1,1
Joseph didn't donate a convertible. It made squeaky noises.,negation,1,0
Bill repaired a convertible. The convertible was blue.,negation,0,1
Bill didn't repair a convertible. The convertible was blue.,negation,0,0
Bill repaired a convertible. It was blue.,negation,1,1
Bill didn't repair a convertible. It was blue.,negation,1,0
Linda repaired a convertible. The convertible was fast.,negation,0,1
Linda didn't repair a convertible. The convertible was fast.,negation,0,0
Linda repaired a convertible. It was fast.,negation,1,1
Linda didn't repair a convertible. It was fast.,negation,1,0
Jessica repaired a convertible. The convertible was slow.,negation,0,1
Jessica didn't repair a convertible. The convertible was slow.,negation,0,0
Jessica repaired a convertible. It was slow.,negation,1,1
Jessica didn't repair a convertible. It was slow.,negation,1,0
Karen repaired a convertible. The convertible was eco-friendly.,negation,0,1
Karen didn't repair a convertible. The convertible was eco-friendly.,negation,0,0
Karen repaired a convertible. It was eco-friendly.,negation,1,1
Karen didn't repair a convertible. It was eco-friendly.,negation,1,0
Joseph repaired a convertible. The convertible was expensive.,negation,0,1
Joseph didn't repair a convertible. The convertible was expensive.,negation,0,0
Joseph repaired a convertible. It was expensive.,negation,1,1
Joseph didn't repair a convertible. It was expensive.,negation,1,0
Jessica repaired a convertible. The convertible had a flat tire.,negation,0,1
Jessica didn't repair a convertible. The convertible had a flat tire.,negation,0,0
Jessica repaired a convertible. It had a flat tire.,negation,1,1
Jessica didn't repair a convertible. It had a flat tire.,negation,1,0
Karen repaired a convertible. The convertible could seat multiple people.,negation,0,1
Karen didn't repair a convertible. The convertible could seat multiple people.,negation,0,0
Karen repaired a convertible. It could seat multiple people.,negation,1,1
Karen didn't repair a convertible. It could seat multiple people.,negation,1,0
Karen repaired a convertible. The convertible required a special cable.,negation,0,1
Karen didn't repair a convertible. The convertible required a special cable.,negation,0,0
Karen repaired a convertible. It required a special cable.,negation,1,1
Karen didn't repair a convertible. It required a special cable.,negation,1,0
Jennifer repaired a convertible. The convertible's rear mirror was dirty.,negation,0,1
Jennifer didn't repair a convertible. The convertible's rear mirror was dirty.,negation,0,0
