id,sent,expected,tokens,logprobs
8_cake_failed_managed_sref,Michael failed to bake a cake but Adam managed to bake a cake. The cake was the best thing at the picnic.,1,Michael| failed| to| bake| a| cake| but| Adam| managed| to| bake| a| cake|.| The| cake| was| the| best| thing| at| the| picnic|.,"[-11.668227, -0.32692346, -11.021803, -1.4883077, -0.75603294, -5.1069784, -8.882165, -4.062799, -0.17874545, -2.0710342, -0.72608185, -0.85034543, -1.5905523, -3.0483532, -0.991174, -0.8513068, -4.87523, -1.5585045, -3.0389042, -5.5378604, -0.18545526, -4.223401, -0.9286895]"
8_cake_failed_managed_pref,Michael failed to bake a cake but Adam managed to bake a cake. The cakes were the best thing at the picnic.,0,Michael| failed| to| bake| a| cake| but| Adam| managed| to| bake| a| cake|.| The| cakes| were| the| best| thing| at| the| picnic|.,"[-11.668227, -0.32692346, -11.021803, -1.4883077, -0.75603294, -5.1069784, -8.882165, -4.062799, -0.17874545, -2.0710342, -0.72608185, -0.85034543, -1.5905523, -3.0483532, -5.3523893, -0.847877, -3.977852, -3.1757634, -3.2488847, -4.1109204, -0.20535827, -4.19455, -1.0022018]"
8_cake_failed_two_sref,Michael failed to bake a cake but Adam managed to bake two cakes. The cake was the best thing at the picnic.,0,Michael| failed| to| bake| a| cake| but| Adam| managed| to| bake| two| cakes|.| The| cake| was| the| best| thing| at| the| picnic|.,"[-11.668227, -0.32692346, -11.021803, -1.4883077, -0.75603294, -5.1069784, -8.882165, -4.062799, -0.17874545, -2.0710342, -3.3028069, -1.8429394, -1.4298308, -2.699747, -2.6584249, -2.412791, -4.7983494, -2.3612113, -2.5278275, -5.28656, -0.2627053, -4.351906, -0.9705779]"
8_cake_failed_two_pref,Michael failed to bake a cake but Adam managed to bake two cakes. The cakes were the best thing at the picnic.,1,Michael| failed| to| bake| a| cake| but| Adam| managed| to| bake| two| cakes|.| The| cakes| were| the| best| thing| at| the| picnic|.,"[-11.668227, -0.32692346, -11.021803, -1.4883077, -0.75603294, -5.1069784, -8.882165, -4.062799, -0.17874545, -2.0710342, -3.3028069, -1.8429394, -1.4298308, -2.699747, -2.578673, -0.77304125, -3.7473662, -3.7784832, -3.4923902, -4.5002346, -0.20349678, -4.0283437, -1.0206535]"
8_cake_failed_failed_sref,Michael failed to bake a cake and Adam failed to bake a cake as well. The cake was the best thing at the picnic.,0,Michael| failed| to| bake| a| cake| and| Adam| failed| to| bake| a| cake| as| well|.| The| cake| was| the| best| thing| at| the| picnic|.,"[-11.668227, -0.32692346, -11.021803, -1.4883077, -0.75603294, -3.399601, -8.596313, -2.2381308, -0.057751477, -2.5457814, -0.22951312, -0.2887296, -3.9881494, -0.09847019, -0.65214455, -3.1430092, -3.1452026, -1.7187315, -3.6699133, -3.3470187, -2.0443082, -4.9683166, -0.45403096, -4.871209, -1.1480219]"
8_cake_failed_failed_pref,Michael failed to bake a cake and Adam failed to bake a cake as well. The cakes were the best thing at the picnic.,0,Michael| failed| to| bake| a| cake| and| Adam| failed| to| bake| a| cake| as| well|.| The| cakes| were| the| best| thing| at| the| picnic|.,"[-11.668227, -0.32692346, -11.021803, -1.4883077, -0.75603294, -3.399601, -8.596313, -2.2381308, -0.057751477, -2.5457814, -0.22951312, -0.2887296, -3.9881494, -0.09847019, -0.65214455, -3.1430092, -4.388749, -1.0984964, -4.587971, -3.1009822, -2.8925815, -4.376645, -0.3540432, -4.9083557, -1.1753486]"
9_letter_affirmative_negation_sref,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents. The letter arrived three days after it was sent.,1,Carol|yn| wrote| a| letter| to| her| parents| but| Jennifer| didn|'t| write| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -7.312994, -3.284418, -3.1763425, -0.39522275, -1.9875662, -3.0864756, -5.7712226, -10.783108, -2.960113, -0.9237756, -2.490018, -1.2126757, -0.05076085, -0.6290857, -0.23253095, -0.2737306, -0.78532106, -3.3431416, -1.7684348, -6.9062386, -4.7804675, -0.3435661, -1.1526022, -3.930234, -0.22274132, -0.89829725, -0.8017293]"
9_letter_affirmative_negation_pref,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents. The letters arrived three days after they were sent.,0,Carol|yn| wrote| a| letter| to| her| parents| but| Jennifer| didn|'t| write| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -7.312994, -3.284418, -3.1763425, -0.39522275, -1.9875662, -3.0864756, -5.7712226, -10.783108, -2.960113, -0.9237756, -2.490018, -1.2126757, -0.05076085, -0.6290857, -0.23253095, -0.2737306, -0.78532106, -3.3431416, -3.1559336, -4.954152, -5.257601, -0.29399854, -1.6274006, -2.236939, -1.4393067, -0.95308703, -0.7246084]"
9_letter_two_negation_sref,Carolyn wrote two letters to her parents but Jennifer didn't write a letter to her parents. The letter arrived three days after it was sent.,0,Carol|yn| wrote| two| letters| to| her| parents| but| Jennifer| didn|'t| write| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -7.312994, -7.060605, -3.549517, -0.7107636, -2.205009, -2.9771078, -5.42365, -11.378043, -2.9322479, -1.003582, -1.9319655, -2.5727239, -0.4607825, -0.80943197, -0.3340549, -0.42316708, -0.8723127, -3.0230238, -2.8962948, -7.881946, -4.296607, -0.40346944, -0.8565606, -3.526162, -0.18530987, -0.9551948, -0.8496006]"
9_letter_two_negation_pref,Carolyn wrote two letters to her parents but Jennifer didn't write a letter to her parents. The letters arrived three days after they were sent.,1,Carol|yn| wrote| two| letters| to| her| parents| but| Jennifer| didn|'t| write| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -7.312994, -7.060605, -3.549517, -0.7107636, -2.205009, -2.9771078, -5.42365, -11.378043, -2.9322479, -1.003582, -1.9319655, -2.5727239, -0.4607825, -0.80943197, -0.3340549, -0.42316708, -0.8723127, -3.0230238, -1.8943875, -5.426606, -4.318255, -0.3113884, -1.2670902, -2.3337781, -1.3530337, -0.9947954, -0.7411793]"
9_letter_affirmative_affirmative_sref,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too. The letter arrived three days after it was sent.,0,Carol|yn| wrote| a| letter| to| her| parents| and| Jennifer| wrote| a| letter| to| her| parents| too|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -7.312994, -3.284418, -3.1763425, -0.39522275, -1.9875662, -3.0864756, -2.601296, -10.231028, -3.477156, -0.7899446, -0.21011797, -0.048609167, -0.45142838, -1.4539963, -4.3837595, -0.56824696, -3.1326785, -2.0533538, -7.08853, -5.0549498, -0.34253433, -1.3636768, -4.984933, -0.18561141, -1.0674111, -0.7394671]"
9_letter_affirmative_affirmative_pref,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too. The letters arrived three days after they were sent.,1,Carol|yn| wrote| a| letter| to| her| parents| and| Jennifer| wrote| a| letter| to| her| parents| too|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -7.312994, -3.284418, -3.1763425, -0.39522275, -1.9875662, -3.0864756, -2.601296, -10.231028, -3.477156, -0.7899446, -0.21011797, -0.048609167, -0.45142838, -1.4539963, -4.3837595, -0.56824696, -3.1326785, -1.4429814, -5.913759, -5.228003, -0.35334224, -1.4301744, -1.9774387, -1.3946036, -1.1766539, -0.6998699]"
9_letter_negation_affirmative_sref,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,Carol|yn| didn|'t| write| a| letter| to| her| parents| but| Jennifer| wrote| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -9.391515, -1.0664663, -6.1785126, -2.157605, -3.4357364, -1.143282, -1.7689093, -2.600184, -3.8965406, -9.865122, -2.7488217, -0.9861387, -0.2912632, -0.23110238, -0.49151418, -0.82578254, -1.3117589, -3.4066548, -0.91814744, -7.065205, -4.517603, -0.47669035, -0.92406017, -4.451315, -0.18444693, -1.1245689, -0.8172151]"
9_letter_negation_affirmative_pref,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents. The letters arrived three days after they were sent.,0,Carol|yn| didn|'t| write| a| letter| to| her| parents| but| Jennifer| wrote| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -9.391515, -1.0664663, -6.1785126, -2.157605, -3.4357364, -1.143282, -1.7689093, -2.600184, -3.8965406, -9.865122, -2.7488217, -0.9861387, -0.2912632, -0.23110238, -0.49151418, -0.82578254, -1.3117589, -3.4066548, -4.018189, -7.506851, -5.0822167, -0.47918394, -1.3711628, -2.3512585, -1.3732486, -1.1350838, -0.7579613]"
9_letter_negation_two_sref,Carolyn didn't write a letter to her parents but Jennifer wrote two letters to her parents. The letter arrived three days after it was sent.,0,Carol|yn| didn|'t| write| a| letter| to| her| parents| but| Jennifer| wrote| two| letters| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -9.391515, -1.0664663, -6.1785126, -2.157605, -3.4357364, -1.143282, -1.7689093, -2.600184, -3.8965406, -9.865122, -2.7488217, -3.8245664, -1.2176963, -1.0612189, -0.40361208, -0.5008914, -0.97299343, -2.9105484, -3.3093622, -8.058498, -4.64846, -0.50403845, -0.7708139, -4.034702, -0.15736014, -1.084698, -0.88532436]"
9_letter_negation_two_pref,Carolyn didn't write a letter to her parents but Jennifer wrote two letters to her parents. The letters arrived three days after they were sent.,1,Carol|yn| didn|'t| write| a| letter| to| her| parents| but| Jennifer| wrote| two| letters| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -9.391515, -1.0664663, -6.1785126, -2.157605, -3.4357364, -1.143282, -1.7689093, -2.600184, -3.8965406, -9.865122, -2.7488217, -3.8245664, -1.2176963, -1.0612189, -0.40361208, -0.5008914, -0.97299343, -2.9105484, -2.2755277, -6.5516205, -4.5243077, -0.52684575, -1.0494498, -3.1682296, -1.0644487, -1.2869761, -0.74533117]"
9_letter_negation_negation_sref,Carolyn didn't write a letter to her parents and Jennifer didn't write a letter to her parents either. The letter arrived three days after it was sent.,0,Carol|yn| didn|'t| write| a| letter| to| her| parents| and| Jennifer| didn|'t| write| a| letter| to| her| parents| either|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -9.391515, -1.0664663, -6.1785126, -2.157605, -3.4357364, -1.143282, -1.7689093, -2.600184, -4.0597715, -9.611443, -1.2154582, -0.006699858, -0.5871851, -0.4544083, -0.043774236, -0.06532476, -0.33073014, -0.86370844, -2.5920415, -0.61738175, -3.4892762, -3.3718688, -7.725857, -4.570944, -0.55698353, -1.2531087, -3.602571, -0.25960264, -1.2350591, -0.8993859]"
9_letter_negation_negation_pref,Carolyn didn't write a letter to her parents and Jennifer didn't write a letter to her parents either. The letters arrived three days after they were sent.,0,Carol|yn| didn|'t| write| a| letter| to| her| parents| and| Jennifer| didn|'t| write| a| letter| to| her| parents| either|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -9.391515, -1.0664663, -6.1785126, -2.157605, -3.4357364, -1.143282, -1.7689093, -2.600184, -4.0597715, -9.611443, -1.2154582, -0.006699858, -0.5871851, -0.4544083, -0.043774236, -0.06532476, -0.33073014, -0.86370844, -2.5920415, -0.61738175, -3.4892762, -3.1669872, -6.5666714, -5.0329924, -0.51898986, -1.1965752, -1.9854004, -1.3788072, -1.4738412, -0.85082847]"
9_letter_know_doubt_sref,I know that Carolyn wrote a letter to her parents but I doubt that Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,I| know| that| Carolyn| wrote| a| letter| to| her| parents| but| I| doubt| that| Jennifer| wrote| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-3.9132206, -2.423523, -11.683744, -6.3142433, -1.7234371, -3.0240676, -0.55094546, -3.3408697, -3.2676687, -4.055836, -0.7582839, -5.5547576, -1.0180061, -9.785843, -3.536823, -1.4049243, -0.11913396, -0.34335476, -0.48005354, -0.5224083, -0.79896975, -3.6586156, -2.7554882, -8.837209, -4.7885866, -0.5388654, -0.5678619, -4.8572426, -0.16816516, -1.3819692, -0.97635543]"
9_letter_know_doubt_pref,I know that Carolyn wrote a letter to her parents but I doubt that Jennifer wrote a letter to her parents. The letters arrived three days after they were sent.,0,I| know| that| Carolyn| wrote| a| letter| to| her| parents| but| I| doubt| that| Jennifer| wrote| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-3.9132206, -2.423523, -11.683744, -6.3142433, -1.7234371, -3.0240676, -0.55094546, -3.3408697, -3.2676687, -4.055836, -0.7582839, -5.5547576, -1.0180061, -9.785843, -3.536823, -1.4049243, -0.11913396, -0.34335476, -0.48005354, -0.5224083, -0.79896975, -3.6586156, -4.580146, -8.041773, -5.116867, -0.57664126, -0.91576415, -2.720614, -0.8671017, -1.5846858, -0.9051291]"
9_letter_two_doubt_sref,I know that Carolyn wrote two letters to her parents but I doubt that Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,0,I| know| that| Carolyn| wrote| two| letters| to| her| parents| but| I| doubt| that| Jennifer| wrote| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-3.9132206, -2.423523, -11.683744, -6.3142433, -5.88972, -4.0289197, -0.8250577, -2.9442453, -2.8992198, -4.024906, -0.9964251, -5.8836346, -0.8810645, -9.589596, -3.055361, -3.0694113, -0.50943565, -0.6232807, -0.46261725, -0.6437224, -0.89836586, -3.3834052, -2.8951554, -8.809412, -4.6292605, -0.6252198, -0.4350973, -4.678248, -0.16308948, -1.4507129, -1.0724751]"
9_letter_two_doubt_pref,I know that Carolyn wrote two letters to her parents but I doubt that Jennifer wrote a letter to her parents. The letters arrived three days after they were sent.,1,I| know| that| Carolyn| wrote| two| letters| to| her| parents| but| I| doubt| that| Jennifer| wrote| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-3.9132206, -2.423523, -11.683744, -6.3142433, -5.88972, -4.0289197, -0.8250577, -2.9442453, -2.8992198, -4.024906, -0.9964251, -5.8836346, -0.8810645, -9.589596, -3.055361, -3.0694113, -0.50943565, -0.6232807, -0.46261725, -0.6437224, -0.89836586, -3.3834052, -3.740603, -8.080602, -4.8848433, -0.6316734, -0.8538236, -3.1177263, -0.89681935, -1.3968873, -0.9587863]"
9_letter_know_know_sref,I know that Carolyn wrote a letter to her parents and I know that Jennifer wrote a letter to her parents as well. The letter arrived three days after it was sent.,0,I| know| that| Carolyn| wrote| a| letter| to| her| parents| and| I| know| that| Jennifer| wrote| a| letter| to| her| parents| as| well|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-3.9132206, -2.423523, -11.683744, -6.3142433, -1.7234371, -3.0240676, -0.55094546, -3.3408697, -3.2676687, -2.3715901, -2.4245028, -2.1872542, -0.45444247, -8.638681, -1.5027359, -0.33386835, -0.08886978, -0.12539414, -0.18915375, -0.55044115, -3.0298555, -0.031968243, -0.526486, -4.0330467, -2.3038437, -8.142781, -5.368966, -0.44917434, -0.6886129, -5.281244, -0.23392107, -1.3278828, -0.85538757]"
9_letter_know_know_pref,I know that Carolyn wrote a letter to her parents and I know that Jennifer wrote a letter to her parents as well. The letters arrived three days after they were sent.,1,I| know| that| Carolyn| wrote| a| letter| to| her| parents| and| I| know| that| Jennifer| wrote| a| letter| to| her| parents| as| well|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-3.9132206, -2.423523, -11.683744, -6.3142433, -1.7234371, -3.0240676, -0.55094546, -3.3408697, -3.2676687, -2.3715901, -2.4245028, -2.1872542, -0.45444247, -8.638681, -1.5027359, -0.33386835, -0.08886978, -0.12539414, -0.18915375, -0.55044115, -3.0298555, -0.031968243, -0.526486, -4.0330467, -2.0818303, -6.9226975, -5.76781, -0.5636489, -0.7991521, -2.0113273, -0.9424722, -2.6468697, -0.88023293]"
9_letter_doubt_know_sref,I doubt that Carolyn wrote a letter to her parents but I know that Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents| but| I| know| that| Jennifer| wrote| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-7.8072996, -1.8339221, -12.544672, -7.78548, -3.4143105, -2.1805367, -0.74572885, -2.6231542, -3.4309256, -4.985816, -1.4296663, -3.7612503, -1.0948739, -8.2857, -2.1510248, -0.99664813, -0.24349019, -0.21926005, -0.39004597, -0.83309036, -1.2143648, -3.3576632, -0.8606137, -6.5861855, -4.8958483, -0.398439, -0.5145229, -5.5215235, -0.17569144, -1.4568673, -0.85307467]"
9_letter_doubt_know_pref,I doubt that Carolyn wrote a letter to her parents but I know that Jennifer wrote a letter to her parents. The letters arrived three days after they were sent.,0,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents| but| I| know| that| Jennifer| wrote| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-7.8072996, -1.8339221, -12.544672, -7.78548, -3.4143105, -2.1805367, -0.74572885, -2.6231542, -3.4309256, -4.985816, -1.4296663, -3.7612503, -1.0948739, -8.2857, -2.1510248, -0.99664813, -0.24349019, -0.21926005, -0.39004597, -0.83309036, -1.2143648, -3.3576632, -4.891034, -6.3705273, -5.431739, -0.47278738, -0.8055751, -2.9233384, -0.9931914, -1.6588066, -0.8001159]"
9_letter_doubt_two_sref,I doubt that Carolyn wrote a letter to her parents but I know that Jennifer wrote two letters to her parents. The letter arrived three days after it was sent.,0,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents| but| I| know| that| Jennifer| wrote| two| letters| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-7.8072996, -1.8339221, -12.544672, -7.78548, -3.4143105, -2.1805367, -0.74572885, -2.6231542, -3.4309256, -4.985816, -1.4296663, -3.7612503, -1.0948739, -8.2857, -2.1510248, -5.09922, -0.8479316, -0.69885814, -0.38790298, -0.7284662, -1.2103637, -2.7348485, -3.9638119, -7.5637884, -4.9381742, -0.46006933, -0.4912935, -5.065329, -0.15124731, -1.3406296, -0.8403921]"
9_letter_doubt_two_pref,I doubt that Carolyn wrote a letter to her parents but I know that Jennifer wrote two letters to her parents. The letters arrived three days after they were sent.,1,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents| but| I| know| that| Jennifer| wrote| two| letters| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-7.8072996, -1.8339221, -12.544672, -7.78548, -3.4143105, -2.1805367, -0.74572885, -2.6231542, -3.4309256, -4.985816, -1.4296663, -3.7612503, -1.0948739, -8.2857, -2.1510248, -5.09922, -0.8479316, -0.69885814, -0.38790298, -0.7284662, -1.2103637, -2.7348485, -2.8993626, -5.4916387, -4.9749537, -0.52351743, -0.8554797, -3.6912425, -0.84783936, -1.495348, -0.73167264]"
9_letter_doubt_doubt_sref,I doubt that Carolyn wrote a letter to her parents and I doubt that Jennifer wrote a letter to her parents as well. The letter arrived three days after it was sent.,0,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents| and| I| doubt| that| Jennifer| wrote| a| letter| to| her| parents| as| well|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-7.8072996, -1.8339221, -12.544672, -7.78548, -3.4143105, -2.1805367, -0.74572885, -2.6231542, -3.4309256, -3.5289276, -2.590536, -1.3060663, -0.34222063, -8.023458, -2.181935, -0.532276, -0.07687956, -0.082669295, -0.3262231, -0.6745583, -4.079944, -0.29273117, -0.48293993, -3.1417236, -3.3069062, -9.433113, -5.3470006, -0.7326051, -0.52829885, -4.9470186, -0.20157218, -1.8011701, -1.0413606]"
9_letter_doubt_doubt_pref,I doubt that Carolyn wrote a letter to her parents and I doubt that Jennifer wrote a letter to her parents as well. The letters arrived three days after they were sent.,0,I| doubt| that| Carolyn| wrote| a| letter| to| her| parents| and| I| doubt| that| Jennifer| wrote| a| letter| to| her| parents| as| well|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-7.8072996, -1.8339221, -12.544672, -7.78548, -3.4143105, -2.1805367, -0.74572885, -2.6231542, -3.4309256, -3.5289276, -2.590536, -1.3060663, -0.34222063, -8.023458, -2.181935, -0.532276, -0.07687956, -0.082669295, -0.3262231, -0.6745583, -4.079944, -0.29273117, -0.48293993, -3.1417236, -3.0642877, -8.547704, -5.935752, -0.80846214, -0.62344366, -2.317164, -0.82908946, -2.334655, -0.9577334]"
9_letter_managed_failed_sref,Carolyn managed to write a letter to her parents but Jennifer failed to write a letter to her parents. The letter arrived three days after it was sent.,1,Carol|yn| managed| to| write| a| letter| to| her| parents| but| Jennifer| failed| to| write| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -9.718459, -0.33230773, -5.608927, -1.5033302, -3.9957986, -0.5985828, -1.361058, -2.439361, -4.8524666, -10.686282, -5.4660025, -0.5632629, -1.5630684, -1.3657228, -0.38138378, -0.70805573, -0.27708814, -0.8078233, -0.9334571, -2.7130213, -2.5083394, -5.422731, -4.292112, -0.64761686, -0.7745495, -3.9789057, -0.2836231, -1.1167077, -0.90828836]"
9_letter_managed_failed_pref,Carolyn managed to write a letter to her parents but Jennifer failed to write a letter to her parents. The letters arrived three days after they were sent.,0,Carol|yn| managed| to| write| a| letter| to| her| parents| but| Jennifer| failed| to| write| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -9.718459, -0.33230773, -5.608927, -1.5033302, -3.9957986, -0.5985828, -1.361058, -2.439361, -4.8524666, -10.686282, -5.4660025, -0.5632629, -1.5630684, -1.3657228, -0.38138378, -0.70805573, -0.27708814, -0.8078233, -0.9334571, -2.7130213, -3.572307, -4.288063, -4.627118, -0.5639647, -1.1643512, -2.3902116, -1.1276941, -1.2082198, -0.8148622]"
9_letter_two_failed_sref,Carolyn managed to write two letters to her parents but Jennifer failed to write a letter to her parents. The letter arrived three days after it was sent.,0,Carol|yn| managed| to| write| two| letters| to| her| parents| but| Jennifer| failed| to| write| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -9.718459, -0.33230773, -5.608927, -3.9370918, -4.1949897, -1.075336, -1.4640574, -2.3339777, -5.3822675, -10.586529, -5.5635014, -0.31417504, -0.959894, -2.1643796, -1.1304078, -0.9875442, -0.343561, -0.9544923, -1.1989655, -2.7216737, -3.612085, -6.6336985, -3.9366944, -0.7204658, -0.7422127, -3.615243, -0.2682704, -1.2692319, -1.0114897]"
9_letter_two_failed_pref,Carolyn managed to write two letters to her parents but Jennifer failed to write a letter to her parents. The letters arrived three days after they were sent.,1,Carol|yn| managed| to| write| two| letters| to| her| parents| but| Jennifer| failed| to| write| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -9.718459, -0.33230773, -5.608927, -3.9370918, -4.1949897, -1.075336, -1.4640574, -2.3339777, -5.3822675, -10.586529, -5.5635014, -0.31417504, -0.959894, -2.1643796, -1.1304078, -0.9875442, -0.343561, -0.9544923, -1.1989655, -2.7216737, -2.4521377, -5.603972, -4.5091166, -0.6097084, -0.98402935, -2.2010298, -1.3276399, -1.3457803, -0.90125334]"
9_letter_managed_managed_sref,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well. The letter arrived three days after it was sent.,0,Carol|yn| managed| to| write| a| letter| to| her| parents| and| Jennifer| managed| to| write| a| letter| to| her| parents| as| well|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -9.718459, -0.33230773, -5.608927, -1.5033302, -3.9957986, -0.5985828, -1.361058, -2.439361, -2.4529276, -11.059808, -3.5575712, -0.04023342, -1.5561591, -0.5764976, -0.2204882, -0.08644287, -0.47815934, -1.2685517, -2.8667147, -0.049329747, -0.562302, -2.8843162, -2.0286815, -5.6815166, -5.210418, -0.45676893, -1.0174671, -4.7259874, -0.20093428, -1.2480474, -0.87716824]"
9_letter_managed_managed_pref,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well. The letters arrived three days after they were sent.,1,Carol|yn| managed| to| write| a| letter| to| her| parents| and| Jennifer| managed| to| write| a| letter| to| her| parents| as| well|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -9.718459, -0.33230773, -5.608927, -1.5033302, -3.9957986, -0.5985828, -1.361058, -2.439361, -2.4529276, -11.059808, -3.5575712, -0.04023342, -1.5561591, -0.5764976, -0.2204882, -0.08644287, -0.47815934, -1.2685517, -2.8667147, -0.049329747, -0.562302, -2.8843162, -1.3990734, -4.6025968, -5.191045, -0.444627, -1.0812771, -2.0105257, -1.1952758, -1.5667423, -0.87577003]"
9_letter_failed_managed_sref,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents. The letter arrived three days after it was sent.,1,Carol|yn| failed| to| write| a| letter| to| her| parents| but| Jennifer| managed| to| write| a| letter| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -13.9640045, -0.41795936, -6.3863697, -1.9087139, -2.9153523, -0.83539444, -1.6052846, -2.9435277, -5.002263, -9.377679, -4.237566, -0.061390597, -1.3969252, -0.9463833, -0.43651035, -0.5074698, -0.34595805, -0.9649, -1.3453671, -2.9198072, -1.5523564, -4.944312, -4.3418274, -0.5044334, -1.1323361, -3.7346501, -0.20599627, -1.0432459, -0.8782213]"
9_letter_failed_managed_pref,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents. The letters arrived three days after they were sent.,0,Carol|yn| failed| to| write| a| letter| to| her| parents| but| Jennifer| managed| to| write| a| letter| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -13.9640045, -0.41795936, -6.3863697, -1.9087139, -2.9153523, -0.83539444, -1.6052846, -2.9435277, -5.002263, -9.377679, -4.237566, -0.061390597, -1.3969252, -0.9463833, -0.43651035, -0.5074698, -0.34595805, -0.9649, -1.3453671, -2.9198072, -3.608993, -4.332542, -4.767687, -0.50292116, -1.5006893, -1.9518778, -1.3711406, -1.0702354, -0.84323424]"
9_letter_failed_two_sref,Carolyn failed to write a letter to her parents but Jennifer managed to write two letters to her parents. The letter arrived three days after it was sent.,0,Carol|yn| failed| to| write| a| letter| to| her| parents| but| Jennifer| managed| to| write| two| letters| to| her| parents|.| The| letter| arrived| three| days| after| it| was| sent|.,"[-1.5136918, -13.9640045, -0.41795936, -6.3863697, -1.9087139, -2.9153523, -0.83539444, -1.6052846, -2.9435277, -5.002263, -9.377679, -4.237566, -0.061390597, -1.3969252, -3.9234254, -1.0375696, -1.075162, -0.35845408, -0.6848554, -1.2088554, -2.7048252, -3.2218628, -7.1717696, -4.321783, -0.5787974, -0.9799401, -3.2587705, -0.15597776, -1.1781043, -0.9451448]"
9_letter_failed_two_pref,Carolyn failed to write a letter to her parents but Jennifer managed to write two letters to her parents. The letters arrived three days after they were sent.,1,Carol|yn| failed| to| write| a| letter| to| her| parents| but| Jennifer| managed| to| write| two| letters| to| her| parents|.| The| letters| arrived| three| days| after| they| were| sent|.,"[-1.5136918, -13.9640045, -0.41795936, -6.3863697, -1.9087139, -2.9153523, -0.83539444, -1.6052846, -2.9435277, -5.002263, -9.377679, -4.237566, -0.061390597, -1.3969252, -3.9234254, -1.0375696, -1.075162, -0.35845408, -0.6848554, -1.2088554, -2.7048252, -1.8106011, -5.2234926, -4.410567, -0.5687943, -1.4769776, -2.540307, -1.035026, -1.1669616, -0.81695837]"
