id,sentence,type,pronoun,tokens,log_probs
10_hat_know,I know that Chris knitted a hat. He was very proud of it.,know,subj,I|##know|##that|##Chris|##kn|itted|##a|##hat|.|##He|##was|##very|##proud|##of|##it|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-6.609047|-12.671457|-16.901196|-8.805857|-7.732106|-9.773962|-12.546445|-9.767869|-5.9145555|-13.171663|-10.422816|-9.493089|-10.760284|-12.410637
10_hat_doubt,I doubt that Chris knitted a hat. It was very colorful.,doubt,it,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-8.253019|-11.769141|-5.176221|-5.8327413|-12.880394|-17.340866|-9.459472|-7.7165985|-9.972216|-14.061795|-9.718344|-5.707921|-10.970808|-10.0928|-12.497164
10_hat_doubt,I doubt that Chris knitted a hat. He didn't do any of the other assignments either.,doubt,subj,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|.|##He|##didn|'t|##do|##any|##of|##the|##other|##assignments|##either|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-5.8327394|-12.880392|-17.340866|-9.459472|-7.716599|-9.972217|-13.164909|-14.969083|-11.505481|-9.63103|-9.108986|-10.216306|-7.276339|-6.572084|-11.723415|-8.097674|-10.294909|-12.522088
10_hat_modal,Chris wants to knit a hat and it is very colorful.,modal,it,Chris|##wants|##to|##knit|##a|##hat|##and|##it|##is|##very|##colorful|.|<|endoftext|>,-11.102074|-11.867344|-8.494115|-7.6537952|-9.045015|-8.300096|-7.509036|-9.249683|-9.191599|-4.875613|-10.688987|-9.610488|-12.5838375
10_hat_modal,Chris wants to knit a hat and he already chose the color for the yarn.,modal,subj,Chris|##wants|##to|##knit|##a|##hat|##and|##he|##already|##chose|##the|##color|##for|##the|##yarn|.|<|endoftext|>,-11.102074|-11.867343|-8.494114|-7.6537957|-9.045013|-8.300094|-7.509037|-9.664735|-8.527195|-14.5365925|-8.286877|-6.946683|-9.59253|-8.623899|-7.5814114|-10.179974|-12.722728
10_hat_managed,Chris managed to knit a hat. It was very colorful.,managed,it,Chris|##managed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-11.102074|-11.942611|-8.755098|-9.235253|-8.809536|-7.761689|-10.175493|-14.32078|-9.835252|-5.3574|-10.743666|-10.6114025|-12.519827
10_hat_managed,Chris managed to knit a hat. He was very proud of it.,managed,subj,Chris|##managed|##to|##knit|##a|##hat|.|##He|##was|##very|##proud|##of|##it|.|<|endoftext|>,-11.102074|-11.942611|-8.755098|-9.235253|-8.809536|-7.761689|-10.175493|-12.784292|-9.853183|-6.4661865|-13.390169|-10.342272|-10.035084|-10.540689|-12.470011
10_hat_failed,Chris failed to knit a hat. It was very colorful.,failed,it,Chris|##failed|##to|##knit|##a|##hat|.|##It|##was|##very|##colorful|.|<|endoftext|>,-11.102074|-9.634362|-8.865461|-8.212915|-9.207033|-8.044796|-9.657259|-14.186801|-9.440128|-5.239519|-10.746257|-10.074745|-12.386619
10_hat_failed,Chris failed to knit a hat. He didn't do any of the other assignments either.,failed,subj,Chris|##failed|##to|##knit|##a|##hat|.|##He|##didn|'t|##do|##any|##of|##the|##other|##assignments|##either|.|<|endoftext|>,-11.102074|-9.634362|-8.86546|-8.212914|-9.207033|-8.044794|-9.657258|-12.960996|-14.922359|-11.9040165|-9.601224|-9.175472|-10.323054|-7.649064|-6.715019|-10.117299|-8.251894|-10.514392|-12.481914
11_cod_affirmative,Sarah caught a cod and it made a fantastic dinner.,affirmative,it,Sarah|##caught|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177859|-10.800243|-10.276901|-7.102433|-7.279274|-9.288427|-11.401723|-8.157524|-13.281212|-6.034068|-10.388548|-12.508798
11_cod_affirmative,Sarah caught a cod and she ate it for dinner.,affirmative,subj,Sarah|##caught|##a|##cod|##and|##she|##ate|##it|##for|##dinner|.|<|endoftext|>,-11.177859|-10.800243|-10.276901|-7.102433|-7.279274|-9.121952|-12.364974|-9.001072|-10.544593|-9.071446|-10.104884|-12.494939
11_cod_negated,Sarah didn't catch a cod and it made a fantastic dinner.,negated,it,Sarah|##didn|'t|##catch|##a|##cod|##and|##it|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177859|-12.250027|-11.474594|-11.840606|-10.471901|-8.074124|-7.2767467|-9.879874|-11.530303|-8.348143|-12.465575|-5.7854333|-10.009455|-12.521257
11_cod_negated,Sarah didn't catch a cod and she got dinner from the store instead.,negated,subj,Sarah|##didn|'t|##catch|##a|##cod|##and|##she|##got|##dinner|##from|##the|##store|##instead|.|<|endoftext|>,-11.177859|-12.250027|-11.474594|-11.840606|-10.471901|-8.074124|-7.2767467|-9.540245|-10.320054|-7.843297|-9.641436|-8.527049|-8.644666|-7.438928|-10.3751955|-12.590523
11_cod_know,I know that Sarah caught a cod. It made a fantastic dinner.,know,it,I|##know|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-8.253019|-10.449958|-5.3576446|-7.6139693|-10.733337|-9.415417|-7.174913|-9.565546|-13.707455|-11.372365|-8.687708|-12.434883|-6.1544943|-10.150314|-12.486424
11_cod_know,I know that Sarah caught a cod. She ate it for dinner.,know,subj,I|##know|##that|##Sarah|##caught|##a|##cod|.|##She|##ate|##it|##for|##dinner|.|<|endoftext|>,-8.253019|-10.449958|-5.3576446|-7.6139693|-10.733337|-9.415417|-7.174913|-9.565546|-13.328791|-12.169212|-8.949024|-10.719616|-8.465679|-9.949578|-12.571425
11_cod_doubt,I doubt that Sarah caught a cod. It made a fantastic dinner.,doubt,it,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-8.253019|-11.769141|-5.176221|-7.926985|-11.100553|-10.292746|-7.0605617|-9.83295|-14.138935|-11.182014|-8.561936|-12.1707735|-6.159129|-9.964399|-12.49165
11_cod_doubt,I doubt that Sarah caught a cod. She also didn't catch any shrimp.,doubt,subj,I|##doubt|##that|##Sarah|##caught|##a|##cod|.|##She|##also|##didn|'t|##catch|##any|##shrimp|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-7.9269853|-11.100553|-10.2927475|-7.0605617|-9.832949|-13.239215|-7.792464|-14.804345|-12.201084|-10.793379|-8.141077|-7.5544715|-10.04827|-12.590227
11_cod_modal,Sarah wants to catch a cod and it makes a fantastic dinner.,modal,it,Sarah|##wants|##to|##catch|##a|##cod|##and|##it|##makes|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177859|-12.339767|-8.366411|-12.214756|-9.87024|-7.418798|-7.168207|-9.826813|-12.116865|-8.52664|-12.540462|-5.898393|-10.304764|-12.545362
11_cod_modal,Sarah wants to catch a cod and she is obsessed with fishing blogs.,modal,subj,Sarah|##wants|##to|##catch|##a|##cod|##and|##she|##is|##obsessed|##with|##fishing|##blogs|.|<|endoftext|>,-11.177859|-12.339767|-8.366411|-12.214756|-9.87024|-7.418798|-7.168207|-9.866863|-9.924592|-12.559431|-9.321372|-8.706022|-10.827669|-9.750656|-12.490409
11_cod_managed,Sarah managed to catch a cod. It made a fantastic dinner.,managed,it,Sarah|##managed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177859|-11.9790325|-8.713058|-11.311855|-11.008524|-7.5133953|-10.574643|-14.2795725|-10.935938|-8.022269|-13.694796|-6.102504|-10.723581|-12.482402
11_cod_managed,Sarah managed to catch a cod. She ate it for dinner.,managed,subj,Sarah|##managed|##to|##catch|##a|##cod|.|##She|##ate|##it|##for|##dinner|.|<|endoftext|>,-11.177859|-11.9790325|-8.713058|-11.311855|-11.008524|-7.5133953|-10.574643|-13.629187|-11.778768|-9.531036|-10.340383|-9.47452|-10.585173|-12.541975
11_cod_failed,Sarah failed to catch a cod. It made a fantastic dinner.,failed,it,Sarah|##failed|##to|##catch|##a|##cod|.|##It|##made|##a|##fantastic|##dinner|.|<|endoftext|>,-11.177859|-10.110822|-9.129301|-10.688129|-10.1235285|-6.7961006|-9.805107|-13.897806|-11.057581|-8.268246|-12.387359|-6.126727|-10.107657|-12.550567
11_cod_failed,Sarah failed to catch a cod. She also didn't catch any shrimp.,failed,subj,Sarah|##failed|##to|##catch|##a|##cod|.|##She|##also|##didn|'t|##catch|##any|##shrimp|.|<|endoftext|>,-11.177859|-10.110822|-9.129301|-10.688129|-10.1235285|-6.7961006|-9.805107|-13.47342|-8.366887|-14.816511|-12.3488865|-10.149867|-8.949762|-7.6595464|-10.439302|-12.634712
12_ticket_affirmative,Thomas booked a ticket in advance and it was much cheaper than he expected.,affirmative,it,Thomas|##booked|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.44056|-9.851067|-9.252453|-8.959871|-7.293577|-13.660351|-7.3531904|-10.388671|-9.819836|-6.8128076|-10.633758|-9.965271|-9.9848175|-12.516729|-10.875063|-12.556066
12_ticket_affirmative,Thomas booked a ticket in advance and he also made a hotel reservation.,affirmative,subj,Thomas|##booked|##a|##ticket|##in|##advance|##and|##he|##also|##made|##a|##hotel|##reservation|.|<|endoftext|>,-12.44056|-9.851067|-9.252453|-8.959871|-7.293577|-13.660351|-7.3531904|-9.259525|-8.09531|-11.807473|-9.033758|-11.133715|-12.097686|-10.443591|-12.624313
12_ticket_negated,Thomas didn't book a ticket in advance and it was much cheaper than he expected.,negated,it,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##it|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.44056|-13.759116|-11.407675|-8.790061|-10.367292|-9.53252|-6.9778023|-14.727558|-7.46859|-10.535833|-9.824837|-7.1658278|-10.184377|-10.164754|-9.878158|-12.545637|-10.834712|-12.584338
12_ticket_negated,Thomas didn't book a ticket in advance and he couldn't get one at the airport.,negated,subj,Thomas|##didn|'t|##book|##a|##ticket|##in|##advance|##and|##he|##couldn|'t|##get|##one|##at|##the|##airport|.|<|endoftext|>,-12.44056|-13.759116|-11.407675|-8.790061|-10.367292|-9.53252|-6.9778023|-14.727558|-7.46859|-9.521211|-15.537605|-9.633877|-10.506197|-8.677409|-9.33316|-8.139004|-8.345919|-11.220301|-12.6434965
12_ticket_know,I know that Thomas booked a ticket in advance. It was much cheaper than he expected.,know,it,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-7.498925|-9.702371|-9.1683445|-9.371046|-7.515648|-13.92815|-10.451679|-14.484773|-9.698327|-6.366892|-10.080989|-10.071893|-9.799721|-12.885951|-10.459391|-12.606105
12_ticket_know,I know that Thomas booked a ticket in advance. He also made a hotel reservation.,know,subj,I|##know|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##He|##also|##made|##a|##hotel|##reservation|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-7.498925|-9.702371|-9.1683445|-9.371046|-7.515648|-13.92815|-10.451679|-13.0805|-7.5230274|-11.580668|-9.131062|-11.178106|-12.235879|-10.428076|-12.687593
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It was much cheaper than he expected.,doubt,it,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-6.8621964|-9.737686|-9.79063|-9.678352|-7.989547|-14.261793|-10.523602|-14.313073|-9.58145|-6.3064604|-10.104744|-10.1771145|-9.870571|-12.8531685|-10.322475|-12.610979
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. He didn't even show up at the airport until an hour before the flight.,doubt,subj,I|##doubt|##that|##Thomas|##booked|##a|##ticket|##in|##advance|.|##He|##didn|'t|##even|##show|##up|##at|##the|##airport|##until|##an|##hour|##before|##the|##flight|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-6.8621964|-9.737686|-9.79063|-9.678352|-7.989547|-14.261793|-10.523602|-14.147442|-15.04734|-11.835983|-7.759964|-13.965812|-9.500878|-9.898411|-8.889545|-7.105421|-9.731691|-10.389836|-12.620443|-10.076136|-9.658985|-7.592491|-10.859968|-12.614946
12_ticket_modal,Thomas wants to book a ticket in advance and it is much cheaper than he expected.,modal,it,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##it|##is|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.44056|-12.334769|-8.810965|-8.266565|-9.320386|-8.676989|-6.8027706|-13.371253|-7.534095|-9.92578|-9.407755|-6.9394293|-10.25867|-10.198319|-9.290135|-12.376979|-10.582196|-12.560813
12_ticket_modal,Thomas wants to book a ticket in advance and he started to look for cheap flights.,modal,subj,Thomas|##wants|##to|##book|##a|##ticket|##in|##advance|##and|##he|##started|##to|##look|##for|##cheap|##flights|.|<|endoftext|>,-12.44056|-12.334769|-8.810965|-8.266565|-9.320386|-8.676989|-6.8027706|-13.371253|-7.534095|-9.730798|-12.674218|-7.5826387|-11.886272|-8.830647|-7.721646|-10.419556|-11.007328|-12.655414
12_ticket_managed,Thomas managed to book a ticket. It was much cheaper than he expected.,managed,it,Thomas|##managed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.44056|-12.169339|-8.762886|-9.504739|-9.196397|-8.969938|-10.894326|-15.31389|-9.813248|-6.7062263|-10.183017|-10.414432|-10.134903|-12.920564|-11.172318|-12.567298
12_ticket_managed,Thomas managed to book a ticket. He also made a hotel reservation.,managed,subj,Thomas|##managed|##to|##book|##a|##ticket|.|##He|##also|##made|##a|##hotel|##reservation|.|<|endoftext|>,-12.44056|-12.169339|-8.762886|-9.504739|-9.196397|-8.969938|-10.894326|-13.671296|-8.150922|-11.618684|-9.126398|-10.502922|-12.3692|-10.658942|-12.654266
12_ticket_failed,Thomas failed to book a ticket. It was much cheaper than he expected.,failed,it,Thomas|##failed|##to|##book|##a|##ticket|.|##It|##was|##much|##cheaper|##than|##he|##expected|.|<|endoftext|>,-12.44056|-9.774783|-9.0649185|-8.705554|-10.195548|-8.898961|-10.392155|-14.888808|-9.307493|-6.9014235|-10.364732|-10.350934|-9.799816|-13.3516|-10.711194|-12.479549
12_ticket_failed,Thomas failed to book a ticket. He also didn't show up at the airport until an hour before the flight.,failed,subj,Thomas|##failed|##to|##book|##a|##ticket|.|##He|##also|##didn|'t|##show|##up|##at|##the|##airport|##until|##an|##hour|##before|##the|##flight|.|<|endoftext|>,-12.44056|-9.774786|-9.0649185|-8.705555|-10.195547|-8.898959|-10.392156|-13.7524|-8.269365|-14.708117|-13.342478|-13.395533|-11.87302|-9.021225|-8.325713|-6.608751|-9.917641|-9.770585|-12.653017|-10.83001|-9.535394|-7.4227495|-10.660233|-12.504679
13_bed_affirmative,Luke bought a bed and it was delivered the next day.,affirmative,it,Luke|##bought|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292291|-10.827535|-8.61352|-8.10565|-7.1380434|-9.6821|-9.685328|-9.2518425|-8.672815|-9.397943|-10.548241|-9.581834|-12.637552
13_bed_affirmative,Luke bought a bed and he also got a new dresser.,affirmative,subj,Luke|##bought|##a|##bed|##and|##he|##also|##got|##a|##new|##dress|er|.|<|endoftext|>,-9.292291|-10.827535|-8.61352|-8.10565|-7.1380434|-8.321712|-7.6555605|-10.080595|-8.050774|-7.679738|-8.2284565|-11.887451|-9.778906|-12.581706
13_bed_negated,Luke didn't buy a bed and it was delivered the next day.,negated,it,Luke|##didn|'t|##buy|##a|##bed|##and|##it|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292291|-11.131445|-11.24476|-11.625072|-9.527709|-9.237652|-7.428473|-9.488861|-9.44035|-9.920796|-9.050713|-9.708929|-10.922975|-9.774342|-12.471535
13_bed_negated,Luke didn't buy a bed and he also refused to get a new dresser.,negated,subj,Luke|##didn|'t|##buy|##a|##bed|##and|##he|##also|##refused|##to|##get|##a|##new|##dress|er|.|<|endoftext|>,-9.292291|-11.131443|-11.24476|-11.625071|-9.527708|-9.237649|-7.4284735|-9.059435|-8.577619|-14.41905|-9.0424385|-10.888595|-9.388082|-8.648874|-7.752163|-12.777232|-9.966371|-12.421873
13_bed_know,I know that Luke bought a bed. It was delivered the next day.,know,it,I|##know|##that|##Luke|##bought|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-8.253019|-10.449958|-5.3576446|-8.574777|-11.827878|-8.447285|-8.117918|-9.600777|-14.025639|-9.598133|-9.907909|-8.298756|-10.256208|-10.999926|-9.656136|-12.587163
13_bed_know,I know that Luke bought a bed. He also got a new dresser.,know,subj,I|##know|##that|##Luke|##bought|##a|##bed|.|##He|##also|##got|##a|##new|##dress|er|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-8.5747795|-11.827878|-8.447284|-8.11792|-9.600778|-11.90691|-6.875232|-10.645647|-8.043581|-7.512932|-8.575212|-12.5506735|-9.801096|-12.5925255
13_bed_doubt,I doubt that Luke bought a bed. It was delivered the next day.,doubt,it,I|##doubt|##that|##Luke|##bought|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-8.253019|-11.769141|-5.176221|-8.126867|-12.066042|-8.959325|-8.335995|-9.724557|-14.0466|-9.731036|-9.312181|-8.318878|-10.109938|-10.992938|-9.420279|-12.5663
13_bed_doubt,I doubt that Luke bought a bed. He didn't get a mattress either.,doubt,subj,I|##doubt|##that|##Luke|##bought|##a|##bed|.|##He|##didn|'t|##get|##a|##mattress|##either|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-8.126868|-12.066042|-8.959326|-8.335996|-9.724558|-12.888092|-15.069609|-11.259886|-11.826092|-9.291634|-8.915983|-8.462103|-9.855563|-12.455674
13_bed_modal,Luke wants to buy a bed and it is delivered the next day.,modal,it,Luke|##wants|##to|##buy|##a|##bed|##and|##it|##is|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292291|-11.132844|-8.379563|-11.006247|-8.771408|-8.534804|-7.3273807|-9.562418|-8.912204|-9.1850815|-8.516457|-9.5672245|-11.105058|-9.574593|-12.620147
13_bed_modal,Luke wants to buy a bed and he also wants to get a dresser.,modal,subj,Luke|##wants|##to|##buy|##a|##bed|##and|##he|##also|##wants|##to|##get|##a|##dress|er|.|<|endoftext|>,-9.292291|-11.132843|-8.379565|-11.006247|-8.771408|-8.534805|-7.327383|-9.15372|-9.336103|-12.929386|-8.976968|-10.981019|-8.618324|-7.563476|-11.646598|-9.646343|-12.595244
13_bed_managed,Luke managed to buy a bed. It was delivered the next day.,managed,it,Luke|##managed|##to|##buy|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292291|-9.924696|-8.698194|-10.809926|-8.49133|-8.701151|-10.3084955|-14.91024|-9.693679|-9.576408|-8.857676|-10.085444|-10.984891|-10.281298|-12.517888
13_bed_managed,Luke managed to buy a bed. He also got a new dresser.,managed,subj,Luke|##managed|##to|##buy|##a|##bed|.|##He|##also|##got|##a|##new|##dress|er|.|<|endoftext|>,-9.292291|-9.924696|-8.698194|-10.809926|-8.49133|-8.701151|-10.3084955|-12.570423|-7.8961697|-11.136885|-8.076116|-7.668814|-8.15255|-12.850984|-10.51016|-12.52168
13_bed_failed,Luke failed to buy a bed. It was delivered the next day.,failed,it,Luke|##failed|##to|##buy|##a|##bed|.|##It|##was|##delivered|##the|##next|##day|.|<|endoftext|>,-9.292291|-10.061971|-9.029913|-9.918077|-9.443307|-8.422371|-10.025473|-14.677092|-9.392805|-9.89688|-9.035068|-9.915807|-10.895216|-9.878428|-12.361728
13_bed_failed,Luke failed to buy a bed. He didn't get a mattress either.,failed,subj,Luke|##failed|##to|##buy|##a|##bed|.|##He|##didn|'t|##get|##a|##mattress|##either|.|<|endoftext|>,-9.292291|-10.061971|-9.029913|-9.918077|-9.443307|-8.422371|-10.025473|-12.819805|-15.055522|-12.109182|-11.301775|-9.329372|-8.052003|-8.959475|-10.4796915|-12.307478
14_gin_affirmative,Dan drank a gin tonic and it was very strong.,affirmative,it,Dan|##drank|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.811679|-10.54535|-9.569879|-5.9178667|-13.526836|-14.588371|-7.411318|-9.704759|-9.9732|-5.0669374|-10.462897|-10.171148|-12.421616
14_gin_affirmative,Dan drank a gin tonic and he regretted it the next morning.,affirmative,subj,Dan|##drank|##a|##gin|##ton|ic|##and|##he|##regretted|##it|##the|##next|##morning|.|<|endoftext|>,-9.811679|-10.54535|-9.569879|-5.9178667|-13.526836|-14.588371|-7.411318|-8.484411|-14.991482|-8.99275|-9.749519|-9.953128|-10.190914|-10.18481|-12.472037
14_gin_negated,Dan didn't drink a gin tonic and it was very strong.,negated,it,Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##it|##was|##very|##strong|.|<|endoftext|>,-9.811679|-13.125652|-11.340676|-8.810761|-11.170857|-6.0234103|-13.979631|-14.867619|-7.5637903|-9.773663|-9.337262|-5.7222347|-10.55301|-10.19396|-12.438767
14_gin_negated,Dan didn't drink a gin tonic and he left before everyone else was drunk.,negated,subj,Dan|##didn|'t|##drink|##a|##gin|##ton|ic|##and|##he|##left|##before|##everyone|##else|##was|##drunk|.|<|endoftext|>,-9.811679|-13.12565|-11.340676|-8.810762|-11.170856|-6.0234094|-13.979628|-14.86762|-7.5637903|-9.259807|-9.529479|-9.338897|-12.522111|-7.2905903|-9.9444685|-10.150954|-9.964193|-12.507093
14_gin_know,I know that Dan drank a gin tonic. It was very strong.,know,it,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-8.253019|-10.449958|-5.3576446|-6.8556547|-10.856232|-9.527842|-5.8391294|-13.62879|-14.778223|-9.899242|-13.868063|-9.375422|-5.577261|-10.523812|-10.591577|-12.439706
14_gin_know,I know that Dan drank a gin tonic. He regretted it in the morning.,know,subj,I|##know|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##He|##regretted|##it|##in|##the|##morning|.|<|endoftext|>,-8.253019|-10.449959|-5.357644|-6.855655|-10.856232|-9.5278425|-5.83913|-13.628794|-14.778223|-9.899241|-12.38532|-14.820423|-9.029607|-8.957019|-10.03254|-8.841497|-10.157638|-12.524957
14_gin_doubt,I doubt that Dan drank a gin tonic. It was very strong.,doubt,it,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-8.253019|-11.769141|-5.176221|-6.728992|-11.163639|-10.41547|-6.083642|-13.845102|-15.097126|-10.048482|-14.138006|-9.328542|-5.905426|-9.6741905|-10.368459|-12.508502
14_gin_doubt,I doubt that Dan drank a gin tonic. He didn't get any other drinks either.,doubt,subj,I|##doubt|##that|##Dan|##drank|##a|##gin|##ton|ic|.|##He|##didn|'t|##get|##any|##other|##drinks|##either|.|<|endoftext|>,-8.253019|-11.769141|-5.1762214|-6.728992|-11.163638|-10.41547|-6.08364|-13.845099|-15.097126|-10.048482|-13.446917|-14.970682|-12.034405|-10.7618|-8.027344|-8.344204|-11.168556|-7.7108855|-10.353729|-12.395959
14_gin_modal,Dan wants to drink a gin tonic and it is very strong.,modal,it,Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##it|##is|##very|##strong|.|<|endoftext|>,-9.811679|-11.999672|-8.597255|-8.89572|-9.736407|-6.138485|-13.487753|-14.838263|-7.2237854|-9.310318|-9.296194|-4.940753|-10.2967205|-9.888876|-12.478661
14_gin_modal,Dan wants to drink a gin tonic and he cannot wait for dry January to be over.,modal,subj,Dan|##wants|##to|##drink|##a|##gin|##ton|ic|##and|##he|##cannot|##wait|##for|##dry|##January|##to|##be|##over|.|<|endoftext|>,-9.811679|-11.999675|-8.597255|-8.895718|-9.736408|-6.1384845|-13.487754|-14.838263|-7.2237844|-9.529276|-12.307712|-11.711762|-9.493527|-7.528348|-9.052096|-9.636368|-12.699439|-10.925362|-10.030275|-12.54701
14_gin_managed,Dan managed to mix a gin tonic. It was very strong.,managed,it,Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-9.811679|-12.031501|-8.739631|-10.439814|-8.981433|-6.4674263|-14.012447|-14.973348|-10.174772|-14.367899|-9.67321|-5.6755095|-10.360575|-10.559971|-12.498724
14_gin_managed,Dan managed to mix a gin tonic. He served it with a cucumber.,managed,subj,Dan|##managed|##to|##mix|##a|##gin|##ton|ic|.|##He|##served|##it|##with|##a|##cuc|umber|.|<|endoftext|>,-9.811679|-12.031499|-8.73963|-10.439814|-8.981434|-6.467426|-14.012454|-14.973345|-10.174771|-12.704746|-10.50937|-9.6419525|-9.3344555|-8.897223|-14.1189165|-14.425236|-10.05264|-12.544005
14_gin_failed,Dan failed to mix a gin tonic. It was very strong.,failed,it,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##It|##was|##very|##strong|.|<|endoftext|>,-9.811679|-9.43187|-8.949707|-9.983827|-8.996299|-5.961341|-14.3924885|-15.136065|-9.710639|-14.60292|-9.249233|-5.716662|-9.900862|-9.962387|-12.357984
14_gin_failed,Dan failed to mix a gin tonic. He hadn't bought any tonic water.,failed,subj,Dan|##failed|##to|##mix|##a|##gin|##ton|ic|.|##He|##hadn|'t|##bought|##any|##ton|ic|##water|.|<|endoftext|>,-9.811679|-9.43187|-8.949708|-9.983827|-8.996299|-5.9613433|-14.392487|-15.136064|-9.71064|-12.990152|-18.498915|-15.133972|-12.908968|-7.6029005|-15.546825|-12.650564|-11.354099|-10.4375725|-12.532731
15_bone_affirmative,David discovered a bone on his archeological expedition and it likely belonged to an extinct bird species.,affirmative,it,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828097|-12.088817|-9.169082|-5.9117413|-9.637828|-9.82938|-11.587126|-16.428722|-9.905035|-7.3537326|-10.117939|-9.889553|-12.077267|-9.98526|-5.93869|-5.8378315|-7.731411|-8.555944|-10.415937|-12.563288
15_bone_affirmative,David discovered a bone on his archeological expedition and he brought it back to the lab for an extensive analysis.,affirmative,subj,David|##discovered|##a|##bone|##on|##his|##arche|ological|##expedition|##and|##he|##brought|##it|##back|##to|##the|##lab|##for|##an|##extensive|##analysis|.|<|endoftext|>,-11.828097|-12.088817|-9.169082|-5.9117413|-9.637828|-9.82938|-11.587126|-16.428722|-9.905035|-7.3537326|-9.114718|-13.040618|-10.332426|-5.9531446|-8.859098|-8.5957155|-8.798214|-10.95451|-8.450787|-10.367371|-11.519233|-10.472072|-12.641651
15_bone_negated,David didn't discover a bone on this archeological expedition and it likely belonged to an extinct bird species.,negated,it,David|##didn|'t|##discover|##a|##bone|##on|##this|##arche|ological|##expedition|##and|##it|##likely|##belonged|##to|##an|##extinct|##bird|##species|.|<|endoftext|>,-11.828097|-13.199465|-11.194399|-14.005531|-9.722577|-5.0121584|-9.92105|-10.682797|-12.126212|-16.3096|-11.963968|-7.758382|-9.961229|-8.765926|-12.486093|-9.768444|-5.745046|-5.882313|-8.554018|-8.956701|-10.50161|-12.684525
