id,sentence,type,expected,order,tokens,log_probs,pronoun_log_prob,critical_token_idx
9_letter_affirmative_negation,Carolyn wrote a letter to her parents but she didn't write them a card. The card,affirmative_negation,0,1,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##but|##she|##didn|'t|##write|##them|##a|##card|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-8.485653|-9.065218|-8.998713|-11.813357|-9.711575|-10.350189|-14.515798|-12.476192|-12.897655|-12.281969|-10.714622|-10.67022|-10.60966|-11.147777|-7.841202|-12.440706,-7.841202,18
9_letter_affirmative_negation,Carolyn wrote a card to her parents but she didn't write them a letter. The card,affirmative_negation,1,2,Car|olyn|##wrote|##a|##card|##to|##her|##parents|##but|##she|##didn|'t|##write|##them|##a|##letter|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-7.9398956|-8.508835|-8.550156|-12.354521|-9.721681|-10.53973|-14.470966|-12.8632555|-12.283641|-11.749703|-10.456131|-10.409691|-10.61463|-11.087133|-8.986373|-12.402417,-8.986373,18
9_letter_affirmative_negation,Carolyn wrote a card to her parents but she didn't write them a letter. The letter,affirmative_negation,0,2,Car|olyn|##wrote|##a|##card|##to|##her|##parents|##but|##she|##didn|'t|##write|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-7.9398956|-8.508835|-8.550156|-12.354521|-9.721681|-10.53973|-14.470966|-12.8632555|-12.283641|-11.749703|-10.456131|-10.409691|-10.61463|-11.087133|-8.404114|-12.43508,-8.404114,18
9_letter_negation_affirmative,Carolyn didn't write a letter to her parents but she wrote them a card. The card,negation_affirmative,1,1,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##but|##she|##wrote|##them|##a|##card|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-14.055525|-11.746869|-11.923832|-10.34622|-9.679918|-8.880577|-9.120557|-12.086178|-9.639718|-9.442268|-12.775396|-9.892315|-9.295849|-8.811625|-10.470654|-11.170626|-9.290645|-12.572148,-9.290645,18
9_letter_negation_affirmative,Carolyn didn't write a letter to her parents but she wrote them a card. The letter,negation_affirmative,0,1,Car|olyn|##didn|'t|##write|##a|##letter|##to|##her|##parents|##but|##she|##wrote|##them|##a|##card|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-14.055525|-11.746869|-11.923832|-10.34622|-9.679918|-8.880577|-9.120557|-12.086178|-9.639718|-9.442268|-12.775396|-9.892315|-9.295849|-8.811625|-10.470654|-11.170626|-10.247612|-12.572834,-10.247612,18
9_letter_negation_affirmative,Carolyn didn't write a card to her parents but she wrote them a letter. The letter,negation_affirmative,1,2,Car|olyn|##didn|'t|##write|##a|##card|##to|##her|##parents|##but|##she|##wrote|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-14.055525|-11.746869|-11.923832|-10.34622|-9.436632|-8.446669|-8.605444|-13.066595|-9.708153|-9.588619|-12.446386|-10.251662|-9.222097|-8.782011|-10.666454|-11.524592|-10.413785|-12.5596285,-10.413785,18
9_letter_negation_affirmative,Carolyn didn't write a card to her parents but she wrote them a letter. The card,negation_affirmative,0,2,Car|olyn|##didn|'t|##write|##a|##card|##to|##her|##parents|##but|##she|##wrote|##them|##a|##letter|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-14.055525|-11.746869|-11.923832|-10.34622|-9.436632|-8.446669|-8.605444|-13.066595|-9.708153|-9.588619|-12.446386|-10.251662|-9.222097|-8.782011|-10.666454|-11.524592|-9.7084465|-12.562421,-9.7084465,18
9_letter_know_doubt,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The letter,know_doubt,1,1,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|##but|##I|##doubt|##that|##she|##wrote|##them|##a|##card|.|##The|##letter|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-9.821015|-12.948979|-9.254856|-8.870079|-8.777389|-8.770995|-11.142079|-9.446445|-9.929617|-14.165197|-4.7089305|-9.600486|-13.011169|-9.598701|-9.766711|-9.268415|-9.883211|-10.884441|-9.378786|-12.621741,-9.378786,21
9_letter_know_doubt,I know that Carolyn wrote a letter to her parents but I doubt that she wrote them a card. The card,know_doubt,0,1,I|##know|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|##but|##I|##doubt|##that|##she|##wrote|##them|##a|##card|.|##The|##card|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-9.821015|-12.948979|-9.254856|-8.870079|-8.777389|-8.770995|-11.142079|-9.446445|-9.929617|-14.165197|-4.7089305|-9.600486|-13.011169|-9.598701|-9.766711|-9.268415|-9.883211|-10.884441|-7.4311514|-12.616161,-7.4311514,21
9_letter_know_doubt,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The card,know_doubt,1,2,I|##know|##that|##Carolyn|##wrote|##a|##card|##to|##her|##parents|##but|##I|##doubt|##that|##she|##wrote|##them|##a|##letter|.|##The|##card|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-9.821015|-12.948979|-9.254856|-8.022761|-8.404186|-8.60258|-11.821782|-9.412419|-9.936733|-14.160759|-5.1340065|-9.655781|-12.860395|-8.949583|-9.63537|-9.362171|-9.933163|-10.815589|-8.191549|-12.528504,-8.191549,21
9_letter_know_doubt,I know that Carolyn wrote a card to her parents but I doubt that she wrote them a letter. The letter,know_doubt,0,2,I|##know|##that|##Carolyn|##wrote|##a|##card|##to|##her|##parents|##but|##I|##doubt|##that|##she|##wrote|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-9.821015|-12.948979|-9.254856|-8.022761|-8.404186|-8.60258|-11.821782|-9.412419|-9.936733|-14.160759|-5.1340065|-9.655781|-12.860395|-8.949583|-9.63537|-9.362171|-9.933163|-10.815589|-8.233443|-12.536506,-8.233443,21
9_letter_doubt_know,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The card,doubt_know,1,1,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|##but|##I|##know|##that|##she|##wrote|##them|##a|##card|.|##The|##card|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-9.520815|-12.721075|-9.709591|-9.478109|-8.715591|-9.282272|-11.511759|-9.396305|-10.405317|-12.376524|-5.709408|-9.452591|-12.89995|-9.650053|-9.670176|-9.08966|-9.873256|-10.608315|-8.235006|-12.663907,-8.235006,21
9_letter_doubt_know,I doubt that Carolyn wrote a letter to her parents but I know that she wrote them a card. The letter,doubt_know,0,1,I|##doubt|##that|##Carolyn|##wrote|##a|##letter|##to|##her|##parents|##but|##I|##know|##that|##she|##wrote|##them|##a|##card|.|##The|##letter|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-9.520815|-12.721075|-9.709591|-9.478109|-8.715591|-9.282272|-11.511759|-9.396305|-10.405317|-12.376524|-5.709408|-9.452591|-12.89995|-9.650053|-9.670176|-9.08966|-9.873256|-10.608315|-9.168445|-12.665491,-9.168445,21
9_letter_doubt_know,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The letter,doubt_know,1,2,I|##doubt|##that|##Carolyn|##wrote|##a|##card|##to|##her|##parents|##but|##I|##know|##that|##she|##wrote|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-9.520815|-12.721075|-9.709591|-8.685181|-8.35577|-8.843178|-12.097705|-9.387855|-10.3674965|-12.278369|-5.875638|-9.492602|-12.873143|-9.64245|-9.320911|-8.967979|-9.907526|-10.780237|-9.594788|-12.6393795,-9.594788,21
9_letter_doubt_know,I doubt that Carolyn wrote a card to her parents but I know that she wrote them a letter. The card,doubt_know,0,2,I|##doubt|##that|##Carolyn|##wrote|##a|##card|##to|##her|##parents|##but|##I|##know|##that|##she|##wrote|##them|##a|##letter|.|##The|##card|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-9.520815|-12.721075|-9.709591|-8.685181|-8.35577|-8.843178|-12.097705|-9.387855|-10.3674965|-12.278369|-5.875638|-9.492602|-12.873143|-9.64245|-9.320911|-8.967979|-9.907526|-10.780237|-8.399017|-12.639803,-8.399017,21
9_letter_affirmative_modal,Carolyn wrote a letter to her parents but she wanted to write them a card. The letter,affirmative_modal,1,1,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##but|##she|##wanted|##to|##write|##them|##a|##card|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-8.485653|-9.065218|-8.998713|-11.813357|-9.711575|-10.350189|-13.519331|-9.220958|-12.182536|-9.865333|-9.40109|-9.391136|-10.771828|-11.083667|-9.596795|-12.566824,-9.596795,18
9_letter_affirmative_modal,Carolyn wrote a letter to her parents but she wanted to write them a card. The card,affirmative_modal,0,1,Car|olyn|##wrote|##a|##letter|##to|##her|##parents|##but|##she|##wanted|##to|##write|##them|##a|##card|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-8.485653|-9.065218|-8.998713|-11.813357|-9.711575|-10.350189|-13.519331|-9.220958|-12.182536|-9.865333|-9.40109|-9.391136|-10.771828|-11.083667|-8.35874|-12.556987,-8.35874,18
9_letter_affirmative_modal,Carolyn wrote a card to her parents but she wanted to write them a letter. The card,affirmative_modal,1,2,Car|olyn|##wrote|##a|##card|##to|##her|##parents|##but|##she|##wanted|##to|##write|##them|##a|##letter|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-7.9398956|-8.508835|-8.550156|-12.354521|-9.721681|-10.53973|-13.212682|-9.236521|-12.292099|-9.25046|-9.30877|-9.777438|-10.667263|-11.193706|-9.863513|-12.458509,-9.863513,18
9_letter_affirmative_modal,Carolyn wrote a card to her parents but she wanted to write them a letter. The letter,affirmative_modal,0,2,Car|olyn|##wrote|##a|##card|##to|##her|##parents|##but|##she|##wanted|##to|##write|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-12.685987|-9.283796|-7.9398956|-8.508835|-8.550156|-12.354521|-9.721681|-10.53973|-13.212682|-9.236521|-12.292099|-9.25046|-9.30877|-9.777438|-10.667263|-11.193706|-8.71559|-12.466193,-8.71559,18
9_letter_modal_affirmative,Carolyn wanted to write a letter to her parents but she wrote them a card. The card,modal_affirmative,1,1,Car|olyn|##wanted|##to|##write|##a|##letter|##to|##her|##parents|##but|##she|##wrote|##them|##a|##card|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.093803|-8.550902|-12.208985|-9.578128|-9.546568|-8.822099|-8.717315|-12.109934|-9.565892|-10.305724|-12.745221|-10.200622|-8.89903|-11.074326|-10.367093|-11.202652|-9.626231|-12.564132,-9.626231,18
9_letter_modal_affirmative,Carolyn wanted to write a letter to her parents but she wrote them a card. The letter,modal_affirmative,0,1,Car|olyn|##wanted|##to|##write|##a|##letter|##to|##her|##parents|##but|##she|##wrote|##them|##a|##card|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-12.093803|-8.550902|-12.208985|-9.578128|-9.546568|-8.822099|-8.717315|-12.109934|-9.565892|-10.305724|-12.745221|-10.200622|-8.89903|-11.074326|-10.367093|-11.202652|-9.911408|-12.578314,-9.911408,18
9_letter_modal_affirmative,Carolyn wanted to write a card to her parents but she wrote them a letter. The letter,modal_affirmative,1,2,Car|olyn|##wanted|##to|##write|##a|##card|##to|##her|##parents|##but|##she|##wrote|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-12.093803|-8.550902|-12.208985|-9.578128|-7.592792|-8.431553|-8.355155|-13.147385|-9.661202|-10.309986|-12.599612|-10.082909|-8.970108|-9.701584|-10.421201|-11.430087|-10.268684|-12.456536,-10.268684,18
9_letter_modal_affirmative,Carolyn wanted to write a card to her parents but she wrote them a letter. The card,modal_affirmative,0,2,Car|olyn|##wanted|##to|##write|##a|##card|##to|##her|##parents|##but|##she|##wrote|##them|##a|##letter|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.093803|-8.550902|-12.208985|-9.578128|-7.592792|-8.431553|-8.355155|-13.147385|-9.661202|-10.309986|-12.599612|-10.082909|-8.970108|-9.701584|-10.421201|-11.430087|-9.404663|-12.456955,-9.404663,18
9_letter_managed_failed,Carolyn managed to write a letter to her parents but failed to write them a card. The letter,managed_failed,1,1,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|##but|##failed|##to|##write|##them|##a|##card|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-12.397939|-8.80104|-12.127659|-8.805193|-8.673359|-8.964617|-8.847617|-11.790637|-9.402626|-13.116303|-9.505414|-12.027575|-10.872903|-9.941057|-9.556802|-10.327449|-11.058194|-9.606081|-12.599155,-9.606081,19
9_letter_managed_failed,Carolyn managed to write a letter to her parents but failed to write them a card. The card,managed_failed,0,1,Car|olyn|##managed|##to|##write|##a|##letter|##to|##her|##parents|##but|##failed|##to|##write|##them|##a|##card|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.397939|-8.80104|-12.127659|-8.805193|-8.673359|-8.964617|-8.847617|-11.790637|-9.402626|-13.116303|-9.505414|-12.027575|-10.872903|-9.941057|-9.556802|-10.327449|-11.058194|-7.877421|-12.586531,-7.877421,19
9_letter_managed_failed,Carolyn managed to write a card to her parents but failed to write them a letter. The card,managed_failed,1,2,Car|olyn|##managed|##to|##write|##a|##card|##to|##her|##parents|##but|##failed|##to|##write|##them|##a|##letter|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-12.397939|-8.80104|-12.127659|-8.805193|-8.227825|-8.665689|-8.517711|-12.566506|-9.470563|-13.265078|-9.366474|-11.748893|-10.366457|-9.75409|-9.479165|-10.457985|-10.953737|-8.759295|-12.511994,-8.759295,19
9_letter_managed_failed,Carolyn managed to write a card to her parents but failed to write them a letter. The letter,managed_failed,0,2,Car|olyn|##managed|##to|##write|##a|##card|##to|##her|##parents|##but|##failed|##to|##write|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-12.397939|-8.80104|-12.127659|-8.805193|-8.227825|-8.665689|-8.517711|-12.566506|-9.470563|-13.265078|-9.366474|-11.748893|-10.366457|-9.75409|-9.479165|-10.457985|-10.953737|-8.6835|-12.525559,-8.6835,19
9_letter_failed_managed,Carolyn failed to write a letter to her parents but managed to write them a card. The card,failed_managed,1,1,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|##but|##managed|##to|##write|##them|##a|##card|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-10.785712|-9.220493|-11.792978|-9.7426405|-9.1205|-8.914825|-8.96176|-11.725411|-9.83033|-12.838582|-8.648649|-12.445835|-10.713493|-8.915066|-8.917179|-10.477194|-10.799986|-9.350783|-12.497637,-9.350783,19
9_letter_failed_managed,Carolyn failed to write a letter to her parents but managed to write them a card. The letter,failed_managed,0,1,Car|olyn|##failed|##to|##write|##a|##letter|##to|##her|##parents|##but|##managed|##to|##write|##them|##a|##card|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-10.785712|-9.220493|-11.792978|-9.7426405|-9.1205|-8.914825|-8.96176|-11.725411|-9.83033|-12.838582|-8.648649|-12.445835|-10.713493|-8.915066|-8.917179|-10.477194|-10.799986|-10.23678|-12.497162,-10.23678,19
9_letter_failed_managed,Carolyn failed to write a card to her parents but managed to write them a letter. The letter,failed_managed,1,2,Car|olyn|##failed|##to|##write|##a|##card|##to|##her|##parents|##but|##managed|##to|##write|##them|##a|##letter|.|##The|##letter|<|endoftext|>,-7.5172167|-14.190676|-10.785712|-9.220493|-11.792978|-9.7426405|-8.587666|-8.52203|-8.500114|-12.817293|-9.954757|-12.6759205|-8.941721|-11.921619|-10.679836|-9.094548|-8.185845|-10.671249|-11.115212|-10.192117|-12.4603815,-10.192117,19
9_letter_failed_managed,Carolyn failed to write a card to her parents but managed to write them a letter. The card,failed_managed,0,2,Car|olyn|##failed|##to|##write|##a|##card|##to|##her|##parents|##but|##managed|##to|##write|##them|##a|##letter|.|##The|##card|<|endoftext|>,-7.5172167|-14.190676|-10.785712|-9.220493|-11.792978|-9.7426405|-8.587666|-8.52203|-8.500114|-12.817293|-9.954757|-12.6759205|-8.941721|-11.921619|-10.679836|-9.094548|-8.185845|-10.671249|-11.115212|-9.497085|-12.462045,-9.497085,19
10_hat_affirmative_negation,Chris knitted a hat but he didn't knit a bag. The hat,affirmative_negation,1,1,Chris|##kn|itted|##a|##hat|##but|##he|##didn|'t|##knit|##a|##bag|.|##The|##hat|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.374531|-9.502323|-9.028172|-14.803025|-12.137075|-8.790467|-8.930826|-7.970589|-9.62006|-10.304742|-8.21979|-12.413258,-8.21979,14
10_hat_affirmative_negation,Chris knitted a hat but he didn't knit a bag. The bag,affirmative_negation,0,1,Chris|##kn|itted|##a|##hat|##but|##he|##didn|'t|##knit|##a|##bag|.|##The|##bag|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.374531|-9.502323|-9.028172|-14.803025|-12.137075|-8.790467|-8.930826|-7.970589|-9.62006|-10.304742|-8.380848|-12.431734,-8.380848,14
10_hat_affirmative_negation,Chris knitted a bag but he didn't knit a hat. The bag,affirmative_negation,1,2,Chris|##kn|itted|##a|##bag|##but|##he|##didn|'t|##knit|##a|##hat|.|##The|##bag|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.133364|-9.343623|-8.792584|-14.737246|-11.884587|-9.076338|-8.980338|-8.607312|-9.53936|-10.171841|-9.201258|-12.438075,-9.201258,14
10_hat_affirmative_negation,Chris knitted a bag but he didn't knit a hat. The hat,affirmative_negation,0,2,Chris|##kn|itted|##a|##bag|##but|##he|##didn|'t|##knit|##a|##hat|.|##The|##hat|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.133364|-9.343623|-8.792584|-14.737246|-11.884587|-9.076338|-8.980338|-8.607312|-9.53936|-10.171841|-6.686433|-12.425953,-6.686433,14
10_hat_negation_affirmative,Chris didn't knit a hat but he knitted a bag. The bag,negation_affirmative,1,1,Chris|##didn|'t|##knit|##a|##hat|##but|##he|##kn|itted|##a|##bag|.|##The|##bag|<|endoftext|>,-11.102076|-10.351423|-11.337366|-8.183801|-9.786672|-9.142729|-9.002147|-8.789511|-16.73467|-18.171791|-8.554676|-8.305702|-9.687891|-10.222748|-7.7763815|-12.627653,-7.7763815,14
10_hat_negation_affirmative,Chris didn't knit a hat but he knitted a bag. The hat,negation_affirmative,0,1,Chris|##didn|'t|##knit|##a|##hat|##but|##he|##kn|itted|##a|##bag|.|##The|##hat|<|endoftext|>,-11.102076|-10.351423|-11.337366|-8.183801|-9.786672|-9.142729|-9.002147|-8.789511|-16.73467|-18.171791|-8.554676|-8.305702|-9.687891|-10.222748|-7.2081304|-12.629108,-7.2081304,14
10_hat_negation_affirmative,Chris didn't knit a bag but he knitted a hat. The hat,negation_affirmative,1,2,Chris|##didn|'t|##knit|##a|##bag|##but|##he|##kn|itted|##a|##hat|.|##The|##hat|<|endoftext|>,-11.102076|-10.351423|-11.337366|-8.183801|-9.786672|-7.5870748|-8.712561|-8.848433|-16.325708|-18.230904|-8.644113|-7.656247|-9.5998|-10.120585|-6.50689|-12.612202,-6.50689,14
10_hat_negation_affirmative,Chris didn't knit a bag but he knitted a hat. The bag,negation_affirmative,0,2,Chris|##didn|'t|##knit|##a|##bag|##but|##he|##kn|itted|##a|##hat|.|##The|##bag|<|endoftext|>,-11.102076|-10.351423|-11.337366|-8.183801|-9.786672|-7.5870748|-8.712561|-8.848433|-16.325708|-18.230904|-8.644113|-7.656247|-9.5998|-10.120585|-8.282614|-12.614136,-8.282614,14
10_hat_know_doubt,I know that Chris knitted a hat but I doubt that he knitted a bag. The hat,know_doubt,1,1,I|##know|##that|##Chris|##kn|itted|##a|##hat|##but|##I|##doubt|##that|##he|##kn|itted|##a|##bag|.|##The|##hat|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.609042|-12.671458|-16.9012|-8.805858|-7.7321043|-8.772219|-9.954873|-14.014898|-5.010987|-9.070806|-15.410414|-16.899105|-8.224249|-7.4163218|-9.414369|-10.366891|-6.8010845|-12.617813,-6.8010845,19
10_hat_know_doubt,I know that Chris knitted a hat but I doubt that he knitted a bag. The bag,know_doubt,0,1,I|##know|##that|##Chris|##kn|itted|##a|##hat|##but|##I|##doubt|##that|##he|##kn|itted|##a|##bag|.|##The|##bag|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.609042|-12.671458|-16.9012|-8.805858|-7.7321043|-8.772219|-9.954873|-14.014898|-5.010987|-9.070806|-15.410414|-16.899105|-8.224249|-7.4163218|-9.414369|-10.366891|-8.233643|-12.619082,-8.233643,19
10_hat_know_doubt,I know that Chris knitted a bag but I doubt that he knitted a hat. The bag,know_doubt,1,2,I|##know|##that|##Chris|##kn|itted|##a|##bag|##but|##I|##doubt|##that|##he|##kn|itted|##a|##hat|.|##The|##bag|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.609042|-12.671458|-16.9012|-8.805858|-7.74121|-8.49998|-9.931766|-14.028434|-5.035309|-9.124032|-15.079302|-16.999306|-8.144594|-7.5909076|-9.345999|-10.451052|-9.034761|-12.605779,-9.034761,19
10_hat_know_doubt,I know that Chris knitted a bag but I doubt that he knitted a hat. The hat,know_doubt,0,2,I|##know|##that|##Chris|##kn|itted|##a|##bag|##but|##I|##doubt|##that|##he|##kn|itted|##a|##hat|.|##The|##hat|<|endoftext|>,-8.253021|-10.449959|-5.3576436|-6.609042|-12.671458|-16.9012|-8.805858|-7.74121|-8.49998|-9.931766|-14.028434|-5.035309|-9.124032|-15.079302|-16.999306|-8.144594|-7.5909076|-9.345999|-10.451052|-5.9966893|-12.5982895,-5.9966893,19
10_hat_doubt_know,I doubt that Chris knitted a hat but I know that he knitted a bag. The bag,doubt_know,1,1,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|##but|##I|##know|##that|##he|##kn|itted|##a|##bag|.|##The|##bag|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-5.832738|-12.880393|-17.340866|-9.459471|-7.7165956|-8.687691|-10.232686|-11.74804|-5.7220597|-9.066863|-16.076923|-17.25533|-8.495165|-8.583911|-9.419521|-10.136521|-7.663849|-12.659499,-7.663849,19
10_hat_doubt_know,I doubt that Chris knitted a hat but I know that he knitted a bag. The hat,doubt_know,0,1,I|##doubt|##that|##Chris|##kn|itted|##a|##hat|##but|##I|##know|##that|##he|##kn|itted|##a|##bag|.|##The|##hat|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-5.832738|-12.880393|-17.340866|-9.459471|-7.7165956|-8.687691|-10.232686|-11.74804|-5.7220597|-9.066863|-16.076923|-17.25533|-8.495165|-8.583911|-9.419521|-10.136521|-6.607284|-12.659223,-6.607284,19
10_hat_doubt_know,I doubt that Chris knitted a bag but I know that he knitted a hat. The hat,doubt_know,1,2,I|##doubt|##that|##Chris|##kn|itted|##a|##bag|##but|##I|##know|##that|##he|##kn|itted|##a|##hat|.|##The|##hat|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-5.832738|-12.880393|-17.340866|-9.459471|-7.8158207|-8.634211|-10.180978|-11.905916|-5.9691806|-9.094616|-15.99086|-17.26094|-8.425046|-8.001649|-9.366399|-10.274976|-5.97141|-12.649524,-5.97141,19
10_hat_doubt_know,I doubt that Chris knitted a bag but I know that he knitted a hat. The bag,doubt_know,0,2,I|##doubt|##that|##Chris|##kn|itted|##a|##bag|##but|##I|##know|##that|##he|##kn|itted|##a|##hat|.|##The|##bag|<|endoftext|>,-8.253021|-11.769142|-5.1762204|-5.832738|-12.880393|-17.340866|-9.459471|-7.8158207|-8.634211|-10.180978|-11.905916|-5.9691806|-9.094616|-15.99086|-17.26094|-8.425046|-8.001649|-9.366399|-10.274976|-8.726185|-12.65038,-8.726185,19
10_hat_affirmative_modal,Chris knitted a hat but he wanted to knit a bag. The hat,affirmative_modal,1,1,Chris|##kn|itted|##a|##hat|##but|##he|##wanted|##to|##knit|##a|##bag|.|##The|##hat|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.374531|-9.502323|-9.028172|-12.528575|-8.731983|-8.973249|-8.152914|-8.619951|-9.775902|-10.4213915|-7.956813|-12.3668785,-7.956813,14
10_hat_affirmative_modal,Chris knitted a hat but he wanted to knit a bag. The bag,affirmative_modal,0,1,Chris|##kn|itted|##a|##hat|##but|##he|##wanted|##to|##knit|##a|##bag|.|##The|##bag|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.374531|-9.502323|-9.028172|-12.528575|-8.731983|-8.973249|-8.152914|-8.619951|-9.775902|-10.4213915|-7.8210454|-12.371603,-7.8210454,14
10_hat_affirmative_modal,Chris knitted a bag but he wanted to knit a hat. The bag,affirmative_modal,1,2,Chris|##kn|itted|##a|##bag|##but|##he|##wanted|##to|##knit|##a|##hat|.|##The|##bag|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.133364|-9.343623|-8.792584|-12.769509|-8.642591|-9.3692875|-8.226477|-8.73277|-9.620137|-10.318565|-8.909707|-12.382385,-8.909707,14
10_hat_affirmative_modal,Chris knitted a bag but he wanted to knit a hat. The hat,affirmative_modal,0,2,Chris|##kn|itted|##a|##bag|##but|##he|##wanted|##to|##knit|##a|##hat|.|##The|##hat|<|endoftext|>,-11.102076|-12.449965|-15.727081|-9.225355|-8.133364|-9.343623|-8.792584|-12.769509|-8.642591|-9.3692875|-8.226477|-8.73277|-9.620137|-10.318565|-7.440716|-12.376979,-7.440716,14
10_hat_modal_affirmative,Chris wanted to knit a hat but he knitted a bag. The bag,modal_affirmative,1,1,Chris|##wanted|##to|##knit|##a|##hat|##but|##he|##kn|itted|##a|##bag|.|##The|##bag|<|endoftext|>,-11.102076|-11.333991|-8.496673|-8.341452|-8.844254|-8.236753|-9.510596|-10.070946|-16.55514|-17.622267|-8.342872|-8.723215|-9.62781|-10.732961|-7.9670715|-12.586489,-7.9670715,14
10_hat_modal_affirmative,Chris wanted to knit a hat but he knitted a bag. The hat,modal_affirmative,0,1,Chris|##wanted|##to|##knit|##a|##hat|##but|##he|##kn|itted|##a|##bag|.|##The|##hat|<|endoftext|>,-11.102076|-11.333991|-8.496673|-8.341452|-8.844254|-8.236753|-9.510596|-10.070946|-16.55514|-17.622267|-8.342872|-8.723215|-9.62781|-10.732961|-7.2239738|-12.586452,-7.2239738,14
10_hat_modal_affirmative,Chris wanted to knit a bag but he knitted a hat. The hat,modal_affirmative,1,2,Chris|##wanted|##to|##knit|##a|##bag|##but|##he|##kn|itted|##a|##hat|.|##The|##hat|<|endoftext|>,-11.102076|-11.333991|-8.496673|-8.341452|-8.844254|-7.3703694|-9.315678|-9.918308|-16.117748|-17.42332|-8.322807|-7.9456053|-9.515752|-10.81189|-6.1425905|-12.567141,-6.1425905,14
10_hat_modal_affirmative,Chris wanted to knit a bag but he knitted a hat. The bag,modal_affirmative,0,2,Chris|##wanted|##to|##knit|##a|##bag|##but|##he|##kn|itted|##a|##hat|.|##The|##bag|<|endoftext|>,-11.102076|-11.333991|-8.496673|-8.341452|-8.844254|-7.3703694|-9.315678|-9.918308|-16.117748|-17.42332|-8.322807|-7.9456053|-9.515752|-10.81189|-8.294692|-12.577736,-8.294692,14
