id,sentence,type,pronoun,tokens,log_probs,pronoun_log_prob
11_cod_doubt,I doubt that Sarah caught a cod. It made a fantastic dinner.,doubt,it,I| doubt| that| Sarah| caught| a| cod|.| It| made| a| fantastic| dinner|.,-8.072402|-1.9173839|-9.133748|-10.838715|-2.5489447|-10.071008|-2.8047445|-3.1795456|-7.2125936|-1.6397166|-6.9157953|-4.469764|-1.3285216,-7.2125936
11_cod_doubt,I doubt that Sarah caught a cod. She also didn't catch any shrimp.,doubt,subj,I| doubt| that| Sarah| caught| a| cod|.| She| also| didn|'t| catch| any| shrimp|.,-8.072716|-1.9201941|-9.13947|-10.798193|-2.5441847|-10.079327|-2.788663|-2.1599245|-7.128881|-3.0302017|-0.39830354|-1.049233|-2.0508556|-4.7997565|-1.0665817,-7.128881
11_cod_modal,Sarah wants to catch a cod and it makes a fantastic dinner.,modal,it,Sarah| wants| to| catch| a| cod| and| it| makes| a| fantastic| dinner|.,-7.400469|-0.56790245|-7.3990483|-1.8898308|-10.818567|-3.0865138|-5.3936934|-5.637465|-3.1919367|-5.7960334|-2.6250546|-0.80393255,-5.637465
11_cod_modal,Sarah wants to catch a cod and she is obsessed with fishing blogs.,modal,subj,Sarah| wants| to| catch| a| cod| and| she| is| obsessed| with| fishing| blogs|.,-7.4019938|-0.5687281|-7.408565|-1.8888487|-10.825513|-3.0848627|-2.9709456|-2.5793757|-7.541008|-0.21540567|-3.1237493|-11.635558|-1.0882157,-2.5793757
11_cod_managed,Sarah managed to catch a cod. It made a fantastic dinner.,managed,it,Sarah| managed| to| catch| a| cod|.| It| made| a| fantastic| dinner|.,-9.808069|-0.47086626|-4.253143|-2.0233283|-12.8113985|-3.008249|-2.500658|-5.3773437|-1.1746923|-5.8241844|-1.5506973|-1.0450221,-5.3773437
11_cod_managed,Sarah managed to catch a cod. She ate it for dinner.,managed,subj,Sarah| managed| to| catch| a| cod|.| She| ate| it| for| dinner|.,-9.808069|-0.47086626|-4.253143|-2.0233283|-12.8113985|-3.008249|-1.6904659|-5.5653687|-0.6392609|-2.6967192|-1.2350491|-1.2141844,-5.5653687
11_cod_failed,Sarah failed to catch a cod. It made a fantastic dinner.,failed,it,Sarah| failed| to| catch| a| cod|.| It| made| a| fantastic| dinner|.,-10.27093|-0.23284405|-5.294009|-2.3889084|-11.029229|-2.845296|-3.7772052|-4.9838257|-1.5176069|-6.8141093|-7.870561|-1.4401714,-4.9838257
11_cod_failed,Sarah failed to catch a cod. She also didn't catch any shrimp.,failed,subj,Sarah| failed| to| catch| a| cod|.| She| also| didn|'t| catch| any| shrimp|.,-10.271604|-0.23157007|-5.2844076|-2.3932972|-11.029829|-2.8518903|-2.0803971|-4.5184684|-3.2874663|-0.3490638|-0.9351745|-1.5965587|-4.567755|-0.9761676,-4.5184684
12_ticket_affirmative,Thomas booked a ticket in advance and it was much cheaper than he expected.,affirmative,it,Thomas| booked| a| ticket| in| advance| and| it| was| much| cheaper| than| he| expected|.,-13.4976015|-1.3402873|-3.3826895|-4.0505657|-3.0514019|-1.6188112|-4.9416876|-0.8242533|-6.554367|-0.42565894|-0.62531936|-4.247351|-1.1541353|-0.32869667,-0.8242533
12_ticket_affirmative,Thomas booked a ticket in advance and he also made a hotel reservation.,affirmative,subj,Thomas| booked| a| ticket| in| advance| and| he| also| made| a| hotel| reservation|.,-13.498408|-1.338317|-3.3772256|-4.0539575|-3.0583558|-1.6168785|-4.432038|-4.6348977|-3.0326567|-1.4833332|-2.5855367|-0.16803205|-1.0416883,-4.6348977
12_ticket_negated,Thomas didn't book a ticket in advance and it was much cheaper than he expected.,negated,it,Thomas| didn|'t| book| a| ticket| in| advance| and| it| was| much| cheaper| than| he| expected|.,-8.084444|-0.41943577|-10.825921|-1.5405828|-3.1427884|-3.1090038|-0.73995245|-2.1663573|-4.588942|-0.9746779|-6.2907495|-1.1944181|-2.2798288|-2.4445257|-1.1069697|-0.505009,-0.9746779
12_ticket_negated,Thomas didn't book a ticket in advance and he couldn't get one at the airport.,negated,subj,Thomas| didn|'t| book| a| ticket| in| advance| and| he| couldn|'t| get| one| at| the| airport|.,-8.0851755|-0.41765866|-10.819652|-1.54093|-3.1345258|-3.1104336|-0.73899496|-2.1637595|-3.1729412|-4.2678537|-0.005822152|-1.9217174|-1.2859594|-1.3805543|-0.13758017|-1.1921468|-1.0512726,-4.2678537
12_ticket_know,I know that Thomas booked a ticket in advance. It was much cheaper than he expected.,know,it,I| know| that| Thomas| booked| a| ticket| in| advance|.| It| was| much| cheaper| than| he| expected|.,-4.26245|-2.389793|-9.549814|-11.069702|-1.4992133|-3.2823207|-3.7485592|-2.1346765|-2.173892|-3.7671068|-1.3463609|-7.0049806|-1.6047852|-0.6811125|-5.5385075|-1.1145198|-0.32970327,-1.3463609
12_ticket_know,I know that Thomas booked a ticket in advance. He also made a hotel reservation.,know,subj,I| know| that| Thomas| booked| a| ticket| in| advance|.| He| also| made| a| hotel| reservation|.,-4.26207|-2.3886948|-9.554574|-11.081143|-1.5021255|-3.2957482|-3.7462482|-2.1480744|-2.1820204|-2.565304|-4.481202|-3.6016212|-1.0970528|-1.4504364|-0.043849453|-0.76454765,-4.481202
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. It was much cheaper than he expected.,doubt,it,I| doubt| that| Thomas| booked| a| ticket| in| advance|.| It| was| much| cheaper| than| he| expected|.,-8.072716|-1.9201941|-9.142634|-12.646482|-1.6528364|-3.3170245|-3.2041564|-0.963305|-1.435613|-3.455393|-1.6982801|-5.4766574|-1.9004804|-3.544722|-4.0386987|-1.1789389|-0.52039677,-1.6982801
12_ticket_doubt,I doubt that Thomas booked a ticket in advance. He didn't even show up at the airport until an hour before the flight.,doubt,subj,I| doubt| that| Thomas| booked| a| ticket| in| advance|.| He| didn|'t| even| show| up| at| the| airport| until| an| hour| before| the| flight|.,-8.071987|-1.9223529|-9.144561|-12.625838|-1.6486241|-3.3107793|-3.2027488|-0.97500914|-1.438426|-1.9230343|-3.982793|-0.28461897|-2.4202266|-6.0967193|-0.18886125|-1.5031211|-0.2875672|-1.0687801|-1.9358324|-2.758273|-0.0028408777|-0.18930548|-0.8488832|-0.21269834|-1.2998172,-3.982793
12_ticket_modal,Thomas wants to book a ticket in advance and it is much cheaper than he expected.,modal,it,Thomas| wants| to| book| a| ticket| in| advance| and| it| is| much| cheaper| than| he| expected|.,-9.069465|-0.51619786|-9.1576805|-1.1006811|-3.5782619|-4.3332047|-1.8702533|-3.0173695|-4.928437|-1.2603382|-4.9851947|-0.26763785|-2.2049615|-4.5849|-1.3744754|-0.29168025,-1.2603382
12_ticket_modal,Thomas wants to book a ticket in advance and he started to look for cheap flights.,modal,subj,Thomas| wants| to| book| a| ticket| in| advance| and| he| started| to| look| for| cheap| flights|.,-9.069975|-0.5158323|-9.161889|-1.0947587|-3.5686042|-4.340703|-1.8728535|-3.014682|-2.7365685|-9.307702|-1.5094564|-1.6704347|-0.47290102|-3.3000543|-1.0485798|-2.1612644,-9.307702
12_ticket_managed,Thomas managed to book a ticket. It was much cheaper than he expected.,managed,it,Thomas| managed| to| book| a| ticket|.| It| was| much| cheaper| than| he| expected|.,-10.6818905|-0.18668532|-8.539876|-1.1995099|-2.8516798|-4.0727243|-4.2270956|-0.88626593|-6.125449|-1.8956028|-0.60774565|-1.2708379|-1.5388494|-0.47227272,-0.88626593
12_ticket_managed,Thomas managed to book a ticket. He also made a hotel reservation.,managed,subj,Thomas| managed| to| book| a| ticket|.| He| also| made| a| hotel| reservation|.,-10.68234|-0.18911794|-8.537837|-1.1965493|-2.8521051|-4.0647044|-2.741289|-4.4778705|-3.561342|-1.4861686|-3.9010174|-0.071131125|-0.9992169,-4.4778705
12_ticket_failed,Thomas failed to book a ticket. It was much cheaper than he expected.,failed,it,Thomas| failed| to| book| a| ticket|.| It| was| much| cheaper| than| he| expected|.,-10.697759|-0.22503|-8.481238|-1.3286754|-2.7113829|-5.3352733|-4.541386|-1.2634193|-7.0322785|-3.6809258|-1.1090404|-4.6432433|-1.4670826|-0.1775501,-1.2634193
12_ticket_failed,Thomas failed to book a ticket. He also didn't show up at the airport until an hour before the flight.,failed,subj,Thomas| failed| to| book| a| ticket|.| He| also| didn|'t| show| up| at| the| airport| until| an| hour| before| the| flight|.,-10.697329|-0.22445762|-8.48032|-1.3301723|-2.70316|-5.3288527|-2.7188592|-4.7271533|-2.9667013|-0.34995174|-3.6389391|-0.2009366|-1.5210011|-0.3960655|-1.5786228|-4.5665736|-3.757291|-0.010660789|-0.5132701|-0.888991|-0.24359106|-1.280454,-4.7271533
13_bed_affirmative,Luke bought a bed and it was delivered the next day.,affirmative,it,Luke| bought| a| bed| and| it| was| delivered| the| next| day|.,-10.497523|-1.664273|-7.3045034|-1.9748449|-5.8901043|-0.9300289|-0.5431114|-2.580567|-0.40671805|-0.11070244|-0.52051806,-0.9300289
13_bed_affirmative,Luke bought a bed and he also got a new dresser.,affirmative,subj,Luke| bought| a| bed| and| he| also| got| a| new| dress|er|.,-10.497562|-1.6492666|-7.288464|-1.9734064|-5.006373|-4.0675964|-2.5028465|-0.72449934|-2.1686416|-3.74737|-0.038385138|-1.0938814,-4.0675964
13_bed_negated,Luke didn't buy a bed and it was delivered the next day.,negated,it,Luke| didn|'t| buy| a| bed| and| it| was| delivered| the| next| day|.,-7.278582|-0.32594335|-6.2899175|-3.293929|-6.1957016|-4.2916565|-5.0557394|-1.3508362|-7.1367126|-2.934433|-0.6721016|-0.16726442|-0.72987247,-1.3508362
13_bed_negated,Luke didn't buy a bed and he also refused to get a new dresser.,negated,subj,Luke| didn|'t| buy| a| bed| and| he| also| refused| to| get| a| new| dress|er|.,-7.2791905|-0.32612363|-6.28113|-3.2969348|-6.200013|-4.287841|-2.3590803|-5.450053|-4.085318|-0.14591733|-3.3377907|-0.9107521|-2.5419927|-3.9347718|-0.021306679|-0.7793429,-5.450053
13_bed_know,I know that Luke bought a bed. It was delivered the next day.,know,it,I| know| that| Luke| bought| a| bed|.| It| was| delivered| the| next| day|.,-4.262354|-2.388538|-9.402282|-7.9845295|-1.6917473|-6.4591703|-3.1274812|-3.1543705|-1.3968277|-2.9643412|-3.232774|-3.6343803|-0.14700465|-0.80142736,-1.3968277
13_bed_know,I know that Luke bought a bed. He also got a new dresser.,know,subj,I| know| that| Luke| bought| a| bed|.| He| also| got| a| new| dress|er|.,-4.26245|-2.389608|-9.413137|-7.988593|-1.700955|-6.471332|-3.1187818|-2.0239775|-4.0417404|-3.4539893|-0.67387336|-1.987488|-3.1824322|-0.007855577|-1.4434103,-4.0417404
13_bed_doubt,I doubt that Luke bought a bed. It was delivered the next day.,doubt,it,I| doubt| that| Luke| bought| a| bed|.| It| was| delivered| the| next| day|.,-8.072716|-1.9201941|-9.938554|-7.9925227|-2.5029225|-6.833465|-2.6523988|-3.3545702|-2.2184222|-6.611699|-4.6509724|-2.120599|-0.22427681|-1.0285816,-2.2184222
13_bed_doubt,I doubt that Luke bought a bed. He didn't get a mattress either.,doubt,subj,I| doubt| that| Luke| bought| a| bed|.| He| didn|'t| get| a| mattress| either|.,-8.072134|-1.9202967|-9.930051|-8.005339|-2.5026326|-6.8375583|-2.6505005|-1.4559833|-3.9360337|-0.17720947|-4.6943884|-2.0910144|-3.324364|-2.8599312|-0.7040235,-3.9360337
13_bed_modal,Luke wants to buy a bed and it is delivered the next day.,modal,it,Luke| wants| to| buy| a| bed| and| it| is| delivered| the| next| day|.,-9.49351|-0.5184104|-5.5050454|-1.1155493|-7.0188584|-2.7702343|-5.253659|-1.9498248|-6.234156|-3.1552715|-0.49216124|-0.07559524|-0.5651397,-1.9498248
13_bed_modal,Luke wants to buy a bed and he also wants to get a dresser.,modal,subj,Luke| wants| to| buy| a| bed| and| he| also| wants| to| get| a| dress|er|.,-9.493512|-0.5184116|-5.5050454|-1.1212212|-7.028629|-2.766435|-2.4936316|-5.0937414|-0.64706075|-0.29555488|-2.712092|-0.9874249|-5.468786|-0.41950822|-1.0939819,-5.0937414
13_bed_managed,Luke managed to buy a bed. It was delivered the next day.,managed,it,Luke| managed| to| buy| a| bed|.| It| was| delivered| the| next| day|.,-10.014232|-0.38843593|-7.0972915|-1.535828|-6.9804354|-2.6936836|-2.102704|-0.71260816|-6.0691137|-2.563916|-0.6882869|-0.16892329|-0.8380128,-0.71260816
13_bed_managed,Luke managed to buy a bed. He also got a new dresser.,managed,subj,Luke| managed| to| buy| a| bed|.| He| also| got| a| new| dress|er|.,-10.014448|-0.38630533|-7.0963435|-1.5369899|-6.980416|-2.6950219|-1.7081494|-3.1925077|-2.38556|-0.7300814|-3.021259|-3.9156895|-0.13856986|-1.944186,-3.1925077
13_bed_failed,Luke failed to buy a bed. It was delivered the next day.,failed,it,Luke| failed| to| buy| a| bed|.| It| was| delivered| the| next| day|.,-10.241614|-0.20236939|-7.5765324|-1.7756102|-6.9934916|-2.0566268|-4.3611417|-0.82258916|-7.2229137|-3.2494729|-0.69294685|-0.14766568|-1.0820594,-0.82258916
13_bed_failed,Luke failed to buy a bed. He didn't get a mattress either.,failed,subj,Luke| failed| to| buy| a| bed|.| He| didn|'t| get| a| mattress| either|.,-10.241529|-0.20052437|-7.5814195|-1.7688117|-6.9856715|-2.059727|-1.7356132|-3.4572551|-0.36385077|-4.0130887|-1.5839425|-2.7968693|-2.0156152|-0.40041658,-3.4572551
14_gin_affirmative,Dan drank a gin tonic and it was very strong.,affirmative,it,Dan| drank| a| gin| ton|ic| and| it| was| very| strong|.,-11.276959|-1.897633|-7.7693944|-5.684026|-0.00025598682|-1.36457|-6.6538424|-1.5563692|-3.1010172|-2.6447873|-0.77873623,-1.5563692
14_gin_affirmative,Dan drank a gin tonic and he regretted it the next morning.,affirmative,subj,Dan| drank| a| gin| ton|ic| and| he| regretted| it| the| next| morning|.,-11.27729|-1.9038699|-7.765412|-5.7044177|-0.00025968134|-1.3657416|-5.7442274|-8.572115|-0.5780869|-3.6860075|-2.342855|-0.67060995|-0.46230516,-8.572115
14_gin_negated,Dan didn't drink a gin tonic and it was very strong.,negated,it,Dan| didn|'t| drink| a| gin| ton|ic| and| it| was| very| strong|.,-7.398486|-0.29822147|-7.3780913|-3.9839199|-9.785074|-4.707746|-0.00042580004|-4.116036|-4.826978|-1.2313101|-4.6690726|-4.640613|-0.9115581,-1.2313101
14_gin_negated,Dan didn't drink a gin tonic and he left before everyone else was drunk.,negated,subj,Dan| didn|'t| drink| a| gin| ton|ic| and| he| left| before| everyone| else| was| drunk|.,-7.40038|-0.2970818|-7.3773284|-3.9862576|-9.795272|-4.696086|-0.00041327655|-4.118843|-1.8250034|-6.074603|-2.656207|-5.4787087|-0.16959621|-4.556983|-3.5238035|-0.70550996,-6.074603
14_gin_know,I know that Dan drank a gin tonic. It was very strong.,know,it,I| know| that| Dan| drank| a| gin| ton|ic|.| It| was| very| strong|.,-4.262452|-2.3896077|-9.490879|-11.445304|-1.5164806|-8.851749|-4.9197006|-0.00043545783|-2.4776194|-4.098339|-1.0489239|-3.8774686|-2.5471487|-1.1088526,-1.0489239
14_gin_know,I know that Dan drank a gin tonic. He regretted it in the morning.,know,subj,I| know| that| Dan| drank| a| gin| ton|ic|.| He| regretted| it| in| the| morning|.,-4.262303|-2.3906283|-9.493841|-11.430265|-1.5183192|-8.866323|-4.920095|-0.00045203813|-2.4751093|-2.4731297|-10.572645|-1.9036404|-4.1032662|-0.06397065|-0.09300264|-0.61776876,-10.572645
14_gin_doubt,I doubt that Dan drank a gin tonic. It was very strong.,doubt,it,I| doubt| that| Dan| drank| a| gin| ton|ic|.| It| was| very| strong|.,-8.071818|-1.9218338|-9.298995|-11.903853|-2.9620786|-8.127869|-5.160044|-0.00025837286|-2.0797243|-3.3112004|-1.4074165|-4.4835877|-4.3888335|-1.4940614,-1.4074165
14_gin_doubt,I doubt that Dan drank a gin tonic. He didn't get any other drinks either.,doubt,subj,I| doubt| that| Dan| drank| a| gin| ton|ic|.| He| didn|'t| get| any| other| drinks| either|.,-8.07201|-1.9214945|-9.298947|-11.90047|-2.9583397|-8.117554|-5.1698275|-0.0002644525|-2.0809717|-1.6842821|-3.0431097|-0.46182132|-5.8957047|-5.031663|-6.2517867|-1.3859662|-3.336499|-0.6929789,-3.0431097
14_gin_modal,Dan wants to drink a gin tonic and it is very strong.,modal,it,Dan| wants| to| drink| a| gin| ton|ic| and| it| is| very| strong|.,-8.815418|-0.36991018|-7.841044|-2.6766205|-7.636859|-4.092002|-0.00093528844|-2.7432775|-5.610315|-2.1577387|-4.0364003|-5.082788|-0.93799394,-2.1577387
14_gin_modal,Dan wants to drink a gin tonic and he cannot wait for dry January to be over.,modal,subj,Dan| wants| to| drink| a| gin| ton|ic| and| he| cannot| wait| for| dry| January| to| be| over|.,-8.815477|-0.37135887|-7.8335547|-2.6734686|-7.6313334|-4.0738754|-0.0009592738|-2.7426407|-3.2706428|-6.5939054|-3.456956|-1.3343446|-11.1593075|-1.8143314|-0.3502461|-0.8151171|-0.040443674|-0.45195234,-6.5939054
14_gin_managed,Dan managed to mix a gin tonic. It was very strong.,managed,it,Dan| managed| to| mix| a| gin| ton|ic|.| It| was| very| strong|.,-10.2816105|-0.2595921|-9.369801|-2.4039474|-8.986627|-5.353008|-0.00036670634|-3.084443|-3.123484|-0.8025088|-3.93589|-2.2503269|-0.954091,-0.8025088
14_gin_managed,Dan managed to mix a gin tonic. He served it with a cucumber.,managed,subj,Dan| managed| to| mix| a| gin| ton|ic|.| He| served| it| with| a| cuc|umber|.,-10.2826805|-0.26169798|-9.379961|-2.4041493|-9.016359|-5.365851|-0.00037278878|-3.08442|-1.4674603|-5.4718237|-0.49232772|-2.3151877|-0.6604388|-6.4149246|-0.00032085512|-3.046851,-5.4718237
14_gin_failed,Dan failed to mix a gin tonic. It was very strong.,failed,it,Dan| failed| to| mix| a| gin| ton|ic|.| It| was| very| strong|.,-11.864136|-0.381843|-10.332783|-3.617094|-9.303531|-5.8323746|-0.00031298358|-1.868639|-4.0665345|-0.83976203|-4.823069|-4.51087|-1.0508866,-0.83976203
14_gin_failed,Dan failed to mix a gin tonic. He hadn't bought any tonic water.,failed,subj,Dan| failed| to| mix| a| gin| ton|ic|.| He| hadn|'t| bought| any| ton|ic| water|.,-11.864067|-0.38223925|-10.337832|-3.61993|-9.286516|-5.858208|-0.00031274796|-1.860471|-2.0096638|-5.5278606|-0.42703348|-5.795899|-1.6830554|-0.53998053|-0.003007242|-1.5529217|-0.762852,-5.5278606
15_bone_affirmative,David discovered a bone on his archeological expedition and it likely belonged to an extinct bird species.,affirmative,it,David| discovered| a| bone| on| his| arche|ological| expedition| and| it| likely| belonged| to| an| extinct| bird| species|.,-10.933321|-2.7869573|-9.735953|-3.877137|-2.3424108|-11.183212|-0.08521731|-3.5877964|-2.1640146|-3.0356803|-9.928107|-1.2691479|-0.009721731|-2.1107876|-2.6347349|-4.9150047|-2.1778793|-0.64492255,-9.928107
15_bone_affirmative,David discovered a bone on his archeological expedition and he brought it back to the lab for an extensive analysis.,affirmative,subj,David| discovered| a| bone| on| his| arche|ological| expedition| and| he| brought| it| back| to| the| lab| for| an| extensive| analysis|.,-10.933735|-2.789369|-9.747271|-3.8765934|-2.3496501|-11.228096|-0.08461328|-3.6041946|-2.169097|-2.5531747|-2.9950435|-0.05844932|-1.291682|-0.5844161|-0.7978553|-1.1870612|-1.680899|-4.67582|-5.954892|-0.9231449|-0.19388266,-2.9950435
15_bone_negated,David didn't discover a bone on this archeological expedition and it likely belonged to an extinct bird species.,negated,it,David| didn|'t| discover| a| bone| on| this| arche|ological| expedition| and| it| likely| belonged| to| an| extinct| bird| species|.,-7.5989456|-0.42519242|-9.826015|-3.4890993|-8.207678|-4.627212|-3.6566298|-8.152088|-0.032503027|-2.1473117|-5.332373|-3.1534212|-7.8590145|-4.6565137|-0.010473931|-1.6876205|-2.6840339|-4.521692|-2.6295087|-0.8880959,-7.8590145
15_bone_negated,David didn't discover a bone on this archeological expedition and he also didn't find anything else worth analyzing.,negated,subj,David| didn|'t| discover| a| bone| on| this| arche|ological| expedition| and| he| also| didn|'t| find| anything| else| worth| analyzing|.,-7.599224|-0.42490956|-9.825986|-3.4882736|-8.207609|-4.6315084|-3.655161|-8.136344|-0.03227763|-2.1444416|-5.32653|-1.4953225|-4.970106|-0.6014683|-0.005248448|-1.6365856|-3.2041132|-2.7493849|-3.953637|-8.058833|-0.5981218,-4.970106
15_bone_know,I know that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,know,it,I| know| that| David| discovered| a| bone| on| his| arche|ological| expedition|.| It| likely| belonged| to| an| extinct| bird| species|.,-4.262049|-2.3925607|-8.103323|-9.846234|-2.506685|-8.24696|-3.6127994|-2.304449|-10.159217|-0.058421392|-3.6189814|-1.6301196|-2.6032248|-8.7678585|-1.4567969|-0.005606047|-2.017115|-2.6889112|-4.781612|-2.6661875|-0.98864686,-8.7678585
15_bone_know,I know that David discovered a bone on his archeological expedition. He brought it back to the lab for an extensive analysis.,know,subj,I| know| that| David| discovered| a| bone| on| his| arche|ological| expedition|.| He| brought| it| back| to| the| lab| for| an| extensive| analysis|.,-4.262161|-2.3899841|-8.086207|-9.853142|-2.5018663|-8.25427|-3.6018817|-2.3083763|-10.159557|-0.058676653|-3.624037|-1.6327347|-1.7229129|-2.8384407|-0.11506321|-0.97663844|-0.908849|-0.9553875|-2.1403942|-2.2271929|-5.0218616|-5.523607|-0.84938896|-0.61336017,-2.8384407
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. It likely belonged to an extinct bird species.,doubt,it,I| doubt| that| David| discovered| a| bone| on| his| arche|ological| expedition|.| It| likely| belonged| to| an| extinct| bird| species|.,-8.072716|-1.9201941|-8.33011|-10.081807|-3.0134857|-8.23574|-4.506186|-1.8668121|-9.593604|-0.025602689|-2.9993415|-1.3619894|-2.3207407|-6.547507|-2.491979|-0.010102065|-1.8968679|-3.9668305|-4.6906624|-3.0649018|-1.140835,-6.547507
15_bone_doubt,I doubt that David discovered a bone on his archeological expedition. He also didn't find anything else worth analyzing.,doubt,subj,I| doubt| that| David| discovered| a| bone| on| his| arche|ological| expedition|.| He| also| didn|'t| find| anything| else| worth| analyzing|.,-8.072808|-1.919847|-8.333257|-10.063925|-3.0056338|-8.2570915|-4.498715|-1.8680937|-9.583722|-0.02563406|-2.9551797|-1.3587204|-2.3907406|-6.5206437|-2.8986664|-0.45857662|-2.1877427|-2.954859|-2.4909399|-4.636449|-8.668575|-1.1332992,-6.5206437
15_bone_modal,David wants to discover a bone on his archeological expedition and it likely belongs to an extinct bird.,modal,it,David| wants| to| discover| a| bone| on| his| arche|ological| expedition| and| it| likely| belongs| to| an| extinct| bird|.,-9.358697|-0.39559945|-8.3082695|-3.382022|-10.1711855|-5.3183727|-2.1132019|-10.307054|-0.09957572|-2.9612784|-2.9044526|-4.643898|-11.004077|-2.696465|-0.018635368|-2.0783637|-1.7637724|-5.447979|-0.7904121,-11.004077
15_bone_modal,David wants to discover a bone on his archeological expedition and he is prepared to spend a long time at the excavation site.,modal,subj,David| wants| to| discover| a| bone| on| his| arche|ological| expedition| and| he| is| prepared| to| spend| a| long| time| at| the| excavation| site|.,-9.359034|-0.39537826|-8.309288|-3.3865812|-10.179483|-5.322261|-2.109731|-10.328706|-0.100188084|-2.9737546|-2.907276|-2.106217|-2.5238323|-5.694598|-0.17507271|-5.3074164|-1.7866701|-2.376102|-0.07588778|-3.6354597|-1.3388084|-2.1087656|-0.40099454|-0.816644,-2.5238323
15_bone_managed,David managed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,managed,it,David| managed| to| discover| a| bone| on| his| arche|ological| expedition|.| It| likely| belonged| to| an| extinct| bird| species|.,-10.866169|-0.21063825|-8.1814165|-1.9778333|-10.148498|-4.52728|-1.7655584|-11.73744|-0.082945295|-3.0279508|-1.3595532|-2.7904599|-9.166194|-1.0588372|-0.009923799|-1.9522184|-2.4964437|-4.6060166|-2.317897|-0.9395161,-9.166194
15_bone_managed,David managed to discover a bone on his archeological expedition. He brought it back to the lab for an extensive analysis.,managed,subj,David| managed| to| discover| a| bone| on| his| arche|ological| expedition|.| He| brought| it| back| to| the| lab| for| an| extensive| analysis|.,-10.867315|-0.21146996|-8.184675|-1.9767232|-10.136178|-4.527126|-1.7670335|-11.748704|-0.084506705|-3.0524623|-1.3602066|-1.730203|-2.9220486|-0.22260007|-1.0073035|-0.63806355|-0.7943189|-1.1574067|-2.0753996|-4.6245227|-5.4811206|-0.93120706|-0.44686913,-2.9220486
15_bone_failed,David failed to discover a bone on his archeological expedition. It likely belonged to an extinct bird species.,failed,it,David| failed| to| discover| a| bone| on| his| arche|ological| expedition|.| It| likely| belonged| to| an| extinct| bird| species|.,-11.303518|-0.2984744|-7.3904276|-2.7085404|-8.718567|-5.511117|-1.7728114|-10.982982|-0.061271317|-2.7130306|-1.3137589|-4.4605675|-9.409664|-3.9990547|-0.019546123|-1.985332|-1.8556278|-4.505375|-2.4538848|-1.1235396,-9.409664
15_bone_failed,David failed to discover a bone on his archeological expedition. He also didn't find anything else worth analyzing.,failed,subj,David| failed| to| discover| a| bone| on| his| arche|ological| expedition|.| He| also| didn|'t| find| anything| else| worth| analyzing|.,-11.304076|-0.30047518|-7.379245|-2.7013848|-8.713136|-5.4999013|-1.7742265|-10.999137|-0.060989417|-2.6977541|-1.3138974|-2.28539|-4.032961|-2.8044357|-0.50703615|-1.2570367|-3.126138|-2.2016082|-4.039239|-8.208095|-0.69347894,-4.032961
16_house_affirmative,Lisa built a house and it is the most beautiful building I have ever seen.,affirmative,it,Lisa| built| a| house| and| it| is| the| most| beautiful| building| I| have| ever| seen|.,-10.506181|-1.335709|-3.6765497|-3.0449774|-3.4937305|-2.1835237|-3.7109058|-1.9982969|-1.1561512|-5.663581|-1.0904489|-0.42795157|-0.102894984|-0.09642954|-0.51982045,-2.1835237
16_house_affirmative,Lisa built a house and she made sure that every room gets a lot of sunlight.,affirmative,subj,Lisa| built| a| house| and| she| made| sure| that| every| room| gets| a| lot| of| sunlight|.,-10.505721|-1.3278722|-3.6681156|-3.048457|-3.4040623|-4.085045|-3.9820838|-1.2999164|-3.1931367|-2.0340755|-8.57415|-1.1769718|-3.187595|-0.010231585|-1.6947384|-0.48967606,-4.085045
16_house_negated,Lisa didn't build a house and it is the most beautiful building I have ever seen.,negated,it,Lisa| didn|'t| build| a| house| and| it| is| the| most| beautiful| building| I| have| ever| seen|.,-6.691644|-0.29014528|-10.489724|-2.164423|-3.111455|-4.158374|-4.35384|-3.11994|-3.911143|-3.1024137|-2.1468806|-5.2997108|-0.9477747|-0.600139|-0.15916045|-0.24517587|-0.60586286,-3.11994
16_house_negated,Lisa didn't build a house and she lied about several other things as well.,negated,subj,Lisa| didn|'t| build| a| house| and| she| lied| about| several| other| things| as| well|.,-6.689222|-0.28765398|-10.486881|-2.1629872|-3.1145387|-4.1494317|-2.4075294|-9.016558|-0.8591459|-8.058235|-2.3382926|-0.44497004|-2.9019847|-0.0443129|-0.58900166,-9.016558
16_house_know,I know that Lisa built a house. It is the most beautiful building I have ever seen.,know,it,I| know| that| Lisa| built| a| house|.| It| is| the| most| beautiful| building| I| have| ever| seen|.,-4.262303|-2.3906283|-9.834592|-10.274545|-1.5606151|-3.384123|-3.1510055|-3.0814207|-2.1252851|-3.6614494|-2.700895|-0.9079605|-5.345229|-0.84149665|-0.45122242|-0.067121774|-0.058974717|-0.43117815,-2.1252851
