Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-t3ka,branch-2sh1,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: id,Spreadsheet: sent,Spreadsheet: expected,Spreadsheet: block,Spreadsheet: type,Spreadsheet: sent1,Spreadsheet: sent2,Spreadsheet: sent2delay,Spreadsheet: sliderdelay,Manipulation: Spreadsheet
40,1707498536352,09/02/2024 17:08:56,1707480536352,-5,09/02/2024 07:08:56,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},17,trial,Screen 1,5myap3,1,continue,,6148.600000000006,6132.700000000012,6148.600000000006,6148.600000000006,6132.700000000012,6148.600000000006,1,6148.600000000006,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800,
41,1707498536353,09/02/2024 17:08:56,1707480536353,-5,09/02/2024 07:08:56,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},17,trial,Screen 1,5myap3,1,response,7,5466.8000000000175,6132.700000000012,6148.600000000006,5466.8000000000175,6132.700000000012,6148.600000000006,1,5466.8000000000175,681.7999999999884,0,,Slider,Slider,3,object-5,trial,filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800,
42,1707498547519,09/02/2024 17:09:07,1707480547519,-5,09/02/2024 07:09:07,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},18,trial,Screen 1,5myap3,1,continue,,11184.29999999702,11167.700000000012,11184.29999999702,11184.29999999702,11167.700000000012,11184.29999999702,1,11184.29999999702,0,0,,Click To Continue,Continue Button,4,object-20,trial,3_bear_failed_managed_pref,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo. The bears were taller than expected.,0,block3,target,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo.,The bears were taller than expected.,5700,7500,
43,1707498547521,09/02/2024 17:09:07,1707480547521,-5,09/02/2024 07:09:07,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},18,trial,Screen 1,5myap3,1,response,6,8434.299999999988,11167.700000000012,11184.300000000017,8434.299999999988,11167.700000000012,11184.300000000017,1,8434.299999999988,2750.000000000029,0,,Slider,Slider,3,object-5,trial,3_bear_failed_managed_pref,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo. The bears were taller than expected.,0,block3,target,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo.,The bears were taller than expected.,5700,7500,
44,1707498556270,09/02/2024 17:09:16,1707480556270,-5,09/02/2024 07:09:16,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},19,trial,Screen 1,5myap3,1,continue,,8766.799999999988,8750.199999999983,8766.799999999988,8766.799999999988,8750.199999999983,8766.799999999988,1,8766.799999999988,0,0,,Click To Continue,Continue Button,4,object-20,trial,10_hat_negation_affirmative_sref,Chris didn't knit a hat but George knitted a hat. The hat was very colorful.,1,block10,target,Chris didn't knit a hat but George knitted a hat.,The hat was very colorful.,3000,4500,
45,1707498556270,09/02/2024 17:09:16,1707480556270,-5,09/02/2024 07:09:16,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},19,trial,Screen 1,5myap3,1,response,7,7399.1999999999825,8750.199999999983,8766.799999999988,7399.1999999999825,8750.199999999983,8766.799999999988,1,7399.1999999999825,1367.6000000000058,0,,Slider,Slider,3,object-5,trial,10_hat_negation_affirmative_sref,Chris didn't knit a hat but George knitted a hat. The hat was very colorful.,1,block10,target,Chris didn't knit a hat but George knitted a hat.,The hat was very colorful.,3000,4500,
46,1707498582954,09/02/2024 17:09:42,1707480582954,-5,09/02/2024 07:09:42,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},20,trial,Screen 1,5myap3,1,continue,,26701.399999997026,26700.600000000006,26701.399999997026,26701.399999997026,26700.600000000006,26701.399999997026,1,26701.399999997026,0,0,,Click To Continue,Continue Button,4,object-20,trial,5_shirt_negation_affirmative_sref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirt looks amazing.,1,block5,target,Mary didn't find a shirt at the store but Teresa found a shirt at the store.,The shirt looks amazing.,4800,6000,
47,1707498582956,09/02/2024 17:09:42,1707480582956,-5,09/02/2024 07:09:42,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},20,trial,Screen 1,5myap3,1,response,6,24549.70000000001,26700.600000000006,26703.699999994045,24549.70000000001,26700.600000000006,26703.699999994045,1,24549.70000000001,2153.9999999940337,0,,Slider,Slider,3,object-5,trial,5_shirt_negation_affirmative_sref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirt looks amazing.,1,block5,target,Mary didn't find a shirt at the store but Teresa found a shirt at the store.,The shirt looks amazing.,4800,6000,
48,1707498593838,09/02/2024 17:09:53,1707480593838,-5,09/02/2024 07:09:53,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},21,trial,Screen 1,5myap3,1,continue,,10885.5,10883.700000000012,10885.5,10885.5,10883.700000000012,10885.5,1,10885.5,0,0,,Click To Continue,Continue Button,4,object-20,trial,9_letter_negation_affirmative_sref,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents.,The letter arrived three days after it was sent.,4800,7500,
49,1707498593840,09/02/2024 17:09:53,1707480593840,-5,09/02/2024 07:09:53,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},21,trial,Screen 1,5myap3,1,response,6,9582.700000000012,10883.700000000012,10887.39999999106,9582.700000000012,10883.700000000012,10887.39999999106,1,9582.700000000012,1304.6999999910477,0,,Slider,Slider,3,object-5,trial,9_letter_negation_affirmative_sref,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents.,The letter arrived three days after it was sent.,4800,7500,
50,1707498605103,09/02/2024 17:10:05,1707480605103,-5,09/02/2024 07:10:05,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},22,trial,Screen 1,5myap3,1,continue,,11266.899999999965,11250.199999999983,11266.899999999965,11266.899999999965,11250.199999999983,11266.899999999965,1,11266.899999999965,0,0,,Click To Continue,Continue Button,4,object-20,trial,13_bed_failed_failed_sref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The bed was delivered the next day.,0,block13,target,Luke failed to buy a bed and Rachel failed to buy a bed as well.,The bed was delivered the next day.,4500,6600,
51,1707498605105,09/02/2024 17:10:05,1707480605105,-5,09/02/2024 07:10:05,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},22,trial,Screen 1,5myap3,1,response,1,10050.199999999983,11250.199999999983,11266.899999999965,10050.199999999983,11250.199999999983,11266.899999999965,1,10050.199999999983,1216.6999999999825,0,,Slider,Slider,3,object-5,trial,13_bed_failed_failed_sref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The bed was delivered the next day.,0,block13,target,Luke failed to buy a bed and Rachel failed to buy a bed as well.,The bed was delivered the next day.,4500,6600,
52,1707498617720,09/02/2024 17:10:17,1707480617720,-5,09/02/2024 07:10:17,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},23,trial,Screen 1,5myap3,1,continue,,12633.999999991065,12632.600000000006,12633.999999991065,12633.999999991065,12632.600000000006,12633.999999991065,1,12633.999999991065,0,0,,Click To Continue,Continue Button,4,object-20,trial,4_book_failed_managed_sref,Susan failed to write a book but Ben managed to write a book. The book is a real page-turner.,1,block4,target,Susan failed to write a book but Ben managed to write a book.,The book is a real page-turner.,3900,5700,
53,1707498617721,09/02/2024 17:10:17,1707480617721,-5,09/02/2024 07:10:17,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},23,trial,Screen 1,5myap3,1,response,6,11417.00000000003,12632.600000000006,12635.699999994045,11417.00000000003,12632.600000000006,12635.699999994045,1,11417.00000000003,1218.6999999940163,0,,Slider,Slider,3,object-5,trial,4_book_failed_managed_sref,Susan failed to write a book but Ben managed to write a book. The book is a real page-turner.,1,block4,target,Susan failed to write a book but Ben managed to write a book.,The book is a real page-turner.,3900,5700,
54,1707498624669,09/02/2024 17:10:24,1707480624669,-5,09/02/2024 07:10:24,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},24,trial,Screen 1,5myap3,1,continue,,6949.099999999977,6933.5,6949.099999999977,6949.099999999977,6933.5,6949.099999999977,1,6949.099999999977,0,0,,Click To Continue,Continue Button,4,object-20,trial,1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,block1,target,John doesn't own a dog and Mark doesn't own a dog either.,The dogs are very cute.,3600,5100,
55,1707498624669,09/02/2024 17:10:24,1707480624669,-5,09/02/2024 07:10:24,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},24,trial,Screen 1,5myap3,1,response,1,6201.200000000012,6933.5,6949.099999999977,6201.200000000012,6933.5,6949.099999999977,1,6201.200000000012,747.8999999999651,0,,Slider,Slider,3,object-5,trial,1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,block1,target,John doesn't own a dog and Mark doesn't own a dog either.,The dogs are very cute.,3600,5100,
56,1707498624675,09/02/2024 17:10:24,1707480624675,-5,09/02/2024 07:10:24,163297,10,task-vjnw,,34976846,5ec19dd52abb6a5ce5b9fe05,10341481,,complete,,65c65b40f60098cc50136a69,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 121.0.0.0,1440x900,782x694,,,0,Rating,19,12,did consent,$${version},,,,,,5,END,,,,,,,0,,,,,,,,,,,,,,,,,,,
1,1707498385221,09/02/2024 17:06:25,1707476785221,-6,09/02/2024 05:06:25,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,
2,1707498409237,09/02/2024 17:06:49,1707476809237,-6,09/02/2024 05:06:49,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,instruction,Screen 1,3esgm3,1,continue,,24084.032000000003,24067.365,24084.032000000003,24084.032000000003,24067.365,24084.032000000003,1,24084.032000000003,0,0,,Click To Continue,Continue Button,2,object-42,instruction,,,,,,,,300,600,
3,1707498429754,09/02/2024 17:07:09,1707476829754,-6,09/02/2024 05:07:09,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 1,8ld83y,1,continue,,20532.072999999255,20517.252,20532.072999999255,20532.072999999255,20517.252,20532.072999999255,1,20532.072999999255,0,0,,Click To Continue,Continue Button,5,object-48,practice,,,,,,,,300,600,
4,1707498429763,09/02/2024 17:07:09,1707476829763,-6,09/02/2024 05:07:09,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 1,8ld83y,1,response,7,19367.153,20517.252,20533.919,19367.153,20517.252,20533.919,1,19367.153,1166.7660000000033,0,,Slider,Slider,4,object-47,practice,,,,,,,,300,600,
5,1707498449358,09/02/2024 17:07:29,1707476849358,-6,09/02/2024 05:07:29,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 3,8bhacy,2,continue,,19617.21799999998,19600.550999999992,19617.21799999998,19617.21799999998,19600.550999999992,19617.21799999998,1,19617.21799999998,0,0,,Click To Continue,Continue Button,5,object-233,practice,,,,,,,,300,600,
6,1707498449375,09/02/2024 17:07:29,1707476849375,-6,09/02/2024 05:07:29,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 3,8bhacy,2,response,1,18667.106,19600.550999999992,19617.21799999998,18667.106,19600.550999999992,19617.21799999998,1,18667.106,950.1119999999792,0,,Slider,Slider,4,object-232,practice,,,,,,,,300,600,
7,1707498452055,09/02/2024 17:07:32,1707476852055,-6,09/02/2024 05:07:32,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,practice,Screen 4,g9p4e8,3,continue,,2722.070000000007,2716.7460000000137,2722.070000000007,2722.070000000007,2716.7460000000137,2722.070000000007,1,2722.070000000007,0,0,,Click To Continue,Continue Button,2,object-244,practice,,,,,,,,300,600,
8,1707498464353,09/02/2024 17:07:44,1707476864353,-6,09/02/2024 05:07:44,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,trial,Screen 1,5myap3,1,continue,,12300.345000000001,12283.678,12300.345000000001,12300.345000000001,12283.678,12300.345000000001,1,12300.345000000001,0,0,,Click To Continue,Continue Button,4,object-20,trial,12_ticket_negation_affirmative_sref,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance.,The ticket was much cheaper than expected.,4200,6300,
9,1707498464369,09/02/2024 17:07:44,1707476864369,-6,09/02/2024 05:07:44,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},1,trial,Screen 1,5myap3,1,response,7,11266.933999999994,12283.678,12300.345000000001,11266.933999999994,12283.678,12300.345000000001,1,11266.933999999994,1033.4110000000073,0,,Slider,Slider,3,object-5,trial,12_ticket_negation_affirmative_sref,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance.,The ticket was much cheaper than expected.,4200,6300,
10,1707498477214,09/02/2024 17:07:57,1707476877214,-6,09/02/2024 05:07:57,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},2,trial,Screen 1,5myap3,1,continue,,12880.145999999993,12867.034,12880.145999999993,12880.145999999993,12867.034,12880.145999999993,1,12880.145999999993,0,0,,Click To Continue,Continue Button,4,object-20,trial,3_bear_failed_failed_pref,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well. The bears were taller than expected.,0,block3,target,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well.,The bears were taller than expected.,6300,8100,
11,1707498477223,09/02/2024 17:07:57,1707476877223,-6,09/02/2024 05:07:57,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},2,trial,Screen 1,5myap3,1,response,1,11800.299999999988,12867.034,12883.701000000001,11800.299999999988,12867.034,12883.701000000001,1,11800.299999999988,1083.4010000000126,0,,Slider,Slider,3,object-5,trial,3_bear_failed_failed_pref,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well. The bears were taller than expected.,0,block3,target,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well.,The bears were taller than expected.,6300,8100,
12,1707498487933,09/02/2024 17:08:07,1707476887933,-6,09/02/2024 05:08:07,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},3,trial,Screen 1,5myap3,1,continue,,10732.012000000366,10716.964999999997,10732.012000000366,10732.012000000366,10716.964999999997,10732.012000000366,1,10732.012000000366,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100,
13,1707498487955,09/02/2024 17:08:07,1707476887955,-6,09/02/2024 05:08:07,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},3,trial,Screen 1,5myap3,1,response,7,9916.921999999991,10716.964999999997,10733.631999999998,9916.921999999991,10716.964999999997,10733.631999999998,1,9916.921999999991,816.7100000000064,0,,Slider,Slider,3,object-5,trial,filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100,
14,1707498503877,09/02/2024 17:08:23,1707476903877,-6,09/02/2024 05:08:23,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},4,trial,Screen 1,5myap3,1,continue,,15959.346999999252,15950.451000000001,15959.346999999252,15959.346999999252,15950.451000000001,15959.346999999252,1,15959.346999999252,0,0,,Click To Continue,Continue Button,4,object-20,trial,15_bone_affirmative_affirmative_pref,David discovered a bone on his archeological expedition and Andy discovered a bone on his archeological expedition too. The bones likely belonged to an extinct bird species.,1,block15,target,David discovered a bone on his archeological expedition and Andy discovered a bone on his archeological expedition too.,The bones likely belonged to an extinct bird species.,5400,8100,
15,1707498503889,09/02/2024 17:08:23,1707476903889,-6,09/02/2024 05:08:23,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},4,trial,Screen 1,5myap3,1,response,1,14983.703999999998,15950.451000000001,15967.118000000002,14983.703999999998,15950.451000000001,15967.118000000002,1,14983.703999999998,983.4140000000043,0,,Slider,Slider,3,object-5,trial,15_bone_affirmative_affirmative_pref,David discovered a bone on his archeological expedition and Andy discovered a bone on his archeological expedition too. The bones likely belonged to an extinct bird species.,1,block15,target,David discovered a bone on his archeological expedition and Andy discovered a bone on his archeological expedition too.,The bones likely belonged to an extinct bird species.,5400,8100,
16,1707498514012,09/02/2024 17:08:34,1707476914012,-6,09/02/2024 05:08:34,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},5,trial,Screen 1,5myap3,1,continue,,10143.895999999251,10133.622000000003,10143.895999999251,10143.895999999251,10133.622000000003,10143.895999999251,1,10143.895999999251,0,0,,Click To Continue,Continue Button,4,object-20,trial,7_beer_failed_managed_sref,Sam failed to order a beer at the bar but Kate managed to order a beer at the bar. The beer was warm.,1,block7,target,Sam failed to order a beer at the bar but Kate managed to order a beer at the bar.,The beer was warm.,5700,6900,
17,1707498514024,09/02/2024 17:08:34,1707476914024,-6,09/02/2024 05:08:34,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},5,trial,Screen 1,5myap3,1,response,1,9016.90400000001,10133.622000000003,10150.289000000019,9016.90400000001,10133.622000000003,10150.289000000019,1,9016.90400000001,1133.3850000000093,0,,Slider,Slider,3,object-5,trial,7_beer_failed_managed_sref,Sam failed to order a beer at the bar but Kate managed to order a beer at the bar. The beer was warm.,1,block7,target,Sam failed to order a beer at the bar but Kate managed to order a beer at the bar.,The beer was warm.,5700,6900,
18,1707498523224,09/02/2024 17:08:43,1707476923224,-6,09/02/2024 05:08:43,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},6,trial,Screen 1,5myap3,1,continue,,9222.773999999248,9216.924999999988,9222.773999999248,9222.773999999248,9216.924999999988,9222.773999999248,1,9222.773999999248,0,0,,Click To Continue,Continue Button,4,object-20,trial,filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700,
19,1707498523228,09/02/2024 17:08:43,1707476923228,-6,09/02/2024 05:08:43,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},6,trial,Screen 1,5myap3,1,response,7,8216.87599999999,9216.924999999988,9226.573999999993,8216.87599999999,9216.924999999988,9226.573999999993,1,8216.87599999999,1009.698000000004,0,,Slider,Slider,3,object-5,trial,filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700,
20,1707498530055,09/02/2024 17:08:50,1707476930055,-6,09/02/2024 05:08:50,163297,10,task-vjnw,,34976855,65959401220d9a27eb4d0e10,10341484,,complete,,65c65b635ed5b6fb01d945e2,computer,Desktop or Laptop,Chromium OS 14816.131.5,Chrome 103.0.0.0,1366x768,1366x649,,,0,Rating,19,16,did consent,$${version},7,trial,Screen 1,5myap3,1,continue,,6833.520999999979,6816.853999999992,6833.520999999979,6833.520999999979,6816.853999999992,6833.520999999979,1,6833.520999999979,0,0,,Click To Continue,Continue Button,4,object-20,trial,1_dog_affirmative_affirmative_sref,John owns a dog and Mark owns a dog too. The dog is very cute.,0,block1,target,John owns a dog and Mark owns a dog too.,The dog is very cute.,3000,4500,
